Gene = Nudt6
index = 772
Annotated 5SS: [  249  2890  7231 10083]
Annotated 3SS: [ 2685  7174 10027 14098]
SMsplice 5SS: [1109 2890]
SMsplice 3SS: [ 2685 14095]
top_k =  100
Partition function (log Z): -16.071524824331643

Sorted 5' Splice Sites (High to Low Probability):
Position 2890: 0.9427107123864849
Position 1109: 0.39948019132228596
Position 302: 0.20373228758358675
Position 7231: 0.15190443301758438
Position 253: 0.12362243563671346
Position 639: 0.058711254253397224
Position 29: 0.04210519661613781
Position 618: 0.029405194933961525
Position 1074: 0.027499075749666885
Position 427: 0.02672809687518165
Position 182: 0.025531759457210153
Position 1350: 0.022032865679359664
Position 25: 0.01686367156026961
Position 1732: 0.00847503471574529
Position 814: 0.007723505238491883
Position 190: 0.006734879144407196
Position 259: 0.006616261829131291
Position 834: 0.005580258640288644
Position 452: 0.004832932674965782
Position 2576: 0.004729312271144302
Position 1866: 0.003507074497215584
Position 2978: 0.0020068656386175916
Position 3940: 0.0018968498441201496
Position 349: 2.824021338306916e-05
Position 12: 2.8154219556525398e-05
Position 176: 2.0654247059217474e-05
Position 290: 1.899919631282035e-05
Position 363: 1.7776675535308628e-05
Position 473: 1.681419822349571e-05
Position 327: 1.6494377035998273e-05
Position 338: 6.3614109467541154e-06
Position 429: 6.025842980742444e-06
Position 475: 3.2021205290686987e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 2685: 0.9366726231705953
Position 7913: 0.3552791148462595
Position 7174: 0.1803009384961581
Position 9415: 0.1352251289562036
Position 10027: 0.08073863842270972
Position 5827: 0.059963788692111344
Position 3053: 0.05613531131706444
Position 2750: 0.0480024552182515
Position 7530: 0.04691864683787989
Position 4140: 0.02279175168861943
Position 4545: 0.0223666675328378
Position 5620: 0.02182418242087929
Position 4300: 0.02094583137731751
Position 4369: 0.015876030302109927
Position 7252: 0.014123101940746141
Position 4124: 0.011303054741581362
Position 5167: 0.01100751497181737
Position 2509: 0.008836232791078638
Position 584: 0.0071018425448831106
Position 6109: 0.006950198408019656
Position 5906: 0.00669626297889293
Position 1721: 0.006643180913694273
Position 5103: 0.006095627226994764
Position 4798: 0.005380747430820227
Position 999: 0.005124699133000718
Position 4319: 0.004457433089280562
Position 4224: 0.0029330346686964755
Position 4063: 0.002702331300764051
Position 3541: 0.002508531667893389
Position 3707: 0.0023429294145014866
Position 2644: 0.002274456531620682
Position 3919: 0.001955166641534793
Position 3026: 0.001850587496275937
Position 1108: 0.0015758911254957185
Position 1268: 0.0013394548713461251
Position 3813: 0.0011537779913986218
Position 900: 0.0008661046091379696
Position 2333: 0.0008317459268450469
Position 2247: 0.000741004597577344
Position 929: 0.0005695954721680406
Position 1499: 0.0005508746949497521
Position 737: 0.0005362315018124058
Position 1235: 0.00042397327459049364
Position 494: 0.00039815913474780323
Position 3897: 0.0002780156963670482
