Gene = Cacybp
index = 199
Annotated 5SS: [ 229 4497 6263 6780 7908]
Annotated 3SS: [4279 6165 6679 7809 9151]
SMsplice 5SS: [ 229 6263 6780 7908]
SMsplice 3SS: [6165 6679 7809 9151]
top_k =  100
Partition function (log Z): -4.99531340765405

Sorted 5' Splice Sites (High to Low Probability):
Position 6263: 0.9999999999999994
Position 7908: 0.9618459829413342
Position 229: 0.8412374355390839
Position 6780: 0.7890689073487869
Position 7387: 0.318809165137862
Position 6441: 0.23764873652665242
Position 4497: 0.18632274300891405
Position 9359: 0.15670154580761111
Position 377: 0.13259117122822894
Position 8176: 0.09394061658598728
Position 7309: 0.08477333843980721
Position 787: 0.06662284920219363
Position 9400: 0.026744713064609828
Position 412: 0.01583066674747893
Position 7279: 0.013946520299438159
Position 8555: 0.0125069591910524
Position 8689: 0.009097552199851833
Position 96: 0.0030954002041462193
Position 7518: 0.0030920488641662655
Position 7426: 0.0022709898459981072
Position 130: 0.0022659730408547346
Position 7882: 0.002036799102171139
Position 419: 0.001974216993910375
Position 384: 0.0010960280009047378
Position 191: 0.0007420406946239685
Position 165: 0.0006157536736546072
Position 8452: 0.000370127385926559
Position 235: 0.0003556102155652341
Position 571: 9.189459127962162e-05
Position 49: 4.705163601657847e-05
Position 460: 2.8648347403976494e-05
Position 141: 2.810908684713776e-05

Sorted 3' Splice Sites (High to Low Probability):
Position 7809: 0.9833076187535231
Position 6165: 0.8874987842855131
Position 9151: 0.8054286444265324
Position 6679: 0.7587448417538623
Position 7262: 0.2864138389659845
Position 6355: 0.259027625577338
Position 8047: 0.17826745500474053
Position 4279: 0.16212029212616724
Position 9520: 0.10999908070485705
Position 6125: 0.10282867170376746
Position 9542: 0.09859085712887118
Position 7168: 0.05641720708350934
Position 7145: 0.04793351557415139
Position 653: 0.03790252686489885
Position 9132: 0.027572589812051407
Position 591: 0.025266667988120158
Position 4285: 0.02420245088274671
Position 8590: 0.01877527826364327
Position 7062: 0.013464566154348365
Position 7098: 0.012855622229015738
Position 6224: 0.009672544010718823
Position 8451: 0.00916285922756568
Position 9118: 0.00902209207966784
Position 8236: 0.008621299200385998
Position 7308: 0.005807312580262553
Position 6572: 0.0051545012348191395
Position 8853: 0.0045145904453882685
Position 9155: 0.003927320839451938
Position 6455: 0.0037906753094198637
Position 8395: 0.003344099963486719
Position 8026: 0.0025767235483094594
Position 667: 0.0017860214374367433
Position 638: 0.0016676329117378723
Position 7841: 0.0001337868800696382
