Gene = Zg16
index = 1203
Annotated 5SS: [  43  757 1049]
Annotated 3SS: [ 694  915 2075]
SMsplice 5SS: [  43 1049]
SMsplice 3SS: [ 915 1552]
top_k =  100
Partition function (log Z): -4.828122095427764

Sorted 5' Splice Sites (High to Low Probability):
Position 1049: 0.9406875447897218
Position 43: 0.8243001282063848
Position 757: 0.30012641063080303
Position 1824: 0.19628465161144337
Position 464: 0.12314565447006266
Position 127: 0.04621593761951101
Position 1018: 0.04536030234797752
Position 2083: 0.031791906002050216
Position 1441: 0.008502752471992555
Position 1069: 0.004695362411696533
Position 359: 0.002602502881667356
Position 840: 0.0024318398891024938
Position 111: 0.0015619118552005842
Position 855: 0.0012912674479094372
Position 301: 0.00022266153640551753
Position 607: 0.00021552783798848389
Position 1432: 0.00010879543343863671
Position 205: 5.085697592566983e-05
Position 216: 4.745704089713926e-05
Position 234: 3.108506728171801e-05
Position 799: 1.6768456821358318e-05
Position 157: 1.4639218166902167e-05
Position 196: 1.3700645101999615e-05
Position 1044: 9.4536489352521e-06
Position 251: 5.063848382044337e-06
Position 93: 5.0124080268678545e-06
Position 955: 8.603694260807507e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 915: 0.9372186421886682
Position 1697: 0.3476072465927339
Position 1552: 0.28349296902533383
Position 694: 0.1822169304596387
Position 2075: 0.14785112240605744
Position 2175: 0.11835971547637181
Position 1273: 0.07751162725875534
Position 1946: 0.07555810540682514
Position 1648: 0.06604363805944387
Position 358: 0.05134581408517633
Position 1291: 0.04207173624821428
Position 940: 0.035624440687901056
Position 540: 0.025101442191083772
Position 2082: 0.020074796142359172
Position 2315: 0.019992901198323716
Position 920: 0.01683296776337217
Position 329: 0.012568362108736216
Position 896: 0.008093101448218237
Position 2417: 0.007234648216269939
Position 632: 0.007050997696497915
Position 1432: 0.006898988226154958
Position 1773: 0.005753688350246481
Position 508: 0.004827998557708582
Position 300: 0.004475655855051279
Position 700: 0.004218976447266854
Position 2338: 0.0040114266093802114
Position 1823: 0.003837254604158192
Position 281: 0.0034308828302093584
Position 723: 0.0021043349943369936
Position 992: 0.001392610789803819
Position 2009: 0.001140990933570005
Position 634: 0.0011153327725891761
Position 402: 0.0009823553029916895
Position 310: 0.0009042024309952071
Position 291: 0.000846668890330729
Position 544: 0.0006635543363731164
Position 576: 0.0003661993092630402
Position 572: 0.0003410511030830417
Position 214: 0.00028960771708672284
Position 757: 0.000254712831859411
Position 168: 6.307911231550806e-06
Position 229: 6.228514218733226e-06
Position 117: 6.087547473653365e-06
Position 437: 4.926465086031415e-06
Position 448: 3.886826429135022e-06
Position 611: 2.3225680743367642e-06
Position 407: 5.444938118898412e-07
Position 258: 4.93003486348268e-07
Position 131: 4.674712859879433e-07
Position 196: 3.184362995893267e-07
