Gene = Angptl8
index = 118
Annotated 5SS: [ 305  568 1443]
Annotated 3SS: [ 405 1332 1549]
SMsplice 5SS: [ 305  568 1443]
SMsplice 3SS: [ 405 1332 1549]
top_k =  100
Partition function (log Z): -2.277537304069579

Sorted 5' Splice Sites (High to Low Probability):
Position 1443: 0.9582114908619662
Position 568: 0.897981452915557
Position 305: 0.597660005311477
Position 335: 0.34936516093428827
Position 1452: 0.009941030935318094
Position 877: 0.007231503213250761
Position 703: 0.005113789171886192
Position 583: 0.004657000494439971
Position 496: 0.003343309544482285
Position 354: 0.0018048935281319764
Position 1058: 0.0016665897583653417
Position 1468: 0.000950956228389743
Position 1254: 0.000650595529314559
Position 536: 0.0005803911624270721
Position 163: 9.128811317546624e-05
Position 248: 2.0402429144926024e-07
Position 324: 1.4189023343312784e-07
Position 292: 5.605462915620219e-08
Position 322: 5.304096768895256e-08
Position 53: 3.999820278526275e-08
Position 406: 3.502029401710556e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 1332: 0.9636444106862619
Position 1549: 0.8666930709185078
Position 405: 0.650114491367607
Position 433: 0.11397322072702618
Position 480: 0.04345244021671648
Position 1710: 0.04017515844376004
Position 445: 0.027820595288709195
Position 1560: 0.021303651705146892
Position 1386: 0.0173986626342416
Position 1604: 0.010455771210704436
Position 1563: 0.010245175122858849
Position 1650: 0.00851059053984881
Position 439: 0.007111904462100256
Position 670: 0.007080131064665858
Position 1676: 0.006260910727904027
Position 477: 0.004543070651612524
Position 1638: 0.003878465416918685
Position 1572: 0.002751485188957127
Position 1312: 0.002717015753899603
Position 1712: 0.0024260348457163473
Position 402: 0.002371284295470089
Position 1339: 0.002266133390416486
Position 463: 0.002185130076953686
Position 370: 0.0019236709299467073
Position 959: 0.0018274802070777545
Position 1598: 0.0016965713631629507
Position 412: 0.0015725880409266995
Position 737: 0.0013935039930069758
Position 414: 0.0013174564380863461
Position 368: 0.0012484058815042907
Position 1616: 0.0011337062208355302
Position 1578: 0.0010674671179795744
Position 1659: 0.0010041129765175094
Position 1260: 0.0009694637670647038
Position 1097: 0.0009539611439609196
Position 1205: 0.0009104844908411995
Position 1514: 0.0006936109638168843
Position 640: 0.0006777454965520618
Position 1350: 0.0006548604407463331
Position 652: 0.0006150032406872217
Position 1272: 0.0003674171005726497
Position 1188: 0.00028010000355618977
Position 642: 0.00025890669044255685
Position 745: 0.00019755209860573437
Position 707: 0.0001796477536624817
Position 1392: 0.00017705237936213174
Position 676: 0.00016596467301854237
Position 1627: 0.00013803185622333596
Position 1690: 0.0001262490977997662
Position 503: 0.00011877237062107659
Position 690: 0.00010306434928210954
Position 1717: 9.672422344100422e-05
Position 511: 1.2395342558229056e-06
Position 541: 3.3313473504531874e-07
