Gene = Sec62
index = 960
Annotated 5SS: [  509  7365  8291 17152 17663 19482 21479]
Annotated 3SS: [ 7255  8184 16946 17569 19420 21358 25624]
SMsplice 5SS: [  509  1081  1308  7365  8291 17152 17663]
SMsplice 3SS: [  912  1205  7255  8184 16946 17569 28285]
top_k =  100
Partition function (log Z): -15.795855562033065

Sorted 5' Splice Sites (High to Low Probability):
Position 1308: 0.9924320468637009
Position 8291: 0.9701175655805028
Position 7365: 0.8675146957148615
Position 509: 0.7792050236173522
Position 1081: 0.6339566215534184
Position 11090: 0.12988554104591318
Position 1831: 0.12405588651262453
Position 115: 0.12129390533192656
Position 200: 0.1141219027955529
Position 3015: 0.09082497745786851
Position 1507: 0.08576273921450744
Position 5529: 0.08000480712062122
Position 4178: 0.03939057637348165
Position 2842: 0.028082396134278636
Position 683: 0.015017149280483293
Position 916: 0.007618911915977312
Position 1453: 0.006292376383251192
Position 1527: 0.004021402121183517
Position 920: 0.002770008178373284
Position 924: 0.0019429621610566577
Position 853: 0.0014022094533296
Position 1063: 0.001375935801408171
Position 133: 0.0009954285351484776
Position 147: 0.0009060527760724661
Position 1254: 0.0008435909360744704
Position 123: 0.0005324660709102137
Position 635: 0.0004908303108489186
Position 3247: 9.685038371376056e-05
Position 1301: 6.453565759368163e-05
Position 374: 5.6431895531305425e-05
Position 2768: 4.020076976467662e-05
Position 136: 1.527306540808087e-05
Position 79: 1.2554738909451956e-05
Position 34: 9.15940860708564e-06
Position 74: 7.639417450072749e-06
Position 607: 2.045435339668089e-06
Position 444: 1.9881732794867873e-06
Position 822: 1.9772147878978145e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 8184: 0.9785911720604654
Position 1205: 0.9585120422793735
Position 7255: 0.880145544887284
Position 912: 0.48562725532323125
Position 12155: 0.27098587962750337
Position 10976: 0.20522158472306215
Position 11992: 0.1654080086133517
Position 12718: 0.149856128266525
Position 1052: 0.1488374324697916
Position 1755: 0.12297011792874547
Position 2912: 0.09110066159113527
Position 5391: 0.080593765419291
Position 1372: 0.06363004020551201
Position 9938: 0.06132976835514614
Position 8488: 0.05662813430322872
Position 9975: 0.054640635833053355
Position 4134: 0.04540620177084192
Position 9916: 0.03218784374547114
Position 1414: 0.03176209298313543
Position 9517: 0.02900462327348228
Position 8727: 0.028701123238568813
Position 8457: 0.028208421728975294
Position 2800: 0.027391522165287015
Position 953: 0.02039753065253837
Position 448: 0.016318541077135276
Position 8673: 0.014417707953924927
Position 418: 0.007420659568391854
Position 246: 0.006519907482574906
Position 1021: 0.006357099021334691
Position 965: 0.0048260368319182284
Position 411: 0.00399802765068964
Position 289: 0.003676655881076334
Position 8436: 0.003413246964119575
Position 195: 0.0024614834616916866
Position 253: 0.0024205726618637085
Position 216: 0.0013930550845221567
Position 220: 0.001360441673255162
Position 1438: 0.0011707661748065715
Position 292: 0.0010489126665193624
Position 451: 0.0009871830221307573
Position 295: 0.0009044329286052332
Position 2628: 0.0008097193439595823
Position 356: 0.0006961142514885146
Position 5073: 0.0005969975774730935
Position 393: 0.0005290249919470976
Position 1695: 0.0005157360928821316
Position 1646: 0.00041293011429946924
Position 1800: 0.000399418863241081
Position 846: 0.00036063819475135424
Position 486: 0.00031171383817400576
Position 759: 0.00018142933207899992
Position 1189: 0.00011743400558043901
Position 2917: 8.21062164349173e-05
Position 199: 6.739778058258691e-05
Position 603: 6.083304465746652e-05
Position 3061: 3.581120064601886e-05
Position 3114: 3.305690229580657e-05
Position 3150: 2.798228077193504e-05
Position 570: 2.3766519358705635e-05
Position 464: 2.1194828893316185e-05
Position 336: 2.057723855221753e-05
Position 298: 1.9959752312388773e-05
Position 586: 1.0561481165023623e-05
