Gene = Dap3
index = 319
Annotated 5SS: [  547  7640 14266 16850 19503 19939 21019 21968 22206 23404 24143 25121]
Annotated 3SS: [ 7585 14160 16747 19393 19845 20887 21886 22046 23343 24052 25002 26500]
SMsplice 5SS: [  547 13831 14266 16850 21019 25121]
SMsplice 3SS: [13739 14160 16747 20887 25002 26500]
top_k =  100
Partition function (log Z): -24.177102847966943

Sorted 5' Splice Sites (High to Low Probability):
Position 547: 0.8550277960018762
Position 299: 0.2723199201188762
Position 907: 0.08113537208422245
Position 170: 0.015861880837595776
Position 502: 0.007008416605102361
Position 268: 0.0013364130834962497
Position 720: 0.00033789854851661873
Position 734: 0.00013423003213015942
Position 430: 6.817227439007269e-05
Position 22: 4.988555227478661e-05
Position 382: 3.72910946720196e-05
Position 374: 2.9660358721953936e-05
Position 728: 5.117068503681057e-06
Position 200: 5.064585058778765e-09
Position 279: 1.7441510426770395e-09
Position 403: 7.188775196145458e-11
Position 400: 6.9481770741565e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 6387: 0.2574445113677973
Position 810: 0.17225590079365563
Position 4067: 0.1272990943506079
Position 409: 0.12530409895305597
Position 7585: 0.10666372976912011
Position 4836: 0.10651871148741834
Position 6781: 0.057551327950800285
Position 3523: 0.05648830885409144
Position 472: 0.026018003192508004
Position 1057: 0.024181051012979488
Position 2014: 0.019560439947821688
Position 5328: 0.018701589155892217
Position 1680: 0.015833785009698315
Position 2495: 0.01524934717238764
Position 1557: 0.01460455085977119
Position 1119: 0.010721262307173936
Position 1470: 0.009207728091907438
Position 3157: 0.00890894073614578
Position 4253: 0.0072976927527011164
Position 2586: 0.006824912242076208
Position 1781: 0.0067420675255287135
Position 623: 0.006586818695196208
Position 3325: 0.005563529798771656
Position 1972: 0.004687653639622962
Position 1192: 0.0033638073416750605
Position 2071: 0.0032513580900128095
Position 839: 0.0031503444100688077
Position 995: 0.002894538608390629
Position 1353: 0.002524110390667744
Position 433: 0.0022319257907794485
Position 1285: 0.002003055191771149
Position 657: 0.0016201949086117385
Position 619: 0.0014939954532916637
Position 454: 0.00022540395820378137
Position 287: 0.00020036416655924203
Position 492: 5.499829473090626e-05
Position 252: 5.0190566581982075e-05
Position 524: 4.74531060191558e-05
Position 737: 1.4806901038373989e-05
Position 343: 8.97051959132147e-06
Position 527: 4.983368018720843e-07
Position 289: 3.596696237437014e-07
Position 521: 1.987377817296109e-07
Position 533: 1.5215740996573475e-07
Position 293: 1.1976241821555524e-07
Position 257: 8.353896122817053e-08
Position 235: 7.504276455731279e-08
