Gene = Sdhc
index = 958
Annotated 5SS: [   45  4848  7046 11910 14611]
Annotated 3SS: [ 4790  6943 11847 14446 20697]
SMsplice 5SS: [   45  4848  7046 14611]
SMsplice 3SS: [ 4790  6943 14446 20697]
top_k =  100
Partition function (log Z): -14.158433298431078

Sorted 5' Splice Sites (High to Low Probability):
Position 7046: 0.9944524867619629
Position 4848: 0.9306949330774039
Position 45: 0.7205990938819994
Position 3318: 0.1392029336264613
Position 4644: 0.128985155424027
Position 124: 0.09158736746298007
Position 520: 0.068955376146155
Position 501: 0.06800636557463728
Position 11910: 0.058340389726847956
Position 12187: 0.051074444673590444
Position 5652: 0.045550846072167674
Position 160: 0.03735462204901152
Position 2695: 0.018691624137763315
Position 12206: 0.017745652408585454
Position 7651: 0.01693218739746814
Position 4463: 0.015063736631267068
Position 4403: 0.010819678207370105
Position 4916: 0.009740649706284488
Position 6235: 0.008859878379464068
Position 915: 0.007484120874344249
Position 595: 0.006013054010882743
Position 8730: 0.004479678230687457

Sorted 3' Splice Sites (High to Low Probability):
Position 6943: 0.9866542944637304
Position 4790: 0.9199336360028577
Position 10788: 0.2865565452019636
Position 12345: 0.19908310015266367
Position 11847: 0.13875942332236166
Position 11155: 0.1276870181388992
Position 3127: 0.12360018343473542
Position 13649: 0.07596029465999231
Position 12097: 0.07510765292329323
Position 4544: 0.06807576992642853
Position 9956: 0.0655100169617614
Position 4520: 0.04855788553593903
Position 8559: 0.04501344481530599
Position 4586: 0.03285344674249005
Position 4347: 0.025883414838637202
Position 5465: 0.017180033271100747
Position 9723: 0.017003052125139948
Position 5543: 0.016247538126063107
Position 2498: 0.015880969621866095
Position 3148: 0.015602750191725807
Position 6966: 0.012503895262586873
Position 10524: 0.012261507779309417
Position 9800: 0.01069396228391859
Position 7544: 0.009793142822232766
Position 11522: 0.009442430291494129
Position 6013: 0.008859878379464047
Position 7590: 0.008177926763801269
Position 9045: 0.008158262513730533
Position 5518: 0.00795198943443927
Position 9425: 0.007254189240033078
Position 9070: 0.006033866117360626
Position 7751: 0.0059427083986138335
Position 9377: 0.005917130162234947
Position 8336: 0.005803892157951426
Position 7193: 0.004924632768491945
Position 5499: 0.00417128524056455
Position 7887: 0.003210243170216877
Position 8418: 0.0031540413007828186
Position 2494: 0.002810654515897181
Position 7279: 0.0021856177349007513
Position 8583: 0.002162294067149427
Position 8832: 0.0020312240877298176
Position 8652: 0.001834811639404229
Position 7400: 0.00130113888348464
Position 7957: 0.001100330959614177
Position 7564: 0.0009155309169667699
Position 6916: 0.0008418102736899122
Position 7500: 4.5406838332080796e-05
