Gene = Fuz
index = 417
Annotated 5SS: [ 284  590  921 1251 1546 2622 2793 3013 3160 3308]
Annotated 3SS: [ 467  835 1181 1440 2423 2696 2905 3094 3232 4053]
SMsplice 5SS: [ 284  590 1266 1546 2622 2793 3013]
SMsplice 3SS: [ 467 1181 1440 2423 2696 2905 4053]
top_k =  100
Partition function (log Z): -0.6608219085273515

Sorted 5' Splice Sites (High to Low Probability):
Position 1546: 0.9985499326269768
Position 2793: 0.9723114482382142
Position 2622: 0.8297983737148346
Position 1266: 0.7164320524621898
Position 3013: 0.6529005668421108
Position 590: 0.5582321052265724
Position 284: 0.513688127255373
Position 3308: 0.49897580702900773
Position 921: 0.44830256957947195
Position 159: 0.3313270667802771
Position 3160: 0.23158391868000822
Position 1251: 0.19400787087072385
Position 642: 0.12311221249473299
Position 147: 0.08896045872903564
Position 564: 0.036186835818042384
Position 4298: 0.034102971494423165
Position 3432: 0.029687236509820504
Position 3175: 0.025078588622858704
Position 135: 0.009784169922596129
Position 200: 0.008166555325065068
Position 1982: 0.005598246729447889
Position 318: 0.0016970656618800438
Position 438: 0.0014990341410723532
Position 665: 0.0011183604901764108
Position 352: 0.0009682309886766422
Position 629: 0.0007284631724023611
Position 343: 0.0004391692875784123
Position 252: 0.00034486647944701745
Position 154: 0.0002449961887736404
Position 233: 0.00019731903200034467
Position 241: 3.817422669091846e-06
Position 276: 2.885858606151577e-06
Position 28: 2.665384120952878e-06
Position 14: 1.1082519340975926e-07
Position 211: 5.504126725337712e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 1440: 0.9689004825785698
Position 2696: 0.9168719993192225
Position 4053: 0.7494429402176158
Position 2905: 0.6795702117134802
Position 467: 0.6551019988319776
Position 1181: 0.581175736155377
Position 2423: 0.5033675189631381
Position 3232: 0.4128582107623196
Position 835: 0.39173048515346887
Position 3094: 0.2466567957798707
Position 1141: 0.17421965972756415
Position 2436: 0.1390817583635185
Position 4477: 0.1306094161999667
Position 1049: 0.13053037345248608
Position 2372: 0.11148843196818824
Position 3307: 0.06312719841083694
Position 2707: 0.0567261408803251
Position 3666: 0.053058401712060464
Position 2970: 0.042128653022391646
Position 2445: 0.03602231040335823
Position 3417: 0.03104322751843519
Position 2406: 0.023524324896748487
Position 728: 0.02197703483721477
Position 789: 0.02174720142651117
Position 1419: 0.021355744722648104
Position 2858: 0.0212015415331838
Position 2290: 0.016815355999648507
Position 725: 0.016586060735326685
Position 501: 0.01490711262436987
Position 3063: 0.013812480196249293
Position 1014: 0.013037520228293483
Position 3073: 0.010051872084054458
Position 2839: 0.009540584450456482
Position 1463: 0.008286886192263974
Position 283: 0.004732058490133077
Position 984: 0.004448314523338577
Position 3899: 0.0040524034394282035
Position 1826: 0.004038475362882469
Position 2926: 0.002386818928003172
Position 1084: 0.001974567247115554
Position 221: 0.0014982929759939857
Position 518: 0.0012363264920140764
Position 1711: 0.001063693077095375
Position 2792: 0.0005700463937771015
Position 1749: 0.0004960782894700421
Position 2780: 0.0004302679750000497
Position 255: 0.00022761383830566977
Position 228: 0.0001593589843658056
Position 399: 0.00015809396754924766
Position 1331: 6.073880034134545e-06
