Gene = Rnasel
index = 904
Annotated 5SS: [  182  2634  3522  5788  6611  9163 10251 11486]
Annotated 3SS: [ 2432  3418  4180  6524  8956 10117 11348 12692]
SMsplice 5SS: [  178  2634  6611 10251 11486]
SMsplice 3SS: [ 2456  6524 10117 11348 12692]
top_k =  100
Partition function (log Z): -6.272765335585364

Sorted 5' Splice Sites (High to Low Probability):
Position 6611: 0.999296957843022
Position 2634: 0.7688726387297433
Position 178: 0.7638590763587765
Position 10251: 0.6498812238687907
Position 4720: 0.5234193791579272
Position 11486: 0.2843209833221886
Position 11507: 0.23690985969219602
Position 2242: 0.14919527994122445
Position 509: 0.1384532874691302
Position 182: 0.11704572495429993
Position 9163: 0.07106910494069424
Position 3197: 0.059533066462652204
Position 384: 0.047507150346025304
Position 9534: 0.04495984201758471
Position 11421: 0.04235971014420807
Position 7135: 0.04098502222607967
Position 11666: 0.039476592240899035
Position 7813: 0.03752233392389137
Position 8994: 0.029466133145071703
Position 11425: 0.02127135260032706
Position 1929: 0.009999620474438767
Position 2050: 0.008361395644512359
Position 3522: 0.00626394351133323
Position 5515: 0.0031474395117213794
Position 2863: 0.0013052520818733712
Position 199: 0.0003969256778276018
Position 266: 0.0001075789683658574
Position 127: 6.478468759649386e-05
Position 355: 4.470289616459122e-05
Position 167: 4.295732634126806e-05
Position 110: 3.798530459715961e-05
Position 377: 2.720410182046333e-05
Position 121: 1.4843660999387952e-05
Position 69: 7.802446274065177e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 6524: 0.9992969578430217
Position 11348: 0.803810157318299
Position 2456: 0.7426633552423102
Position 10117: 0.6498812238687907
Position 12692: 0.5844770818922915
Position 4662: 0.48872038363892384
Position 12732: 0.20480745019451418
Position 8956: 0.07842630690997196
Position 2139: 0.07185409121777386
Position 2032: 0.0691877978095483
Position 445: 0.060235249239706995
Position 9339: 0.044959842017584725
Position 7628: 0.039586792406587856
Position 4619: 0.035015260097167274
Position 8903: 0.022108931175794003
Position 2982: 0.019633494817035312
Position 3046: 0.018804325661535903
Position 10427: 0.01711610709660542
Position 2834: 0.01704154905325359
Position 2369: 0.015156658653295076
Position 6981: 0.009933452065726652
Position 6929: 0.009857492195619315
Position 7022: 0.009230949637748396
Position 7035: 0.009195206669975736
Position 7603: 0.00919144155448193
Position 2427: 0.008567030199789877
Position 2136: 0.00831428944158534
Position 1737: 0.006684797678344844
Position 3236: 0.006263943511333227
Position 1963: 0.005189717096571119
Position 2887: 0.004707008750700996
Position 6797: 0.003933973002167914
Position 5283: 0.0031474395117213772
Position 376: 0.002970191941909505
Position 318: 0.0026354073382472594
Position 2459: 0.0024855946343480618
Position 1993: 0.002100676136565406
Position 1757: 0.0017516737238753041
Position 1826: 0.001619416082033365
Position 7354: 0.0013894855376072506
Position 371: 0.0012552053919177282
Position 1544: 0.0008447252425892345
Position 2771: 0.0006519402619998025
Position 408: 0.0005132131792946597
Position 1649: 9.11163128872883e-06
Position 292: 7.571071431604026e-07
