Gene = Nmu
index = 755
Annotated 5SS: [  234  5438 13677 18350 19725 19867 23027 26351 27966]
Annotated 3SS: [ 5378 13628 18289 19694 19815 22957 26296 27925 30110]
SMsplice 5SS: [  234  5494  8692 13677 18350]
SMsplice 3SS: [ 5378  8577 13599 18289 30110]
top_k =  100
Partition function (log Z): -13.90097807733224

Sorted 5' Splice Sites (High to Low Probability):
Position 234: 0.9980772263844442
Position 8692: 0.7594071647817778
Position 418: 0.504609021324778
Position 5494: 0.5027150826112887
Position 5438: 0.4861631881002142
Position 854: 0.3648163802875189
Position 718: 0.09415863117397856
Position 518: 0.06377036751977577
Position 622: 0.05364735964240297
Position 5789: 0.02106028007879753
Position 1226: 0.013675799040364365
Position 4155: 0.01086610491910709
Position 5458: 0.009411488474226164
Position 817: 0.005845719870766168
Position 5739: 0.004222418258388624
Position 6017: 0.003219369147907553
Position 76: 0.0015418580601147059
Position 401: 0.0009928172837627908
Position 83: 0.0003429312920535686
Position 148: 7.1550289357380975e-06
Position 216: 6.219749947624158e-06
Position 132: 5.142585864416352e-06
Position 138: 4.815966125081344e-06
Position 118: 3.9591185237401496e-06
Position 90: 2.3983569394252783e-06
Position 190: 1.2760936393257041e-06
Position 5: 7.689289315107463e-07
Position 7: 1.0072405795956787e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 5378: 0.989664439837533
Position 8577: 0.9313677533034856
Position 355: 0.5378226772512275
Position 487: 0.34409396520931473
Position 13343: 0.1806356947150971
Position 13599: 0.17425622141707997
Position 10015: 0.14277785330133055
Position 761: 0.13116105862492322
Position 12883: 0.10404547651400543
Position 13628: 0.0905027963712551
Position 737: 0.041225032835270015
Position 5609: 0.025263696042993597
Position 11375: 0.023754291311533525
Position 12159: 0.01998091664389854
Position 297: 0.015850513463323324
Position 12135: 0.015611590634810567
Position 5900: 0.01558467932705196
Position 11698: 0.015411124396030906
Position 10491: 0.013931834554257056
Position 963: 0.013913171399669483
Position 3944: 0.01086610491910709
Position 5083: 0.00977664356988648
Position 7650: 0.008915169220822517
Position 689: 0.0071488699280982
Position 10894: 0.0071017689360295105
Position 9967: 0.005373284422132762
Position 6902: 0.0046237984745403915
Position 374: 0.004496079140708208
Position 9791: 0.0039983736285242365
Position 517: 0.0034924086619451842
Position 8894: 0.0030626682377191193
Position 155: 0.0014859850464090964
Position 378: 0.0009014154508416077
Position 143: 0.0002525800831931456
Position 629: 8.036016593871651e-05
Position 621: 5.342810963450783e-05
Position 649: 3.883437618271499e-05
Position 539: 2.00276608281664e-05
Position 398: 1.2750865834875825e-05
Position 390: 1.0499776338436929e-05
Position 221: 7.449890770552948e-06
Position 413: 1.5081041675011619e-06
Position 233: 1.2360816234661042e-07
Position 74: 6.646970823445968e-08
Position 128: 2.9109662166678957e-08
Position 112: 2.9071088436137355e-08
Position 417: 5.836139108873035e-10
Position 82: 3.6932538647150775e-11
Position 90: 3.678562860991499e-11
Position 97: 3.306131551463717e-11
Position 115: 1.7779830404991787e-11
Position 95: 1.1212332441636574e-11
Position 107: 2.8179339111074274e-12
Position 125: 5.941669831224551e-14
