Gene = Selenot
index = 962
Annotated 5SS: [  238  8706  9443 11898 13685]
Annotated 3SS: [ 8594  9315 11809 13530 14058]
SMsplice 5SS: [  238  8706  9443 10169 11898 13685]
SMsplice 3SS: [ 8594  9315 10027 11809 13530 14058]
top_k =  100
Partition function (log Z): -0.6823807218538349

Sorted 5' Splice Sites (High to Low Probability):
Position 8706: 1.0
Position 11898: 0.9829029401117374
Position 238: 0.9786436293944251
Position 13685: 0.8998899099148072
Position 9443: 0.8146426782348536
Position 6507: 0.4049319350369035
Position 10169: 0.3268460443873392
Position 9723: 0.321290613603101
Position 10126: 0.22461430697986118
Position 10134: 0.145499756601262
Position 6446: 0.032167249878151144
Position 10194: 0.02558908495676303
Position 5337: 0.02431783858507198
Position 2489: 0.024291032531727444
Position 1994: 0.02200999800163931
Position 13072: 0.021615171640366217
Position 681: 0.021303247634839043
Position 9844: 0.005582263853746415
Position 11874: 0.005403151966951245
Position 16269: 0.00415808069229997
Position 14126: 0.002564750643406569
Position 13689: 0.001733235951435299
Position 9686: 0.001393635604360842
Position 9826: 0.0010227374508475096
Position 242: 5.312297073588632e-05

Sorted 3' Splice Sites (High to Low Probability):
Position 8594: 1.0
Position 11809: 0.9883060920786889
Position 13530: 0.9383162890540242
Position 14058: 0.7549291062031221
Position 10027: 0.6993310757319602
Position 9315: 0.6921509899452329
Position 6358: 0.22937630229142272
Position 9590: 0.2138787555842825
Position 6380: 0.145247071115337
Position 14892: 0.07334962110681188
Position 6299: 0.06247581150829493
Position 9338: 0.05540043692743089
Position 9636: 0.055259107577867436
Position 9659: 0.05301709834489113
Position 15132: 0.05231948452659732
Position 9359: 0.027427497913392673
Position 5203: 0.02431783858507198
Position 12974: 0.021615171640366217
Position 9267: 0.020028270863985457
Position 9380: 0.017867040202614766
Position 10042: 0.015393675643364035
Position 2346: 0.014991117485857162
Position 15345: 0.012902876095621522
Position 1926: 0.012875695986661566
Position 14154: 0.010097760477523164
Position 16168: 0.01003320144731822
Position 16052: 0.00896520390516231
Position 14423: 0.008195497509595917
Position 10023: 0.007824441549901227
Position 16401: 0.006881228383116894
Position 9722: 0.006605001304593925
Position 13986: 0.006591102660166403
Position 15742: 0.006483589692893505
Position 1817: 0.005540898607838864
Position 12516: 0.005100167800073447
Position 14956: 0.004448125006521359
Position 2253: 0.004311110828777926
Position 1766: 0.0035934034071388797
Position 2249: 0.0029524104969245943
Position 13852: 0.002827026676479986
Position 13808: 0.002631186677170088
Position 12309: 0.0022628910555179006
Position 2059: 0.002036393720167762
Position 14534: 0.002011618924232246
Position 8884: 0.0015349264705221053
Position 9183: 0.000429498870603136
Position 9105: 0.0003333047414924324
