Gene = Cxcl15
index = 309
Annotated 5SS: [  95  795 3493]
Annotated 3SS: [ 664 3408 6715]
SMsplice 5SS: [  95  431  795 3493]
SMsplice 3SS: [ 331  664 3408 8190]
top_k =  100
Partition function (log Z): -3.540720190214844

Sorted 5' Splice Sites (High to Low Probability):
Position 95: 0.9321547266631621
Position 795: 0.8937911305685053
Position 3493: 0.8322862938422408
Position 431: 0.7888580339887831
Position 4266: 0.08504400450899312
Position 5493: 0.07446705157953483
Position 5852: 0.05820538674513552
Position 7029: 0.0471813591131979
Position 259: 0.028861409222314876
Position 820: 0.013497038292792992
Position 129: 0.011628383442242027
Position 990: 0.009527055676099903
Position 475: 0.008107649480764903
Position 168: 0.002143937514779536
Position 460: 0.0007383714135667644
Position 54: 0.00038793670120028194
Position 515: 0.00028970677728722155
Position 435: 0.00021934389603242872
Position 171: 0.00017339423527900803
Position 263: 5.2069039090901725e-05
Position 73: 2.7586026741467445e-05
Position 268: 2.0351662316129023e-05
Position 253: 1.963557962828506e-05
Position 19: 1.402337974081508e-05
Position 233: 1.1092501480718315e-05
Position 237: 7.270320287131733e-06
Position 242: 6.973198472222701e-06
Position 891: 2.175625494767226e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 664: 0.8742882931955125
Position 331: 0.7190345351292176
Position 3408: 0.7157514340418676
Position 8190: 0.5969348521413828
Position 6715: 0.3915367376402082
Position 3395: 0.09191664549408522
Position 5639: 0.07078010597197691
Position 5378: 0.0704540684349741
Position 4074: 0.06124745308007031
Position 293: 0.04449141609921615
Position 708: 0.03044034417027719
Position 5334: 0.029761382145485682
Position 3332: 0.025337634548351324
Position 4010: 0.024956028697803286
Position 361: 0.007948934682984422
Position 6249: 0.004955732592474317
Position 894: 0.004769066619263279
Position 865: 0.0032346129542139093
Position 5130: 0.002619877766249173
Position 8509: 0.0021126399771731605
Position 4374: 0.0018202410854211714
Position 3869: 0.001819195931149758
Position 2964: 0.00165026647883252
Position 547: 0.0015878251968408548
Position 914: 0.0014277651016365385
Position 500: 0.0013524538263464264
Position 195: 0.0012129678022290247
Position 4855: 0.0006638600653121789
Position 3756: 0.0006005942124147087
Position 877: 0.0005168468005526425
Position 3547: 0.0004136461540370764
Position 3573: 0.0003807220551780976
Position 299: 0.0003090123429492391
Position 367: 0.00022108548907266064
Position 2428: 0.00021114638724516473
Position 3047: 0.00019438335724665276
Position 242: 0.00014494746282595216
Position 3141: 0.00014046623976243143
Position 221: 7.256076347346678e-05
Position 338: 5.744246558569075e-05
Position 128: 5.6346109030738606e-05
Position 161: 5.048880580779243e-05
Position 268: 4.868846968537531e-05
Position 3981: 4.8259174209660166e-05
Position 167: 4.5141428466794576e-05
Position 253: 4.5122208492440176e-05
Position 212: 2.066921708960153e-05
Position 685: 1.4620864126823625e-05
Position 597: 8.468216855768e-06
Position 782: 4.838959835784181e-06
Position 641: 2.824189835648909e-06
Position 639: 2.5454106664562405e-06
Position 621: 2.2652195608992417e-06
Position 566: 1.5496157134028026e-06
Position 518: 1.202101488339354e-06
Position 515: 9.736504646825124e-07
Position 310: 7.289559211746232e-08
Position 428: 6.918564025218041e-08
Position 233: 1.3547187193191621e-08
Position 369: 7.124516499326584e-09
