Gene = Bbc3
index = 169
Annotated 5SS: [ 246 2799 4202]
Annotated 3SS: [2509 4010 7501]
SMsplice 5SS: [ 149 2799 4202]
SMsplice 3SS: [2637 4010 7501]
top_k =  100
Partition function (log Z): -5.55921322672147

Sorted 5' Splice Sites (High to Low Probability):
Position 4202: 0.9803481569031155
Position 2799: 0.9492156906872711
Position 149: 0.41123808206180956
Position 246: 0.402178571335421
Position 313: 0.1493247555013996
Position 923: 0.05461651327396361
Position 2017: 0.0403727375658403
Position 7395: 0.03871390628634837
Position 5777: 0.029099874073198903
Position 1992: 0.0290166354914298
Position 1851: 0.024602963047086493
Position 3867: 0.018686277435785624
Position 3558: 0.016941147195825575
Position 3670: 0.013825935062984011
Position 3680: 0.004623779092131099
Position 250: 0.0028374615762090504
Position 2098: 0.002372670016636002
Position 4224: 0.0020620206509348138
Position 6010: 0.0015233337543832219
Position 455: 0.0015093413855835935
Position 79: 0.0014848291194427016
Position 2627: 6.296752804668302e-05
Position 123: 7.101843667550244e-06
Position 341: 8.65388028540879e-07
Position 114: 5.735834696578993e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 4010: 0.8227835421622494
Position 2637: 0.5958566946978842
Position 7501: 0.40529111350758135
Position 2509: 0.3448955090156654
Position 6814: 0.2797699979086541
Position 6981: 0.0811535391060162
Position 7349: 0.06842226071068819
Position 4034: 0.06429145803412471
Position 4085: 0.05192853200395537
Position 6899: 0.05018019019678056
Position 1966: 0.04708878967305323
Position 5486: 0.04192602123653997
Position 3415: 0.030556470287983653
Position 6155: 0.02705248330509483
Position 1719: 0.02160888286911784
Position 4132: 0.021427047024966728
Position 829: 0.02083900458941532
Position 4129: 0.019802850619617743
Position 1664: 0.017537572159757472
Position 3775: 0.0125862731896923
Position 4694: 0.010581326899516253
Position 7584: 0.008977529489602428
Position 6862: 0.008721930319927414
Position 2477: 0.008475499922021231
Position 5713: 0.008390898661485067
Position 1818: 0.0066067091726490414
Position 7751: 0.006386272894920674
Position 3743: 0.006381144402884856
Position 3588: 0.0062406555073645864
Position 5836: 0.006038459209089094
Position 6078: 0.005743222197746792
Position 6120: 0.005655291650470649
Position 7923: 0.00466467121025228
Position 5077: 0.004592692125044905
Position 8288: 0.004432664938358459
Position 7720: 0.004425147415136728
Position 6923: 0.004079064942060635
Position 6266: 0.0038180828225027066
Position 5652: 0.0036841374768376524
Position 7136: 0.003541326272572842
Position 1595: 0.003523052246414979
Position 5727: 0.0031453402868498056
Position 5880: 0.0028521623670936754
Position 7166: 0.0027754911159335763
Position 3883: 0.002225307436424018
Position 8576: 0.0018407366081085463
Position 6939: 0.0015766876662250376
Position 4473: 0.0013695032527677405
Position 271: 0.0011924012116139688
Position 4744: 0.0011862073347291128
Position 3846: 0.0011213744246717913
Position 5363: 0.0010085739290525068
Position 5016: 0.0008362600171806818
Position 4294: 0.0007376114231226133
Position 4874: 0.0007224603893951805
Position 870: 0.0007104322437502663
Position 4534: 0.0006524619830441798
Position 229: 0.0002759627252911137
Position 2890: 0.00024795449039010997
Position 454: 0.00018029429892640122
Position 2464: 3.124974520271436e-05
Position 2390: 1.9704834544333175e-05
