Gene = Cth
index = 304
Annotated 5SS: [  212  4123  5061  6652 11478 14195 16179 17758 18895 19933 27886]
Annotated 3SS: [ 4040  4964  6541 11345 14136 16100 17604 18772 19879 27746 30249]
SMsplice 5SS: [  212  4123  5061  6652 11478 16179 17758 18895 21358 27886]
SMsplice 3SS: [ 4040  4964  6541 11345 16100 17604 18772 21276 27746 28287]
top_k =  100
Partition function (log Z): -4.097859691203342

Sorted 5' Splice Sites (High to Low Probability):
Position 6652: 0.9999999999999962
Position 18895: 0.9978547739323851
Position 11478: 0.9862279229380977
Position 4123: 0.9794840784098815
Position 21358: 0.9387972455487501
Position 212: 0.9372192386241801
Position 5061: 0.8396226721965909
Position 16179: 0.8228886780371214
Position 17758: 0.5583253549387805
Position 19933: 0.5535547426156834
Position 14195: 0.48262046162225536
Position 3818: 0.4576200446496108
Position 2981: 0.2258354361368803
Position 17736: 0.14183524377604662
Position 295: 0.10317690371861213
Position 4407: 0.08910068120424233
Position 3829: 0.07638398107234069
Position 15034: 0.07570213726470054
Position 5626: 0.06853058426263339
Position 1200: 0.06633772234659568
Position 3390: 0.054893544558739696
Position 2186: 0.05316796159031022
Position 17745: 0.04660617584639332
Position 3434: 0.026087808541359826
Position 17970: 0.020581575279988624
Position 2370: 0.0130748403190033
Position 13087: 0.010459560385139479
Position 2005: 0.0071826857950401
Position 2014: 0.007124500374707777
Position 3645: 0.0053162623567071235
Position 634: 0.004482334421787007
Position 736: 0.004383370521061049
Position 659: 0.0041485610537285176
Position 523: 0.0038409503430855345
Position 587: 0.0017082454432103095
Position 1239: 0.0016686781399610523
Position 370: 0.0014363838602290192
Position 116: 1.804386387500415e-05
Position 155: 1.1974015386594049e-05
Position 9: 2.334642336238808e-06
Position 84: 2.1859278385957137e-06
Position 169: 1.4874449767889862e-06
Position 152: 1.3059313934415232e-06
Position 205: 1.2939841669826344e-06
Position 147: 4.151852653809447e-07
Position 241: 1.2591811374383894e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 18772: 0.9999999999999964
Position 4040: 0.9977276497498648
Position 11345: 0.9862279229380977
Position 6541: 0.920851998290589
Position 16100: 0.8228886780371213
Position 17604: 0.7467667745612203
Position 4964: 0.7310806521664899
Position 21276: 0.6533088802092943
Position 28287: 0.48995256992172576
Position 3690: 0.45134681554200784
Position 21232: 0.30826804392237395
Position 19879: 0.3016544412551417
Position 13932: 0.24998587784649376
Position 14136: 0.2326345837757617
Position 2836: 0.15577739344690752
Position 27148: 0.14380952687834556
Position 19815: 0.10659019469331041
Position 26346: 0.09553205285796962
Position 19787: 0.09544435404653806
Position 3150: 0.08098135310009953
Position 6601: 0.07914800170940707
Position 15006: 0.0757021372647006
Position 4349: 0.07085710986425853
Position 1069: 0.06723411195098092
Position 4839: 0.06533812374920489
Position 3727: 0.06346936860288308
Position 19831: 0.06277609570888368
Position 2889: 0.04862290600056602
Position 2097: 0.04567003463657919
Position 23376: 0.04459634244637674
Position 279: 0.04377080426669003
Position 5505: 0.0416074399709847
Position 24360: 0.03928363935032856
Position 5024: 0.03077706380973118
Position 23288: 0.028848870275943437
Position 23089: 0.028559288714288394
Position 22657: 0.02429581417813577
Position 22036: 0.024236422332317556
Position 17883: 0.02058157527998861
Position 5485: 0.020523337095932084
Position 3710: 0.01918784157706039
Position 1918: 0.016716173894479467
Position 2819: 0.015618111896750437
Position 543: 0.014489193290939817
Position 22819: 0.0137453723199318
Position 5021: 0.012426832471165012
Position 12899: 0.010459560385139465
Position 2251: 0.007989645253390373
Position 20036: 0.00760712150617778
Position 5558: 0.0063998071957165475
Position 23052: 0.00593734627338845
Position 2860: 0.005817024792656394
Position 3581: 0.0053162623567071235
Position 2222: 0.00478016429659095
Position 20100: 0.00434738956072215
Position 19484: 0.004062438436970434
Position 19212: 0.0034191962768563185
Position 1854: 0.0026633506472456296
Position 20086: 0.002605039837944922
Position 315: 0.002040659311737267
Position 20266: 0.0013263210938548203
Position 2142: 0.0012796602880328749
Position 1128: 0.00075693141353318
Position 1885: 0.0007308387559149329
Position 1921: 0.0006059709418799229
Position 2319: 0.00011414936494803526
Position 357: 4.5991236792252914e-05
Position 633: 3.292823592068713e-05
Position 620: 2.149502811459151e-05
Position 863: 1.5357122042618635e-05
Position 705: 1.4982695981777366e-05
Position 570: 6.513237489556846e-06
Position 399: 6.504979880157952e-06
Position 548: 5.956823507097962e-06
