Gene = Lin37
index = 634
Annotated 5SS: [ 205 1764 2021 2382 2547 2789 3798 3959]
Annotated 3SS: [1687 1969 2351 2460 2621 3656 3884 4037]
SMsplice 5SS: [ 205 1764 2021 2382 2547 2789 3798 3959]
SMsplice 3SS: [1687 1969 2215 2485 2621 3656 3884 4037]
top_k =  100
Partition function (log Z): 12.467379027349752

Sorted 5' Splice Sites (High to Low Probability):
Position 3959: 0.99824086399654
Position 2547: 0.9276222499207195
Position 1764: 0.9149450894384938
Position 2789: 0.9060096998741679
Position 205: 0.8494758252190423
Position 2382: 0.7736972186539814
Position 3798: 0.7412409778731104
Position 2021: 0.715001241388102
Position 3802: 0.19162071206375358
Position 2064: 0.17974083544035813
Position 906: 0.16014774491893563
Position 3407: 0.10765908631298586
Position 180: 0.09677510440307194
Position 1270: 0.033525102890984565
Position 3781: 0.03207339935041201
Position 1797: 0.030027015189031444
Position 186: 0.020437857978602342
Position 2059: 0.01426551691136347
Position 1308: 0.01184584907225089
Position 1775: 0.008460490793679082
Position 705: 0.008362628526792166
Position 253: 0.004919365556270802
Position 437: 0.0047091598736476005
Position 3361: 0.004303560469391258
Position 2387: 0.0038701824119063773
Position 3062: 0.003740033044062228
Position 3367: 0.003587006661826264
Position 3069: 0.003494258494662571
Position 3259: 0.0027387471008886695
Position 546: 0.0019643633221406074
Position 634: 0.0014983232746929747
Position 2551: 0.0014940204628652374
Position 854: 0.001165403410783616
Position 1869: 0.0010549307602629263
Position 917: 0.0010330413706774331
Position 2905: 0.0009429105808526606
Position 3027: 0.0009362702353453228
Position 2824: 0.0006743910748425382
Position 2147: 0.0006624711360693727
Position 1839: 0.00024689389519599885
Position 4104: 0.00022985163156771357
Position 4082: 0.00013568919140315158
Position 4116: 1.3313222454987041e-05
Position 3963: 1.1782972162431142e-05
Position 620: 1.3161988128677627e-06
Position 64: 5.850860777411466e-07
Position 192: 4.4423904996835147e-07
Position 133: 1.6490570593102934e-07
Position 3965: 2.3585638753842152e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 4037: 0.9991286289969132
Position 3884: 0.9884722925816201
Position 1969: 0.9037333980745688
Position 1687: 0.8967148142215661
Position 3656: 0.8950590828453996
Position 2621: 0.8585710608015708
Position 2485: 0.45444631993491424
Position 2215: 0.4264914510324984
Position 2351: 0.3783534386972086
Position 2460: 0.33997697420241507
Position 752: 0.13954521456364097
Position 3227: 0.08473830687996221
Position 3714: 0.07823084496914758
Position 2253: 0.062113143479458455
Position 1561: 0.04393483148822505
Position 2374: 0.04085483831131049
Position 1185: 0.03330560941800556
Position 2668: 0.01844933973689132
Position 3256: 0.017591516222489913
Position 3322: 0.009194455682699228
Position 1944: 0.00914219577133346
Position 1661: 0.008248410287345092
Position 736: 0.007082055268342107
Position 1689: 0.006715196813737505
Position 2931: 0.0059585118879810295
Position 1189: 0.00538436727464943
Position 2638: 0.005256315997015566
Position 3176: 0.004992726703467144
Position 2721: 0.004808928259752035
Position 2300: 0.004403346742222546
Position 2729: 0.004309843766745707
Position 1122: 0.00422979661169723
Position 2652: 0.004006565173046121
Position 1902: 0.0024341274454563328
Position 341: 0.002289132476773831
Position 2976: 0.002212049886089094
Position 3663: 0.0015924689644797618
Position 2103: 0.0015736867423696468
Position 273: 0.0012001514351289832
Position 1948: 0.0010354581607398923
Position 3148: 0.0009611470294558933
Position 1067: 0.0008829566659539154
Position 3117: 0.0008102480270176396
Position 2323: 0.000783756349273665
Position 2190: 0.0007607903858984105
Position 697: 0.0006520466670037712
Position 1914: 0.0006488450208190316
Position 583: 0.0005253210520558143
Position 791: 0.000503995090736369
Position 1213: 0.0004871999418374217
Position 1734: 0.0003269309561202181
Position 4065: 0.0002775203114420876
Position 4172: 0.0002633834155588455
Position 1534: 0.00023361912059082082
Position 4044: 0.00019600341742247954
Position 4078: 0.0001539356989542013
Position 4191: 0.00014068533047132266
Position 1951: 6.22923522469295e-05
Position 4128: 5.174612855809215e-05
Position 766: 2.3161672735532297e-05
Position 1168: 1.838211413224137e-05
Position 412: 1.2586056497049809e-05
Position 285: 8.231422514694611e-06
Position 452: 8.116223699051699e-06
Position 810: 7.208655480814044e-06
Position 786: 7.021847599943328e-06
Position 678: 6.142253888751888e-06
Position 299: 5.6720863914218535e-06
Position 831: 3.1500553324138153e-06
