Gene = H2afz
index = 531
Annotated 5SS: [ 210  724 1147 1654]
Annotated 3SS: [ 645 1032 1523 1898]
SMsplice 5SS: [ 724 1147 1654]
SMsplice 3SS: [1070 1523 1898]
top_k =  100
Partition function (log Z): 0.06298431674441851

Sorted 5' Splice Sites (High to Low Probability):
Position 1654: 0.974646336506052
Position 1147: 0.9117585292721041
Position 724: 0.49896428229854967
Position 210: 0.47543053681822073
Position 200: 0.10804930071333155
Position 1474: 0.028091767958497316
Position 653: 0.01620022846182331
Position 117: 0.007460722655505227
Position 1563: 0.006259097135223234
Position 1157: 0.005972555046776684
Position 748: 0.005805336988508366
Position 215: 0.004774418090769935
Position 1524: 0.0033321179012169525
Position 1648: 0.0014580053123490501
Position 728: 0.0011738436354652832
Position 348: 0.0008735767415672097
Position 2022: 0.0006826856001041907
Position 154: 0.0006671785064392603
Position 387: 0.000416785221917712
Position 1412: 0.00038603557938791895
Position 1651: 0.00017558644428284783
Position 1739: 0.00016568472947723148
Position 2038: 8.346628736837254e-05
Position 168: 5.339507329874857e-05
Position 271: 4.986368669018715e-05
Position 2190: 4.8115302469290475e-05
Position 183: 1.7086161261909768e-06
Position 26: 1.4447910000925734e-06
Position 222: 1.3604363298808267e-06
Position 459: 1.3044829287402338e-06
Position 314: 1.223877122995373e-06
Position 1435: 1.190981368669121e-06
Position 1165: 9.303677524053212e-07
Position 130: 8.574392516766787e-07
Position 1131: 6.697573635155279e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 1898: 0.9873726834853616
Position 1070: 0.7949321592383906
Position 1523: 0.7354314339620777
Position 1592: 0.24089836754957722
Position 1032: 0.0897102500547763
Position 556: 0.07642624112878739
Position 645: 0.0580066598870591
Position 1411: 0.03554024142517779
Position 1867: 0.0060829659759117005
Position 817: 0.0060294237697044875
Position 1115: 0.004055620418771614
Position 1079: 0.003490516721600198
Position 855: 0.0028939132022693433
Position 1562: 0.0026227053151940353
Position 1870: 0.00125346251853891
Position 1238: 0.0009701314321481424
Position 2285: 0.0008533466844211721
Position 708: 0.0008390206474835181
Position 1720: 0.0007853140860081375
Position 1987: 0.0006402708604809283
Position 2008: 0.000624397663582551
Position 1539: 0.000599852808822408
Position 1497: 0.000540303607488396
Position 657: 0.0004628040374911356
Position 2252: 0.0003060483611624224
Position 373: 0.0002843693399421817
Position 1769: 0.0002787322629784519
Position 436: 0.00022110326291068007
Position 2418: 0.00014619139685638765
Position 1258: 0.00012725808848391932
Position 1120: 0.00011473631375411464
Position 576: 8.191606456358845e-05
Position 456: 7.61197676542121e-05
Position 1800: 6.888141521982298e-05
Position 678: 5.7077910639104585e-05
Position 1144: 4.564428438924628e-05
Position 2373: 3.4334190666354274e-05
Position 666: 3.419238436182954e-05
Position 712: 2.607319146868622e-05
Position 289: 2.3964661058927463e-05
Position 684: 2.2336113101506063e-07
Position 287: 2.0946700435068265e-07
Position 342: 1.955662306595968e-07
Position 491: 1.7158014187186948e-07
Position 380: 1.684639969264686e-07
Position 690: 1.641176033625243e-07
Position 347: 1.1185544214742252e-07
Position 417: 9.06562925153049e-08
Position 306: 7.827156487229243e-08
