Gene = Rfc1
index = 899
Annotated 5SS: [  147 16266 22713 24630 32695 33738 38272 39717 42013 44584 47781 50822
 56214 56960 58314 59981 60289 61296 61720 63293 63530 66723 69569 71428]
Annotated 3SS: [16139 22636 24506 32461 33659 38193 39625 41734 44475 47600 50716 55855
 56846 58198 59888 60150 61199 61620 63137 63411 66576 69354 71238 72523]
SMsplice 5SS: [  147 16266 22713 24630 33738 38272 39717 44584 47781 50826 56006 56960
 57571 58314 58803 59722 59981 60289 61296 61720 63293 63530 66723 69569
 71428]
SMsplice 3SS: [16139 22636 24506 33659 38193 39625 44475 47643 50716 55855 56846 57352
 58198 58663 59602 59888 60150 61199 61620 63137 63411 66576 69354 71238
 72523]
top_k =  100
Partition function (log Z): 35.510670226674506

Sorted 5' Splice Sites (High to Low Probability):
Position 57571: 1.0000000000000062
Position 22713: 1.000000000000001
Position 16266: 1.0
Position 147: 0.9999999999999929
Position 69569: 0.9982789252299761
Position 59981: 0.9964493204281969
Position 38272: 0.9956481842631386
Position 44584: 0.9935967643952992
Position 66723: 0.9913345978733346
Position 33738: 0.9863518244752704
Position 39717: 0.9843667264506347
Position 60289: 0.9804555205222406
Position 61296: 0.9782318758456792
Position 71428: 0.9446711913162965
Position 47781: 0.9127297442899447
Position 24630: 0.9102942593848476
Position 63530: 0.855301862163271
Position 63293: 0.8287983502895194
Position 61720: 0.69645688991789
Position 50826: 0.5835573727858826
Position 58314: 0.5207741012668398
Position 48165: 0.4806197349729312
Position 17660: 0.42612508809402144
Position 50822: 0.4164426272141224
Position 42013: 0.38262863541386394
Position 38892: 0.34400821909246676
Position 68322: 0.329573259014496
Position 28506: 0.30044254509216084
Position 45900: 0.28412341239040523
Position 31254: 0.28199351000793604
Position 18219: 0.2810609961927063
Position 47292: 0.20113503673367944
Position 46117: 0.19529785873910827
Position 48709: 0.19227823561778262
Position 48720: 0.15381745810199987
Position 48805: 0.1521240232301292
Position 58400: 0.14904457331287796
Position 62007: 0.1335875824819001
Position 39105: 0.1331852872634275
Position 61655: 0.1104670212738822
Position 54628: 0.09616015602748185
Position 24635: 0.0897057406151537
Position 38510: 0.08210982802128292
Position 68328: 0.07622129898886348
Position 47718: 0.0702089814041122
Position 70009: 0.06687130992878369
Position 61105: 0.05733911568004721
Position 48608: 0.04632455940906123
Position 72227: 0.04512174273816049
Position 63892: 0.044529526548319626
Position 70662: 0.04410915333874671
Position 26410: 0.04075200416089443
Position 47368: 0.038181403648788095
Position 27312: 0.03272999268693871
Position 61529: 0.023790731767624314
Position 72267: 0.022609476436476875
Position 72803: 0.016753073876841794
Position 39736: 0.015633273549369723
Position 61478: 0.01415464509323857
Position 47849: 0.012435697326864406
Position 60548: 0.011056531840488371
Position 48462: 0.010730079621514526
Position 67341: 0.010484374488971533
Position 71302: 0.010117880186556306
Position 61525: 0.009107849993195843
Position 38957: 0.007468740524587618
Position 69998: 0.007398292435222773
Position 72754: 0.007151270491975617
Position 71452: 0.006828075789386273
Position 44590: 0.006318413757366302
Position 38549: 0.0061832166240643445
Position 67181: 0.006177643422037943
Position 71504: 0.005291024071932639
Position 71354: 0.005143771143089349
Position 22891: 0.004800371469378674
Position 69804: 0.0025434539653585433
Position 70410: 0.0019971656702707156
Position 69416: 0.0017209289876491981
Position 45574: 0.001479871711668853
Position 45632: 0.0013547733820626702
Position 46211: 0.0012907390301495467
Position 59906: 0.0005383476720913639
Position 60395: 0.00013656590392664394
Position 60332: 0.00011012768817614412
Position 44641: 8.482184733752232e-05
Position 71555: 7.296964389364543e-05
Position 45182: 1.2047943755783436e-05
Position 60907: 1.0212161627880486e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 50716: 1.0000000000000053
Position 39625: 1.0000000000000044
Position 44475: 1.0000000000000038
Position 57352: 1.0000000000000036
Position 24506: 1.000000000000001
Position 16139: 1.0
Position 22636: 0.9999999999999992
Position 69354: 0.9999998542176285
Position 59888: 0.9969876681002914
Position 38193: 0.995648184263139
Position 66576: 0.9913345978733371
Position 33659: 0.9863518244752667
Position 60150: 0.9804655703133878
Position 71238: 0.9696297335643871
Position 61199: 0.9529882888473695
Position 63137: 0.9250606451530042
Position 63411: 0.7590395672997876
Position 58198: 0.6698186745797168
Position 47643: 0.6106501240146649
Position 72523: 0.5475372645503485
Position 48598: 0.5445442763589744
Position 61620: 0.5425268772772263
Position 48085: 0.46166956109135776
Position 47600: 0.38472429900625355
Position 17549: 0.3286147906438057
Position 41859: 0.32838776231042555
Position 38765: 0.3201848064099264
Position 72520: 0.31941299194511746
Position 61408: 0.3114502607686049
Position 68051: 0.29059521647640296
Position 31097: 0.2819935100079352
Position 18098: 0.2810609961927063
Position 45834: 0.27712907729699265
Position 28332: 0.27485411836715107
Position 47181: 0.23931644038246774
Position 45940: 0.19658859776925786
Position 38978: 0.13318528726342777
Position 61820: 0.12492897867353704
Position 68205: 0.11519934152695634
Position 17571: 0.09751029745021504
Position 54396: 0.0961601560274819
Position 72069: 0.08559380543619241
Position 69919: 0.06619315637214386
Position 60975: 0.05128448044576749
Position 70562: 0.04410915333874664
Position 73107: 0.041440391167368223
Position 72386: 0.03843869328117348
Position 38362: 0.03591083437271514
Position 41734: 0.03439785396249171
Position 38628: 0.03129215320712852
Position 27160: 0.030114805394219426
