Gene = Galp
index = 420
Annotated 5SS: [  263  5795 11425 14295 16825]
Annotated 3SS: [ 5709 11375 14213 16746 18953]
SMsplice 5SS: [  263  5795 11425 14295 16353 16825 17272]
SMsplice 3SS: [ 5709 11375 14213 16252 16746 16998 18953]
top_k =  100
Partition function (log Z): -7.560392825604449

Sorted 5' Splice Sites (High to Low Probability):
Position 5795: 0.9998699461304724
Position 16825: 0.8275346576254188
Position 263: 0.8188590027968541
Position 11425: 0.7955515836014044
Position 14295: 0.5623486248493046
Position 17272: 0.38566923853380036
Position 17136: 0.23124106580112153
Position 16915: 0.1587822324595701
Position 400: 0.0681268438979852
Position 450: 0.04948617942797507
Position 17061: 0.04069567005836955
Position 392: 0.027852739244273964
Position 479: 0.025086851605932447
Position 433: 0.010587436460975801
Position 17167: 0.00796487994357349
Position 2993: 4.8809343508364595e-05
Position 666: 7.590946221058226e-06
Position 2859: 7.072885471185618e-06
Position 907: 6.405226772755533e-06
Position 3456: 5.488077567364449e-06
Position 1289: 3.4002300872024956e-06
Position 1418: 3.306280170007878e-06
Position 93: 2.972244599751676e-06
Position 1334: 2.7404933294539285e-06
Position 2720: 2.320115761510529e-06
Position 485: 5.279852222713175e-07
Position 316: 1.9963934492597558e-07
Position 243: 5.114520114046137e-08
Position 109: 5.088561358248196e-08
Position 457: 3.53825080568665e-08
Position 120: 1.960545689725978e-08
Position 388: 1.6790959217800028e-08
Position 429: 1.0719815868862336e-08
Position 52: 9.25695645801543e-09
Position 460: 8.230596638121565e-09
Position 117: 5.659637340134151e-09
Position 464: 3.3983814734825736e-09
Position 8: 1.2637727996501065e-09
Position 75: 7.846578611932022e-10
Position 39: 1.5106301265825857e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 16746: 0.994925665723281
Position 18953: 0.8888168954069232
Position 5709: 0.8765793891930235
Position 11375: 0.7955515836014044
Position 16998: 0.7507181396046899
Position 14213: 0.5623486248493046
Position 5672: 0.12337151879713967
Position 18566: 0.013316248017282397
Position 17416: 0.0026102708717679504
Position 14397: 0.0010579523985938483
Position 8829: 0.00026881487566108355
Position 5860: 6.628363157864427e-05
Position 2798: 5.6565167192933676e-05
Position 584: 1.5154435647526076e-05
Position 1152: 1.1401150225656147e-05
Position 722: 8.098988092601908e-06
Position 3329: 5.48807756736443e-06
Position 6733: 5.007680462466909e-06
Position 190: 2.966577788941734e-06
Position 1237: 2.804664328109357e-06
Position 2638: 2.320115761510537e-06
Position 1660: 2.011516099059126e-06
Position 1326: 1.9004354807082007e-06
Position 1582: 5.96370571157794e-07
Position 1102: 4.423488671498329e-07
Position 1566: 3.911518290362524e-07
Position 1046: 3.697028345764353e-07
Position 645: 3.578746748796863e-07
Position 1126: 2.757404544849802e-07
Position 542: 2.261713267826866e-07
Position 896: 2.2599212278038283e-07
Position 726: 8.047735012536882e-09
