Gene = Adpgk
index = 101
Annotated 5SS: [  309  6194 11994 18791 21679 22294]
Annotated 3SS: [ 5967 11930 18669 21481 22194 23172]
SMsplice 5SS: [  309  6194 11994 18791 19261]
SMsplice 3SS: [ 5967 11930 18669 19180 22194]
top_k =  100
Partition function (log Z): -19.98729460402331

Sorted 5' Splice Sites (High to Low Probability):
Position 309: 0.993321934835641
Position 6194: 0.4908270942582843
Position 2133: 0.05209322962365422
Position 6241: 0.05082210329217502
Position 1364: 0.025841787447437446
Position 3554: 0.02436667754788667
Position 1098: 0.004333995640827049
Position 5149: 0.004028336145664253
Position 2138: 0.0025509381114429
Position 483: 0.0018568187991902607
Position 58: 0.001791667072102985
Position 66: 0.0014756064396688562
Position 609: 0.0004593941091611141
Position 427: 0.000427992557901371
Position 355: 3.8296419022798185e-06
Position 371: 2.404547937149112e-06
Position 499: 2.0333384687901207e-06
Position 387: 2.3943175818081903e-07
Position 464: 1.740390819835522e-07
Position 99: 1.5477594096180163e-07
Position 217: 5.126966472437354e-08
Position 298: 4.828739537685742e-08
Position 313: 4.3914780390422356e-08
Position 211: 3.4456762199303245e-08
Position 416: 3.194359721946172e-08
Position 124: 2.7111151076238013e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 5967: 0.4952355976412948
Position 10501: 0.17333958713946934
Position 10781: 0.12313614555259644
Position 6016: 0.11943944257926228
Position 7092: 0.10417262253952511
Position 6473: 0.09650608057444124
Position 3320: 0.09572417257740948
Position 5939: 0.0854710275595398
Position 5040: 0.062168472003472926
Position 8405: 0.03574338752803245
Position 6391: 0.03164927706469253
Position 2014: 0.02715235155483822
Position 584: 0.025483264361359996
Position 681: 0.02301688863639822
Position 4076: 0.017682707806099374
Position 7005: 0.015560166492595553
Position 3255: 0.012314454820254363
Position 4226: 0.011915678909027684
Position 2039: 0.011705347217484815
Position 1254: 0.010904378020223518
Position 1984: 0.010065815779020673
Position 638: 0.006575906563885065
Position 1206: 0.006405367227801948
Position 2011: 0.0059296039216775185
Position 608: 0.005224352276920706
Position 1225: 0.005220701858475899
Position 3552: 0.004062273900136365
Position 1210: 0.00400099093889522
Position 1173: 0.0038982329285312855
Position 759: 0.003113199190831722
Position 4170: 0.003065772869975442
Position 3167: 0.002591892987253414
Position 2480: 0.0022335001789385994
Position 2580: 0.0021641571014917225
Position 1838: 0.0021348971578584583
Position 795: 0.001878340720101414
Position 3087: 0.001743816550632888
Position 458: 0.0016703036610784595
Position 1076: 0.0013265265073443033
Position 1628: 0.0011351584452730988
Position 1012: 0.00048101234290715044
Position 661: 0.00039918854069722666
Position 970: 0.00036403500393936616
Position 897: 0.0001877094405387319
Position 560: 8.254661653864848e-06
Position 416: 4.587305597709772e-06
