Gene = Spesp1
index = 1012
Annotated 5SS: [207]
Annotated 3SS: [8644]
SMsplice 5SS: [207]
SMsplice 3SS: [9262]
top_k =  100
Partition function (log Z): -10.386168309280633

Sorted 5' Splice Sites (High to Low Probability):
Position 207: 0.9709121383310432
Position 2808: 0.2163629071466921
Position 4723: 0.16959101369779359
Position 2366: 0.038843107887351694
Position 199: 0.025861424511501082
Position 2336: 0.017373523669567827
Position 776: 0.014885240476686518
Position 3699: 0.006676224110775581
Position 634: 0.00487150499354104
Position 48: 0.004618173720727448
Position 849: 0.0006012889940242909
Position 83: 0.0005006431795927911
Position 226: 3.3596412192360915e-06
Position 164: 2.5831121643570917e-06
Position 40: 1.3836005043382477e-06
Position 16: 7.667563463890179e-07
Position 211: 5.629906802590879e-07
Position 235: 3.643356778507289e-07
Position 223: 3.184947678710342e-07
Position 216: 9.301910580015717e-08
Position 96: 2.6467518237136162e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 9262: 0.4397680530105791
Position 4485: 0.4003830888361214
Position 2657: 0.23037378288145832
Position 319: 0.06663799720949044
Position 1165: 0.04578481226516892
Position 2133: 0.03360170217774226
Position 4791: 0.030479694287858215
Position 2194: 0.028444093487275484
Position 4594: 0.027202805997909515
Position 510: 0.026401915786761578
Position 3932: 0.01892392453275712
Position 6928: 0.018659112967522783
Position 1133: 0.01754279947242721
Position 3525: 0.017359458926397835
Position 652: 0.015058350562190058
Position 2742: 0.012555847936442927
Position 4437: 0.005145758376472305
Position 364: 0.0036804421380520176
Position 4490: 0.003636435838989386
Position 3234: 0.002942123561740561
Position 2444: 0.0026319801702125722
Position 1551: 0.0024786991634115794
Position 1039: 0.0023831727466341887
Position 2400: 0.0020146600821830435
Position 1265: 0.001547991654987768
Position 151: 0.0014694824969426214
Position 406: 0.0014510596874474759
Position 1953: 0.0013896323400342454
Position 1194: 0.0013410746769411971
Position 515: 0.001222012324789556
Position 1232: 0.0011492550483710236
Position 289: 0.001146636257015246
Position 380: 0.001102366964216712
Position 1690: 0.0010345961887086924
Position 1607: 0.0010260190564885178
Position 1210: 0.0010099974088555415
Position 1745: 0.0009844741854283798
Position 468: 0.0004945089798424405
Position 128: 0.00028879643747973063
Position 663: 0.0001799565312935802
Position 164: 0.00014179612082600062
Position 583: 2.3323794840784296e-05
Position 619: 5.673222069952714e-06
Position 607: 5.520239303159188e-06
Position 105: 1.3396432742450482e-06
Position 82: 3.8924858627796876e-07
Position 90: 3.421373805022366e-08
