Gene = Dnttip2
index = 343
Annotated 5SS: [   91  2423  4497  6436  8106 10116]
Annotated 3SS: [  809  4357  6339  7940 10005 10668]
SMsplice 5SS: [   91  4497  6436  7861  8106 10116]
SMsplice 3SS: [ 4357  6339  7767  7940 10005 10668]
top_k =  100
Partition function (log Z): 7.340343636702474

Sorted 5' Splice Sites (High to Low Probability):
Position 4497: 1.0
Position 10116: 0.9960392310589641
Position 6436: 0.9816322920652648
Position 91: 0.9708860105161105
Position 8106: 0.9682612641659322
Position 7861: 0.6767823063392034
Position 5975: 0.3790593281332299
Position 7472: 0.36102590915157207
Position 2423: 0.32115971844152175
Position 1035: 0.1652519992839262
Position 1411: 0.15116597996447595
Position 2971: 0.062028514928978346
Position 8442: 0.04874672473437349
Position 10421: 0.031212060939859846
Position 9759: 0.02441447431750948
Position 8060: 0.02056820689690512
Position 10551: 0.01572508192175723
Position 9556: 0.012914823777212286
Position 6697: 0.011072116062649231
Position 189: 0.006980315222666073
Position 478: 0.006231178522915829
Position 45: 0.005759839213708409
Position 247: 0.005572461059804785
Position 8557: 0.004677491231183489
Position 1969: 0.004274869620806461
Position 700: 0.003062293866097921
Position 10135: 0.0016189219984722497
Position 10107: 0.0012236097991706887
Position 1002: 0.0011352398728117776
Position 10462: 0.001103425122180768
Position 10467: 0.0009005995038114453
Position 241: 0.0004921433051074469
Position 10764: 0.00039390331315375897
Position 107: 0.00035609038752508135
Position 179: 0.00023445638414729413
Position 219: 0.00018997366053832767
Position 524: 6.472103243780315e-05
Position 186: 4.043313448943246e-05
Position 443: 2.7938111509992537e-05
Position 295: 2.573343863079422e-05
Position 8320: 2.5086615255770468e-05
Position 336: 2.4144534724260386e-05
Position 454: 1.9884436236160816e-05
Position 286: 1.6459856329087253e-05
Position 34: 1.5923317020911926e-05

Sorted 3' Splice Sites (High to Low Probability):
Position 4357: 0.9999999999999994
Position 10005: 0.9936473725090704
Position 10668: 0.991630044213568
Position 7940: 0.980799365478084
Position 6339: 0.9792708889599095
Position 7767: 0.6174414444378067
Position 5890: 0.349854017185153
Position 2268: 0.2491988316265236
Position 7366: 0.20357830210060882
Position 809: 0.16734814689047395
Position 7403: 0.15744760705096322
Position 1197: 0.07686956779666072
Position 7641: 0.059376072256303515
Position 2271: 0.051541690092660096
Position 8340: 0.04874672473437348
Position 10316: 0.04856459901424656
Position 2812: 0.04081765638371213
Position 1290: 0.038617709392799744
Position 5933: 0.029205310948076872
Position 1305: 0.02611636455333143
Position 9638: 0.02441447431750948
Position 2666: 0.021210858545266227
Position 2089: 0.020173056597736883
Position 9381: 0.012914823777212286
Position 6544: 0.011072116062649233
Position 1170: 0.008601430487948033
Position 7860: 0.00799489522984576
Position 10410: 0.006819272448815976
Position 8441: 0.004677491231183486
Position 10030: 0.003978581610451455
Position 1623: 0.003649299921965319
Position 6104: 0.002361403105355529
Position 9900: 0.0014275216166231915
Position 10287: 0.001370609538118631
Position 1919: 0.0006255696988411392
Position 10866: 0.0004138353360213399
Position 2092: 0.0002461401246013963
Position 10680: 0.0001521758040013681
Position 10333: 8.438729090545113e-05
Position 10634: 7.948040149180759e-05
Position 10844: 4.895387405554516e-05
Position 8222: 1.543407174622798e-05
Position 8238: 9.652543509542487e-06
