Gene = Cd2bp2
index = 236
Annotated 5SS: [  72  640  978 1257 1798 1986]
Annotated 3SS: [ 538  841 1098 1358 1878 2069]
SMsplice 5SS: [  86  640  978 1257 1798 1986 2177]
SMsplice 3SS: [ 532  841 1160 1358 1878 2069 2917]
top_k =  100
Partition function (log Z): 3.9060971300806413

Sorted 5' Splice Sites (High to Low Probability):
Position 978: 0.9803923901071979
Position 1986: 0.9398319494041322
Position 1798: 0.9275533410790351
Position 2177: 0.8717899739396257
Position 1257: 0.7148079533597712
Position 640: 0.6596501719240326
Position 86: 0.5372259953880295
Position 1299: 0.23616147222754258
Position 214: 0.12802178274181752
Position 72: 0.08972141395332484
Position 2464: 0.05315504083881422
Position 226: 0.04564181133730838
Position 262: 0.03321950283545922
Position 2366: 0.02907086224695934
Position 155: 0.021046246817009465
Position 4122: 0.011733764295501216
Position 1259: 0.011232246490548579
Position 235: 0.010599887803445254
Position 732: 0.009520520772327368
Position 199: 0.006015834428458929
Position 248: 0.005688952550053842
Position 166: 0.00412922723322532
Position 1426: 0.0034023199301870177
Position 608: 0.002077344075353887
Position 1040: 0.0020376052050165945
Position 1033: 0.001857479096394164
Position 1601: 0.0008953782160718716
Position 1636: 0.0008687593238726884
Position 1099: 0.0006784735888622866
Position 1293: 0.0005447407967948687
Position 1661: 0.0004953210318681819
Position 2259: 0.0004355101421871017
Position 1359: 0.00020900770917657438
Position 1478: 0.00019997412331509268
Position 1328: 8.183582564496634e-05
Position 867: 6.318710477805225e-05
Position 996: 6.189288157879103e-05
Position 2076: 2.3219034428193906e-06
Position 1395: 4.664416047316877e-10
Position 1681: 3.2313766081945966e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 2069: 0.9970327588458541
Position 841: 0.9096686042311923
Position 1160: 0.7601753442733344
Position 1358: 0.7596470596974818
Position 1878: 0.5021744602955106
Position 2917: 0.40875279042346246
Position 532: 0.3936594456779317
Position 1884: 0.23827530081466408
Position 2592: 0.23769383725274215
Position 1880: 0.18297549885304532
Position 1098: 0.17891637826844103
Position 1700: 0.08084397261672974
Position 538: 0.07959128901399663
Position 3092: 0.05719862854375505
Position 2369: 0.055368458219127115
Position 1646: 0.047086722969547114
Position 4191: 0.046094164018576994
Position 1580: 0.0370590820367792
Position 3996: 0.03145472784762754
Position 863: 0.03097415613699291
Position 866: 0.03003634665222607
Position 321: 0.028990675726944366
Position 372: 0.02560380867995984
Position 2617: 0.02471052880884135
Position 2550: 0.021217552481559387
Position 2305: 0.01825036057593243
Position 1510: 0.018116621945170726
Position 2501: 0.01789144945346484
Position 4321: 0.014163577379556008
Position 3668: 0.012713902102093572
Position 588: 0.012348931604465117
Position 1068: 0.01204404002686187
Position 1123: 0.011388112403740606
Position 2698: 0.011300291841658403
Position 453: 0.007156383042940461
Position 776: 0.00691045454093979
Position 1972: 0.00649843438891187
Position 2346: 0.004502647602242484
Position 1394: 0.003242597623611009
Position 555: 0.0029322262828472066
Position 544: 0.002835366744970397
Position 2259: 0.0022023124890231402
Position 890: 0.0021980477074717676
Position 2285: 0.0017709285228197694
Position 639: 0.0014092401977082315
Position 3940: 0.0008677766044495348
Position 909: 0.0008314649387897665
Position 1214: 0.0008046141579870956
Position 804: 0.0007716364458559506
Position 408: 0.000498632969747776
Position 1103: 0.0003872408679763365
Position 603: 0.0003001933946428788
Position 2327: 0.0002965618436457659
Position 636: 0.0002531559299102001
Position 2117: 2.0485563762257124e-05
Position 2138: 1.102560294673313e-05
Position 340: 1.1863352780734137e-06
