Gene = Ctr9
index = 305
Annotated 5SS: [  231  1362  4980  5515  6427  9584 11712 13973 14312 14556 14792 15069
 16515 17489 17653 17961 20430 20705 21555 22130 22646 23509 24528 24976]
Annotated 3SS: [ 1262  4739  5396  6336  9434 11603 13864 14074 14465 14662 14884 16425
 17302 17564 17811 20312 20558 21482 21993 22498 23350 24430 24862 26407]
SMsplice 5SS: [  231  1362  1669  4980  6427 11712 13973 14312 14556 14792 15069 16515
 17489 17653 17961 20705 21269 21555 22130 22646 23509 24976]
SMsplice 3SS: [ 1262  1541  4739  6336 11603 13864 14074 14465 14662 14884 16425 17302
 17564 17811 20558 21166 21482 21993 22498 23350 24862 26407]
top_k =  100
Partition function (log Z): 29.406765617287622

Sorted 5' Splice Sites (High to Low Probability):
Position 11712: 0.999999999999986
Position 22646: 0.9999487698558706
Position 21555: 0.9982176268300755
Position 14556: 0.990510667540241
Position 1362: 0.9826665488756529
Position 17653: 0.9785833491178157
Position 14792: 0.9742771927893721
Position 13973: 0.9688817229295204
Position 22130: 0.9646388846155342
Position 6427: 0.9608823139604009
Position 23509: 0.9084947172094889
Position 24976: 0.8948479565004147
Position 17961: 0.8936241617703382
Position 20705: 0.8896487005001316
Position 16515: 0.8780533904109574
Position 15069: 0.824062961310421
Position 4980: 0.7719693563303142
Position 14312: 0.7703118617916274
Position 21269: 0.6357687436979067
Position 17489: 0.6074704060747067
Position 231: 0.5796750639436915
Position 9584: 0.4523024944344605
Position 1669: 0.2883786428469913
Position 1600: 0.28060378180901946
Position 1651: 0.24762437122445935
Position 23952: 0.17749139256331967
Position 20430: 0.1402008260732152
Position 102: 0.1252145939131922
Position 157: 0.09450770780549551
Position 107: 0.07680147716129485
Position 2716: 0.07343268774793224
Position 25743: 0.06592002103043312
Position 5515: 0.06350881084578999
Position 3167: 0.05259274296770708
Position 116: 0.05024935812610606
Position 22902: 0.04893380486343986
Position 14181: 0.043406158335168005
Position 21313: 0.040945054354978846
Position 1157: 0.038584345189311677
Position 1627: 0.034942291074668445
Position 25172: 0.028702247837558387
Position 15277: 0.026988375147190078
Position 445: 0.022947100371264465
Position 17633: 0.021416650882175564
Position 456: 0.019796737117935052
Position 25007: 0.01682149392248679
Position 1595: 0.013946792242178636
Position 14330: 0.013446076086961795
Position 2820: 0.012569387253615569
Position 694: 0.012452091150560712
Position 1001: 0.010561236928799247
Position 17367: 0.010328564287612939
Position 1845: 0.01031288356151595
Position 764: 0.00814618578013688
Position 25020: 0.006132723966884761
Position 97: 0.0055770992264543365
Position 14364: 0.00556469691272147
Position 95: 0.005354712924597945
Position 1366: 0.005078946587556688
Position 15325: 0.0049990829732218115
Position 482: 0.003970339976092363
Position 23079: 0.0025206114113999847
Position 26531: 0.0024375132281088097
Position 443: 0.0024160947138837435
Position 242: 0.0019865377200793104
Position 235: 0.0012954791064265397
Position 16522: 0.0012100544437451623
Position 983: 0.0011142336314610268
Position 23478: 0.000974782296237643
Position 21576: 0.0009475100231022372
Position 389: 0.0007766572322988823
Position 75: 0.0005833762699545303
Position 188: 0.000567452762125601
Position 1423: 0.0004875864862926738
Position 22629: 3.597080760109479e-05
