Gene = Lins1
index = 636
Annotated 5SS: [  130  6413 18660 18850 19542 20853 22151]
Annotated 3SS: [ 6281 18145 18744 19399 20264 21978 23906]
SMsplice 5SS: [  130  6413 18567 18835 19542 22151]
SMsplice 3SS: [ 6281 18479 18744 19399 22046 23906]
top_k =  100
Partition function (log Z): -16.30391481448743

Sorted 5' Splice Sites (High to Low Probability):
Position 130: 0.9998118748597834
Position 6413: 0.9429593049037551
Position 9588: 0.06984399830658018
Position 2964: 0.006350840831868973
Position 2211: 0.004448596225679567
Position 6350: 0.0026450867608428987
Position 6560: 0.0015364455338834732
Position 3966: 0.001500688323166191
Position 3157: 0.0008584338051642115
Position 3107: 0.0004884364848000214
Position 1346: 0.00034544334732308676
Position 2313: 0.00026645519110324046
Position 1505: 0.00023290126619351196
Position 172: 0.00018349012962291726
Position 308: 2.946762872847545e-06
Position 146: 8.295437697776909e-07
Position 1022: 7.87524436215846e-07
Position 252: 4.9064087442116126e-08
Position 290: 2.2115434544709623e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 6281: 0.9466913202118317
Position 13142: 0.27477696518794836
Position 16301: 0.25944379485989766
Position 6837: 0.18445784990106107
Position 11476: 0.12451101742253153
Position 9470: 0.049971052403382336
Position 9524: 0.03773382194273382
Position 11183: 0.023633390976865665
Position 10148: 0.017752257444872334
Position 3869: 0.017197769677146126
Position 10860: 0.01538473747993322
Position 9995: 0.013858848363314325
Position 6612: 0.0051530711985350915
Position 7012: 0.005103067509508399
Position 8206: 0.004621299210660769
Position 7385: 0.004609883465340825
Position 2869: 0.00439403298870013
Position 2038: 0.003931305206124798
Position 1021: 0.003245470337193123
Position 6608: 0.0032122210788659753
Position 8378: 0.0030214897212920244
Position 6483: 0.0029858406629913103
Position 4550: 0.0029824170518284684
Position 7407: 0.002726715579659468
Position 8118: 0.0024526313770187667
Position 7213: 0.0020074434729599956
Position 2831: 0.0019799419890591794
Position 6656: 0.0017455365787079338
Position 1941: 0.0016942209878613509
Position 1202: 0.0011575522745889452
Position 2370: 0.0011342590662797893
Position 6627: 0.0010594815723237987
Position 1902: 0.0010559864503571575
Position 5533: 0.0008761623859316364
Position 6032: 0.0006852552467039619
Position 4126: 0.0006209857443482972
Position 3074: 0.0006089452189353877
Position 1416: 0.00048437086925005646
Position 3009: 0.00043596706820249166
Position 1066: 0.0003782202880039167
Position 2724: 0.0003015711565677444
Position 1290: 0.00026261310070957954
Position 2244: 0.0002353543560094614
Position 1109: 0.00019928634739646865
Position 1333: 0.00015909560172248013
Position 3026: 0.0001117881308485026
Position 2290: 9.045355259480858e-05
Position 1497: 8.580710291157634e-05
Position 1312: 7.296616899042916e-05
Position 491: 5.847952891070118e-05
Position 2115: 4.316238912058011e-05
Position 595: 4.130861187091647e-05
Position 206: 3.8144459957022325e-05
