Gene = Aspdh
index = 145
Annotated 5SS: [ 145  844 1165 1423 1715 1943]
Annotated 3SS: [ 698 1079 1272 1493 1787 2251]
SMsplice 5SS: [ 145  844 1165 1423]
SMsplice 3SS: [ 698 1079 1272 2251]
top_k =  100
Partition function (log Z): -1.1563467324408767

Sorted 5' Splice Sites (High to Low Probability):
Position 1423: 0.9308095756934462
Position 844: 0.8567049870930717
Position 145: 0.6753894441362056
Position 1165: 0.5567511606090949
Position 1185: 0.3823131125659966
Position 1715: 0.23222730038232497
Position 117: 0.22519053371878858
Position 986: 0.08016397742161493
Position 149: 0.06447527432308223
Position 1943: 0.06117720118141957
Position 1599: 0.0466793752317939
Position 91: 0.01722100133826404
Position 1455: 0.01235860914623497
Position 126: 0.008244318654642754
Position 365: 0.004492375771321545
Position 1844: 0.003852806547191642
Position 64: 0.002893506016150112
Position 1564: 0.0017152716937569466
Position 1728: 0.001122464693510485
Position 24: 0.0010271458577837604
Position 607: 0.00025385230128232894
Position 592: 0.00019069466656094458
Position 319: 0.00012584847738531313
Position 1273: 3.267995713150685e-05
Position 105: 2.072656042759529e-06
Position 123: 1.4852073121068933e-06
Position 166: 2.0547613583191576e-07
Position 71: 3.631066341694534e-08
Position 337: 1.5604166927827107e-08
Position 452: 5.9977964919511445e-09
Position 454: 4.419297559585974e-09
Position 456: 4.234348944420003e-09
Position 277: 3.864473675156141e-09
Position 14: 2.2710610220946093e-09
Position 3: 1.0141699237221848e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 1079: 0.9210888018803982
Position 1272: 0.8067298054284545
Position 2251: 0.6849473497646545
Position 698: 0.6634337786672999
Position 1493: 0.3516050056655238
Position 1787: 0.1710880899369264
Position 730: 0.09049806657094148
Position 1288: 0.07212519623107608
Position 814: 0.06120640144086797
Position 681: 0.04030211462783152
Position 2041: 0.031081952241366242
Position 980: 0.02880136760766113
Position 535: 0.028143282139692954
Position 2232: 0.02610265122632946
Position 2113: 0.02607051825939657
Position 1309: 0.025314886260555027
Position 1302: 0.018673299365754327
Position 703: 0.0184107658517705
Position 606: 0.013470575808225808
Position 2094: 0.012522554038753344
Position 1871: 0.012244914046391612
Position 1366: 0.008109510736838682
Position 645: 0.007560740460467542
Position 1921: 0.0066630574152279146
Position 1050: 0.005122501408386652
Position 984: 0.004010009758494797
Position 1714: 0.003563830094622428
Position 1647: 0.003024052684860705
Position 1669: 0.0028918573368370898
Position 791: 0.002545036492311009
Position 1541: 0.0024213903851068126
Position 1185: 0.0020483397343598643
Position 1495: 0.0017904251050160952
Position 1581: 0.0016661597197126492
Position 843: 0.001534369862786123
Position 1314: 0.0014694825554259188
Position 230: 0.0014571498875473538
Position 1099: 0.0013888299932810517
Position 198: 0.0011395595888813812
Position 737: 0.0006948964988459529
Position 1335: 0.0006491628088175998
Position 928: 0.00043790949550843826
Position 1223: 0.00039150230608651015
Position 1015: 0.00026200470091054757
Position 1102: 0.0002483214684593083
Position 1029: 0.00024567275756750715
Position 336: 0.00011168385313321923
Position 1843: 8.173020641215381e-05
Position 238: 2.52102539453224e-05
Position 243: 2.976854055065742e-07
Position 301: 1.7352553314673513e-07
Position 305: 1.0869286493938822e-07
