Gene = Spg21
index = 1014
Annotated 5SS: [  208  4404  7990 12772 15039 19541 21022 23636]
Annotated 3SS: [ 4316  7827 12690 14892 19431 20913 23494 25885]
SMsplice 5SS: [  208  1924  4404  7990 12772 19541 21022 23636]
SMsplice 3SS: [ 1728  4316  7827 12690 19431 20913 23494 26330]
top_k =  100
Partition function (log Z): -5.276159310758898

Sorted 5' Splice Sites (High to Low Probability):
Position 7990: 0.9999954594123416
Position 19541: 0.9986049030750717
Position 208: 0.9959518092584538
Position 21022: 0.929754283599485
Position 4404: 0.9297504077956893
Position 12772: 0.8823240310968918
Position 23636: 0.6809607402078228
Position 1924: 0.5022183000528927
Position 1958: 0.1907190094088818
Position 22386: 0.1366391538400299
Position 6931: 0.09926345196619152
Position 15561: 0.07108823928606493
Position 5287: 0.05145937084961661
Position 1962: 0.037307603645619344
Position 5127: 0.033358245108689816
Position 4871: 0.02258536685178211
Position 1903: 0.021214756984837303
Position 21361: 0.015290885918230844
Position 1064: 0.009517678636955995
Position 248: 0.004019125610266635
Position 4450: 0.0014945222619104507
Position 1436: 0.0010029804294994997
Position 874: 0.0009768563482586594
Position 987: 0.0008581281888243485
Position 859: 0.000651162288773755
Position 4454: 0.0005118668583537471
Position 1337: 0.00046240310228547925
Position 920: 0.0003603780999029074
Position 4408: 0.0003138710895447844
Position 241: 8.886666727947948e-06
Position 365: 8.794695481535024e-06
Position 356: 4.217481269907473e-06
Position 266: 3.6185631229467823e-06
Position 237: 3.112246885404724e-06
Position 254: 2.0654703696813764e-07
Position 262: 1.2043894568602394e-07
Position 405: 7.751810004002421e-08
Position 631: 3.097370955958757e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 7827: 0.9999989013172093
Position 19431: 0.999482251367997
Position 20913: 0.929754283599485
Position 4316: 0.9193598705927741
Position 12690: 0.8823240310968918
Position 23494: 0.8640476663090997
Position 1728: 0.7014973579517697
Position 26330: 0.19594227526115346
Position 25885: 0.17144845172637047
Position 22260: 0.1366391538400299
Position 24212: 0.1190508777185743
Position 6782: 0.09926345196619152
Position 4970: 0.08066102490308408
Position 25158: 0.07887129031482563
Position 23784: 0.07592587552460399
Position 15351: 0.07146982583083375
Position 23342: 0.044206366485672055
Position 26269: 0.039721969662294555
Position 21113: 0.03402138920415125
Position 21147: 0.03228373307285478
Position 21875: 0.01757737468808641
Position 1682: 0.01681770172445014
Position 1843: 0.014312992412566125
Position 4179: 0.012710797412724014
Position 1595: 0.009458476623036212
Position 21353: 0.009333762616658222
Position 4678: 0.009127195001801038
Position 4798: 0.009076933714513907
Position 21286: 0.007596581661799907
Position 1799: 0.00705529947013217
Position 754: 0.006004431194718508
Position 4759: 0.004381238135467177
Position 5196: 0.0041576123457799305
Position 709: 0.0029722314347026537
Position 21685: 0.0024233380343231825
Position 21583: 0.0024055769206571716
Position 1869: 0.0023178874360291423
Position 905: 0.002018659427230792
Position 778: 0.0008313778587255531
Position 1236: 0.0006519565898721043
Position 986: 0.00043721026393169534
Position 1311: 0.0004162728981995999
Position 1264: 0.00022222274844856658
Position 1284: 0.00017493129526470805
Position 842: 0.0001003252498867874
Position 12929: 8.740977018490187e-05
Position 9969: 2.4467736129679607e-05
Position 9118: 1.172437777343279e-05
Position 8214: 4.018788226292075e-06
Position 10429: 4.000827261026894e-06
