Gene = Thyn1
index = 1080
Annotated 5SS: [ 337 4059 5495 5930 6728 7232]
Annotated 3SS: [3876 5425 5836 6631 7080 7437]
SMsplice 5SS: [  46  369 4059 5495 5930 6728 7232]
SMsplice 3SS: [ 230 3876 5425 5836 6631 7080 7437]
top_k =  100
Partition function (log Z): 4.711038756672908

Sorted 5' Splice Sites (High to Low Probability):
Position 6728: 0.9641945393021034
Position 5495: 0.9428271570130019
Position 5930: 0.9156184892050517
Position 369: 0.6589276669724259
Position 7232: 0.6151820300968032
Position 4059: 0.4913471724824521
Position 46: 0.4668923850076586
Position 4045: 0.46565357689718756
Position 337: 0.34106229218987266
Position 108: 0.20534508390428896
Position 69: 0.14990275967667935
Position 65: 0.09162105987800227
Position 5088: 0.06376905098843917
Position 6515: 0.025210823851573593
Position 4326: 0.02462300159663706
Position 4089: 0.01614344699206922
Position 5537: 0.014289165049690451
Position 617: 0.01202291294444032
Position 1457: 0.009656826734657271
Position 3075: 0.008830075378636143
Position 2309: 0.008376771759686633
Position 4793: 0.006164248013033922
Position 1753: 0.006080936453310636
Position 1709: 0.005474211763397338
Position 4098: 0.00536039190876459
Position 3118: 0.004628829810855534
Position 1784: 0.00448575375254744
Position 6028: 0.004442401133886321
Position 4579: 0.004304796959686731
Position 2357: 0.004273693711181239
Position 2231: 0.0030014001256102015
Position 3077: 0.002713312309754272
Position 1740: 0.0025709315729096666
Position 6032: 0.0025295141258164606
Position 6786: 0.001460847268641905
Position 6400: 0.001324275216469988
Position 62: 0.0012522472749748176
Position 100: 0.0006021574976479811
Position 43: 0.0005021383869523619
Position 197: 0.0003963640967182284
Position 160: 6.774653548081485e-05
Position 25: 3.674255392424391e-05
Position 37: 1.889032898561749e-05
Position 50: 1.2011110583861828e-05
Position 386: 5.877538364612987e-06
Position 378: 3.171543591444854e-06
Position 266: 4.486526976113004e-07
Position 381: 3.107165325990512e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 6631: 0.9896290551849336
Position 3876: 0.9757350398913828
Position 5425: 0.8950245038707859
Position 5836: 0.8941038619275287
Position 230: 0.8721368536380004
Position 7080: 0.6847796558489719
Position 7437: 0.5140846032453578
Position 7320: 0.15166516041762645
Position 7346: 0.05730813000365875
Position 5365: 0.04571545284219774
Position 7203: 0.044988510497947255
Position 7034: 0.04045577201309713
Position 270: 0.035233749035838154
Position 7363: 0.029336189714058363
Position 5798: 0.02913036793517469
Position 5025: 0.02437520948457068
Position 4965: 0.023270824959536106
Position 7440: 0.022608618146570354
Position 1581: 0.017589942324522982
Position 5430: 0.015890111284718355
Position 2124: 0.01565186559647807
Position 6392: 0.013847843806488284
Position 4256: 0.013211173392286186
Position 2936: 0.011374965491679326
Position 6289: 0.011225581551170776
Position 473: 0.011076550292078362
Position 7110: 0.011000195647857171
Position 4877: 0.010111492726360534
Position 1372: 0.009656826734657271
Position 7128: 0.008818098633730407
Position 7131: 0.008712689780591185
Position 4480: 0.00871137154626998
Position 4154: 0.0066270344091464446
Position 4948: 0.006011523817971842
Position 185: 0.005562494118671555
Position 2982: 0.004797252007566622
Position 6853: 0.004669814996996151
Position 7459: 0.0041196905502842475
Position 276: 0.0035765027605262033
Position 4127: 0.00335306014142188
Position 3839: 0.0027695483890901058
Position 4515: 0.001757673426450673
Position 6395: 0.001685589059852518
Position 7150: 0.00166964121695606
Position 7092: 0.0015546251109489664
Position 4282: 0.0014317336537825504
Position 5853: 0.0011770557694072497
Position 1697: 0.0010218912176420969
Position 488: 0.000946362652361962
Position 6699: 0.0006417591936281102
Position 5224: 0.00048625406499078704
Position 7181: 0.0004781643232993019
Position 6915: 0.00047463898187168947
Position 6640: 0.00047249538462797625
Position 6664: 0.00043520727564280406
Position 5892: 0.00041412487206170744
Position 7205: 0.0003453571830962814
Position 237: 8.517684415369981e-05
Position 7218: 8.120347303992749e-05
Position 286: 4.9317460949386166e-05
Position 6893: 3.9697257831028727e-05
Position 5628: 9.183120043549603e-06
Position 240: 2.2729110060572605e-06
Position 191: 1.8667594869120796e-06
Position 336: 7.871550818787314e-07
Position 6440: 3.38075995409903e-07
Position 290: 1.766974115319041e-07
Position 155: 5.242782431313807e-08
Position 313: 4.661754314200025e-08
Position 317: 3.413656544092742e-08
Position 361: 2.330232624018395e-08
