Gene = Tpp1
index = 1135
Annotated 5SS: [  65  254  646 2056 2376 2699 3011 3353 3654 4577 4849 5293]
Annotated 3SS: [ 181  505 1904 2247 2522 2811 3163 3583 4455 4689 5166 5462]
SMsplice 5SS: [  65  254 2056 2699 3654 5463]
SMsplice 3SS: [ 181 1904 2559 3583 5258 5881]
top_k =  100
Partition function (log Z): 4.675121650532852

Sorted 5' Splice Sites (High to Low Probability):
Position 3654: 0.9718991822308343
Position 2056: 0.9708185140075666
Position 65: 0.9087625882045841
Position 2699: 0.8819050420970642
Position 254: 0.8630393477813304
Position 4849: 0.7136356176473475
Position 3353: 0.523513997624374
Position 5293: 0.4384204702651739
Position 4614: 0.4343646948430808
Position 5463: 0.4293316566292803
Position 4577: 0.3929582830903989
Position 2376: 0.22120702243315304
Position 276: 0.12065557573748412
Position 6014: 0.10624499761747211
Position 2582: 0.09081753573393074
Position 78: 0.08331068710922329
Position 728: 0.029809785732527218
Position 646: 0.029614713257718823
Position 609: 0.029057406128850386
Position 4192: 0.02443685573904424
Position 2323: 0.023316183735215188
Position 3011: 0.018100002753540543
Position 1447: 0.017454210023119737
Position 3244: 0.0168404692925597
Position 7148: 0.015954776543670786
Position 2473: 0.011431143005833594
Position 2414: 0.0065848855349154925
Position 2157: 0.0039923144294590944
Position 1610: 0.003265723547512341
Position 87: 0.003111956995880651
Position 711: 0.0029811478932094226
Position 2063: 0.0025309147018339278
Position 3758: 0.0003397266470984481
Position 2015: 0.0002650568451894835
Position 248: 0.0001295180810030065
Position 267: 6.12076058079447e-05
Position 258: 4.290895805736867e-05
Position 378: 2.143357035703163e-05
Position 331: 2.0416166500373638e-05
Position 8: 1.725453012005398e-05
Position 426: 1.2599676110001833e-05
Position 342: 6.660910201575285e-06
Position 282: 5.039338722009706e-06
Position 299: 1.4518106292301775e-06
Position 121: 9.938535451097893e-08
Position 124: 2.088909990449928e-09
Position 144: 9.67946681453981e-13
Position 133: 2.0421906540221563e-14
Position 172: 7.74438719783295e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 181: 0.9679748530594497
Position 3583: 0.9404755097442203
Position 1904: 0.9219286406642654
Position 2559: 0.47755329252373957
Position 5258: 0.47193071456236163
Position 4455: 0.46615019785643963
Position 5166: 0.4266851787320833
Position 2522: 0.3838307417501756
Position 3212: 0.38247527012440397
Position 4689: 0.32257571036801275
Position 5881: 0.3148474681342215
Position 2247: 0.308859386845666
Position 4511: 0.2319762166811479
Position 4721: 0.2090560254843326
Position 7055: 0.18289760815472586
Position 6381: 0.18047638827607299
Position 5737: 0.14182340916127614
Position 6615: 0.1382965907186238
Position 4472: 0.12544342329657235
Position 4742: 0.12513072548242865
Position 3163: 0.10886031537244673
Position 505: 0.08141930526714093
Position 4576: 0.06062629641189321
Position 3087: 0.04481992121593738
Position 7378: 0.03724533439666745
Position 5550: 0.03217006787941243
Position 2581: 0.02996578044778841
Position 1978: 0.02770448401469793
Position 4103: 0.02704482468130844
Position 5462: 0.025938271123031827
Position 5715: 0.02432563591003494
Position 2811: 0.022196150497237208
Position 2570: 0.020244278135674212
Position 2251: 0.014766501624638132
Position 1841: 0.01383561941609673
Position 3352: 0.012831700189481971
Position 5683: 0.010598659806835182
Position 1365: 0.010232172556111314
Position 3526: 0.008675256655540961
Position 189: 0.008524008663006009
Position 1988: 0.00570663012876037
Position 3620: 0.005219826885387087
Position 581: 0.005216360698834713
Position 3446: 0.00500661376347934
Position 1387: 0.003971385317581974
Position 516: 0.003278096948013506
Position 1796: 0.0032137495854626017
Position 1847: 0.0027817339261567283
Position 1288: 0.0019731180226441308
Position 127: 0.0018465533914057601
Position 412: 0.0015492900983166999
Position 1820: 0.001356391128579638
Position 1226: 0.0011556827570387064
Position 1319: 0.0010697027461640876
Position 1763: 0.0008716054424980761
Position 133: 0.0008078224693557639
Position 1198: 0.0007803082933456152
Position 1483: 0.0007713195573599467
Position 1543: 0.0007662443203863026
Position 2080: 0.00020794567753153125
Position 5024: 0.00010860525798600019
Position 2886: 5.462121949804959e-05
Position 2873: 4.8191240950699714e-05
Position 130: 4.4067289708884124e-05
Position 2350: 3.509724598344811e-05
Position 3653: 3.0001639822632938e-05
Position 2341: 3.415675748146593e-06
Position 2294: 3.3182906986325837e-06
Position 291: 1.1556302930367503e-06
Position 142: 2.79498022448918e-07
Position 245: 4.867073979431711e-09
Position 236: 3.0829577977154103e-09
