Gene = Rbis
index = 886
Annotated 5SS: [  76 1745 4109]
Annotated 3SS: [1627 3991 4876]
SMsplice 5SS: [  76 1745 4109]
SMsplice 3SS: [1627 3991 4876]
top_k =  100
Partition function (log Z): -6.6141798042188045

Sorted 5' Splice Sites (High to Low Probability):
Position 76: 0.963876788222724
Position 1745: 0.9031698530699083
Position 4109: 0.8141304640587097
Position 4451: 0.08150441433979673
Position 1197: 0.039320474466279086
Position 269: 0.027456849342986266
Position 2370: 0.018841349181415248
Position 3141: 0.013046951905288512
Position 3148: 0.00950092883013428
Position 3570: 0.008262556882814416
Position 1866: 0.006736591483512376
Position 514: 0.006449653903264407
Position 4761: 0.0063526089970547955
Position 3555: 0.006295315639795935
Position 4301: 0.004894625973511995
Position 110: 0.0046395280915045994
Position 971: 0.004117369244827328
Position 66: 0.00403716326022504
Position 551: 0.003558752113696596
Position 374: 0.002017164238338362
Position 453: 0.0016397063442890121
Position 1180: 0.0013058806712150678
Position 669: 0.001170976226921246
Position 665: 0.0009557071274147153
Position 230: 0.000787407732024499
Position 92: 0.0006071678577023851
Position 448: 0.00052097920892314
Position 48: 5.735335793847493e-06
Position 117: 4.011300371933583e-06
Position 140: 1.2866022434661899e-06
Position 20: 3.9005024844792984e-07
Position 209: 3.7016136673479346e-07
Position 22: 2.9352596684884495e-07
Position 42: 2.2229375868296633e-07
Position 33: 7.759840132379657e-08
Position 175: 6.5720722002146855e-09
Position 191: 5.710032379187395e-09
Position 137: 4.19777316816362e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 1627: 0.9149968157254111
Position 3991: 0.852446713237266
Position 4876: 0.500154567510106
Position 4760: 0.1343330483416506
Position 4383: 0.12438312025830367
Position 4425: 0.044323506110964354
Position 2136: 0.03891022642634096
Position 2901: 0.029304011540101853
Position 4640: 0.02737268204819852
Position 3458: 0.0264728448827363
Position 4237: 0.02432921709811476
Position 4209: 0.024007917587706942
Position 1084: 0.02328013954558206
Position 4556: 0.022476383990403668
Position 191: 0.02088525443349501
Position 4386: 0.019546049160545288
Position 3962: 0.01685856453739266
Position 3745: 0.012056993134247056
Position 4879: 0.010258422461565588
Position 2675: 0.007962142848330321
Position 1052: 0.00615235135959671
Position 4685: 0.005398697070401482
Position 4288: 0.0050257915841938235
Position 1122: 0.003951777898951368
Position 1011: 0.0036173528146306467
Position 323: 0.0035157544918505085
Position 4250: 0.0034340937656975085
Position 4450: 0.003125978040686353
Position 3015: 0.0027557289330247658
Position 4839: 0.002284421082926544
Position 4728: 0.002209020707042232
Position 2183: 0.0016665361249451022
Position 4970: 0.0015706923532613974
Position 2661: 0.0015128406892691213
Position 1819: 0.001499413780353874
Position 1596: 0.0014166889125583023
Position 2222: 0.0011468599547859691
Position 2616: 0.0011430250239586315
Position 3813: 0.0011400049224352784
Position 374: 0.0011265314954532653
Position 2289: 0.0011186974647138177
Position 846: 0.0010631189100631872
Position 1865: 0.0009810628005742558
Position 1599: 0.0009545840311113718
Position 2216: 0.0009480405427212815
Position 1822: 0.0005621322054422976
Position 4099: 0.0004171443591921721
Position 1089: 0.0003284462430749228
Position 868: 0.0003159533909643579
Position 168: 0.00021250747820101415
Position 497: 0.00019651814802341697
Position 1682: 4.989960149288548e-05
Position 1547: 8.32282874306643e-06
Position 1424: 5.727559068512303e-07
Position 1517: 4.4911759352834193e-07
