Gene = Bccip
index = 173
Annotated 5SS: [ 196 4930 5647 7618 8454 9946]
Annotated 3SS: [ 4854  5565  7527  8265  9770 11373]
SMsplice 5SS: [ 196 4930 5647 7618 9946]
SMsplice 3SS: [ 4854  5565  7527  9770 11373]
top_k =  100
Partition function (log Z): 1.7639581829995796

Sorted 5' Splice Sites (High to Low Probability):
Position 196: 0.9999913700891031
Position 5647: 0.9644664766506608
Position 7618: 0.9120439048782581
Position 9946: 0.6927514306018046
Position 4930: 0.5586236010148149
Position 8454: 0.3820462323265466
Position 3370: 0.2174041824847554
Position 4997: 0.1495207772069479
Position 6745: 0.06250695196205279
Position 7658: 0.043349967612815815
Position 8529: 0.019550162020569598
Position 5748: 0.017681438511061107
Position 5651: 0.01620364541591939
Position 5160: 0.012148545651335387
Position 6157: 0.010297811421062474
Position 8118: 0.009936486717521426
Position 6107: 0.009235013034751464
Position 5846: 0.007895231040988469
Position 5134: 0.006969700418274032
Position 2316: 0.006889070918211197
Position 1995: 0.005699044125029956
Position 4813: 0.005045355536488254
Position 8324: 0.004400729755280133
Position 8097: 0.003625376589115783
Position 2153: 0.003006846776867139
Position 2279: 0.002313814368665354
Position 605: 0.0020990690705199673
Position 3615: 0.0015732970948011816
Position 2354: 0.0012668592194068904
Position 7879: 0.0009272151192770762
Position 8025: 0.0008604576819486176
Position 210: 5.814521926887091e-06
Position 243: 1.918204809864631e-06
Position 124: 3.2198664987117747e-07
Position 232: 2.9644122536074283e-07
Position 175: 1.3080199692625493e-07
Position 187: 7.94368557323131e-08
Position 155: 6.851743259406352e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 5565: 0.9998847601074361
Position 9770: 0.7309855671466517
Position 11373: 0.6417968504229995
Position 7527: 0.5896971666705242
Position 4854: 0.5408047332231303
Position 8265: 0.42885522563450273
Position 3333: 0.1990324791885526
Position 7487: 0.18454841710986647
Position 7420: 0.17238050828919646
Position 4717: 0.13361607399632908
Position 10366: 0.11109326028940113
Position 8424: 0.07039732919774147
Position 4891: 0.038672672097594236
Position 11435: 0.03509039109426662
Position 6548: 0.028575360055783317
Position 10342: 0.02569039836578794
Position 9618: 0.019731423780115925
Position 7783: 0.014996601478572222
Position 6603: 0.012970252658307334
Position 5044: 0.012340603299061706
Position 7975: 0.01145809775272695
Position 6486: 0.01115217298318395
Position 7534: 0.010437860175166132
Position 6615: 0.009066551840613418
Position 1957: 0.00853974942418305
Position 5995: 0.008352968300397372
Position 3063: 0.008340715450450219
Position 3337: 0.007372930736673438
Position 7728: 0.006805991382855643
Position 4996: 0.00677764277054772
Position 5954: 0.006481014182901665
Position 2200: 0.005650848696865141
Position 8709: 0.00484338022881076
Position 8840: 0.004318967479910478
Position 3084: 0.004231354203880287
Position 2179: 0.0037896949093866278
Position 5737: 0.0036180743404208553
Position 7807: 0.0032959172494692246
Position 5974: 0.0031002909775880356
Position 8002: 0.0018055802872546443
Position 5725: 0.0016254501225083577
Position 6028: 0.0015985509949268705
Position 437: 0.0014964942155377078
Position 8652: 0.001263029267314984
Position 2223: 0.0010292009000316712
Position 5760: 0.0010032671557030238
Position 6695: 0.0007426144241647898
Position 541: 0.0005599956821026581
Position 5578: 0.000107249109116156
Position 4641: 9.625444119743157e-05
Position 1962: 9.008057886638048e-05
Position 1841: 4.25543117705131e-05
Position 1889: 3.350658707714876e-05
Position 342: 2.3398725286897983e-05
Position 372: 1.918044759270133e-05
Position 5456: 7.034419935102313e-06
Position 5619: 9.563635114482451e-07
