Gene = Ankrd50
index = 124
Annotated 5SS: [  174  2154 21945]
Annotated 3SS: [  859 21714 32338]
SMsplice 5SS: [  174  4661 16612 21945 30804]
SMsplice 3SS: [ 4492 16472 21714 30668 32338]
top_k =  100
Partition function (log Z): -24.294510312873197

Sorted 5' Splice Sites (High to Low Probability):
Position 174: 0.9945880405772465
Position 4661: 0.15568222572185764
Position 985: 0.11613515092620226
Position 793: 0.07164136953069145
Position 763: 0.06466969365049365
Position 1159: 0.045852085170392395
Position 724: 0.03368695781997516
Position 973: 0.03199402486194681
Position 914: 0.01196476042874741
Position 606: 0.011588853820480357
Position 944: 0.0110935222278522
Position 755: 0.010806435760274388
Position 1577: 0.009799534252191537
Position 571: 0.007095815660716892
Position 645: 0.005800533759510436
Position 3010: 0.004384636469764659
Position 1040: 0.004364002606668341
Position 453: 0.0014628679862582318
Position 94: 0.001207383319840147
Position 767: 0.0005116622698223851
Position 598: 0.0003683877281377752
Position 610: 0.0003582969315403462
Position 620: 0.0002207056440520574
Position 233: 0.00018078193418514816
Position 488: 0.0001490024991061981
Position 665: 9.028817245319986e-05
Position 134: 1.6923103809273623e-05
Position 807: 1.6651964831654218e-05
Position 210: 1.1854347388539195e-05
Position 392: 1.5714801193218248e-06
Position 341: 1.1849560774815106e-06
Position 154: 1.1567291399752697e-06
Position 51: 5.4378350846658524e-08
Position 408: 5.638697813761606e-10
Position 337: 5.062020080860141e-10
Position 324: 2.2012293939719924e-10
Position 18: 2.123819560473168e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 1276: 0.4861917516321831
Position 859: 0.3225784505367781
Position 6006: 0.14446936745445238
Position 4492: 0.13564098717896572
Position 486: 0.11166264942966929
Position 645: 0.10571540459396787
Position 3101: 0.08431082103997192
Position 4369: 0.04632055922251366
Position 7677: 0.037909161712987575
Position 5309: 0.025921887512586898
Position 4965: 0.021941654153923858
Position 1026: 0.015810852846559312
Position 1191: 0.014073099336484854
Position 1097: 0.009991453107032186
Position 2374: 0.007019987352370948
Position 1239: 0.005175825664512846
Position 2873: 0.004384636469764659
Position 689: 0.0037017303305695156
Position 1044: 0.0035581303384163722
Position 2721: 0.003523157851524858
Position 889: 0.002466035987778949
Position 584: 0.0008044292103159388
Position 649: 0.0006526299409865367
Position 609: 0.000479485252591547
Position 452: 0.0003878165712367003
Position 559: 0.0002722530222996478
Position 345: 0.00025617678456167604
Position 317: 0.00013185098425222498
Position 264: 0.00012062437935554126
Position 697: 0.00010474600985717072
Position 700: 6.537616252711333e-05
Position 752: 5.239597167050463e-05
Position 432: 5.1030150033910356e-05
