Gene = Akt1s1
index = 108
Annotated 5SS: [ 125 3736 4634 4885]
Annotated 3SS: [3346 4555 4714 5367]
SMsplice 5SS: [ 125  783 3736 4634 4885]
SMsplice 3SS: [ 385 3346 4555 4753 5973]
top_k =  100
Partition function (log Z): 3.353822879582823

Sorted 5' Splice Sites (High to Low Probability):
Position 4885: 0.9997282434416179
Position 4634: 0.9960233210148901
Position 783: 0.9101319386010936
Position 3736: 0.8639155161555957
Position 125: 0.8238764350705123
Position 466: 0.4231579095116245
Position 507: 0.14335421274180274
Position 137: 0.13241343158600924
Position 3016: 0.1226321865378234
Position 1948: 0.06257938574455078
Position 5171: 0.03260179067581734
Position 1382: 0.02679197010625238
Position 3438: 0.02068039347546427
Position 1735: 0.013717054588902152
Position 3721: 0.013398436406908937
Position 1073: 0.012274775033797408
Position 1211: 0.00971361252703822
Position 1502: 0.007977014759728005
Position 1077: 0.005537707766079474
Position 183: 0.005458155800532977
Position 6085: 0.004580531310086853
Position 175: 0.004214044000703168
Position 4678: 0.002565882139627997
Position 93: 0.0005418272851882665
Position 1032: 0.00010173009155582869
Position 801: 8.764383601373488e-05
Position 312: 3.705242287211636e-05
Position 187: 3.2739438398873105e-05
Position 48: 2.2074693771682222e-05
Position 222: 6.408402422307072e-06
Position 310: 2.63225557405566e-06
Position 228: 2.553648511381986e-06
Position 37: 2.033921690198129e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 4555: 0.9447616185793364
Position 3346: 0.8979943460379693
Position 385: 0.721403992876666
Position 4753: 0.4530451734700363
Position 5973: 0.39048206131949453
Position 654: 0.2581828006389459
Position 701: 0.192467373742057
Position 4764: 0.13228279477700305
Position 662: 0.12103474594631794
Position 5649: 0.11901759751428154
Position 4714: 0.11439081779607488
Position 5691: 0.11403365188642643
Position 5058: 0.09888422759955702
Position 5672: 0.09326419468412772
Position 4777: 0.08650247969530653
Position 2797: 0.08112186229493618
Position 4794: 0.07877039044275412
Position 5932: 0.07809371695692667
Position 4825: 0.07042011952216314
Position 4791: 0.06332532279058455
Position 1795: 0.0625793857445508
Position 724: 0.05932972361027904
Position 5367: 0.048161102797480836
Position 1149: 0.04224794844846329
Position 4537: 0.038624528784939806
Position 5240: 0.03353212932891827
Position 553: 0.031056966232602606
Position 2923: 0.024393981863006627
Position 4969: 0.022643877824615966
Position 636: 0.021404114383013546
Position 5243: 0.01863156966006517
Position 2803: 0.01711634237988058
Position 890: 0.015758598631841158
Position 1633: 0.013717054588902152
Position 6055: 0.010919658505035793
Position 629: 0.009794229637872773
Position 556: 0.008182832214815874
Position 741: 0.007653069929676905
Position 4461: 0.007617068121283642
Position 721: 0.007010713945969773
Position 4400: 0.005130834294042682
Position 5164: 0.004938002598887079
Position 6191: 0.0045805313100868526
Position 4590: 0.0026835623607078625
Position 1401: 0.0022346489445553112
Position 977: 0.0016980443349182287
Position 427: 0.0015366136176020117
Position 305: 0.001326180300335254
Position 318: 0.0007795989587058397
Position 204: 0.0005773222368684135
Position 562: 0.000566417485244114
Position 4734: 0.00043559343070102233
Position 424: 0.0003326717295566834
Position 4839: 0.00025782336323004615
Position 351: 0.00020964436070713738
Position 363: 0.00016401543228399503
Position 938: 0.00015793398400078932
Position 367: 0.000143382477483671
Position 982: 0.00012677408582910371
Position 895: 0.00011553881192918045
Position 4845: 6.931916797207554e-05
Position 530: 6.922216761897368e-05
Position 222: 5.956705530538121e-05
Position 395: 5.0731599568917524e-05
Position 903: 3.144766072377971e-05
Position 940: 2.587538219047339e-05
Position 483: 2.734107948622157e-06
Position 235: 8.526207134803415e-07
Position 330: 6.41389620789489e-07
Position 237: 6.018834319761567e-07
Position 273: 3.3263550446328614e-07
