Gene = Ric3
index = 901
Annotated 5SS: [  169 25549 26588 28967 35381]
Annotated 3SS: [25321 26514 28872 35234 44447]
SMsplice 5SS: [  169 16920 25549 26588 28967 35381]
SMsplice 3SS: [16879 25321 26514 28872 35237 44447]
top_k =  100
Partition function (log Z): -31.23377469118645

Sorted 5' Splice Sites (High to Low Probability):
Position 169: 0.9924028061429586
Position 2157: 0.3924791292919553
Position 2371: 0.32471227911353656
Position 766: 0.2065000730306243
Position 1601: 0.15079278261117351
Position 1202: 0.1098414878932673
Position 2380: 0.030578001570447474
Position 35: 0.010169822671222378
Position 1286: 0.008158576756722866
Position 1029: 0.003305052602171232
Position 582: 0.0023556469319060357
Position 985: 0.002257694081609642
Position 60: 0.0005068894926982524
Position 285: 0.00033912180556011276
Position 281: 0.0002544484937850872
Position 510: 0.00015140850794456768
Position 757: 8.817650497742904e-05
Position 13: 5.168953226962393e-05
Position 240: 4.684165425631421e-05
Position 779: 2.991166593979485e-05
Position 50: 6.955368780757019e-06
Position 27: 2.0651356944772624e-06
Position 7: 9.027247166871168e-07
Position 206: 5.101273468072228e-07
Position 329: 3.4023185551206114e-07
Position 69: 1.8511193352389876e-07
Position 90: 6.5997987656987985e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 2261: 0.5709762703969656
Position 4179: 0.4026104619162711
Position 690: 0.15356923069489142
Position 2113: 0.1348451429850058
Position 1507: 0.12355191583678532
Position 3903: 0.12016071469979564
Position 2027: 0.08483661822232706
Position 844: 0.07884731383085594
Position 2081: 0.07604276510908752
Position 5536: 0.07232325073764875
Position 3558: 0.0643579316918229
Position 2054: 0.05690825942154885
Position 2006: 0.05582277115226457
Position 4700: 0.05389507258212966
Position 614: 0.05124077692516426
Position 1112: 0.03774667106884135
Position 1424: 0.01997112571752403
Position 1141: 0.019638421374916462
Position 3588: 0.011393462643392771
Position 656: 0.009590515796590992
Position 1115: 0.008251252173905606
Position 437: 0.005738807512241064
Position 1392: 0.005108020922107686
Position 1939: 0.004673164880787369
Position 119: 0.003805720568730733
Position 2534: 0.002417595698859038
Position 1314: 0.0021617201347562866
Position 388: 0.0017602688266627668
Position 917: 0.0010066321428727405
Position 491: 0.0006069764521843339
Position 140: 0.0005183812443093676
Position 640: 0.0002405123633577688
Position 1009: 0.00012391103447499752
Position 971: 0.00011940112999678279
Position 757: 5.237054888564175e-05
Position 585: 3.1871332950737686e-05
Position 316: 2.9734422753079183e-05
Position 587: 2.1031056488882872e-05
Position 581: 1.825760332667394e-05
Position 370: 1.287090652070212e-05
Position 149: 4.1554254551873465e-06
Position 439: 1.4564696878931715e-06
