Gene = Sycn
index = 1050
Annotated 5SS: [420]
Annotated 3SS: [1188]
SMsplice 5SS: [212 420]
SMsplice 3SS: [ 312 1188]
top_k =  100
Partition function (log Z): -7.253818981875613

Sorted 5' Splice Sites (High to Low Probability):
Position 420: 0.6601265357284065
Position 212: 0.6584839720366598
Position 131: 0.28030912854640117
Position 308: 0.023744732474259667
Position 135: 0.002680521873913818
Position 723: 0.002327789759139099
Position 1014: 0.001336323977854811
Position 877: 0.0009703098501285484
Position 158: 0.0006184830930282375
Position 117: 0.00014862586246856485
Position 195: 0.0001247160692611402
Position 97: 8.583749412476748e-05
Position 202: 3.045445580305434e-05
Position 265: 5.268456216856556e-06
Position 12: 1.889985033781191e-06
Position 503: 1.7344963120523873e-06
Position 390: 1.4054139840907677e-06
Position 77: 2.4958391252782783e-07
Position 64: 1.8289578299275965e-07
Position 198: 9.370671390934758e-08
Position 36: 8.950164935220268e-08
Position 193: 5.516651582646388e-08
Position 27: 5.044275063759542e-08
Position 19: 3.8390770777758135e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 312: 0.6010224182902469
Position 1188: 0.5360094437653732
Position 606: 0.1568685790349594
Position 268: 0.06916143535008581
Position 678: 0.04618073250995644
Position 918: 0.0402908015376652
Position 979: 0.037530555417387264
Position 948: 0.03532839527452449
Position 211: 0.015261635797217761
Position 969: 0.014542162736809392
Position 772: 0.01418964544107133
Position 639: 0.012286597779038223
Position 1123: 0.009838253466612934
Position 1222: 0.006962071286582018
Position 1046: 0.004506783894106229
Position 361: 0.0031170305186455785
Position 559: 0.0029650460954521113
Position 518: 0.00296246836564686
Position 1245: 0.002915717124172793
Position 276: 0.0023992933272942536
Position 1090: 0.0023855207862580265
Position 1291: 0.002360208555522906
Position 321: 0.002045507185485117
Position 815: 0.0018732594050445295
Position 614: 0.0014252693743535291
Position 1006: 0.001259224959474382
Position 625: 0.0010826112990634015
Position 808: 0.001079265933659793
Position 420: 0.0008777855286875963
Position 1307: 0.0007768645518122924
Position 330: 0.0006561340034339371
Position 1207: 0.0005049672821068233
Position 207: 0.00020606446731700088
Position 285: 6.116054810452297e-05
Position 363: 4.430208550875342e-05
Position 385: 1.5914122624971406e-05
Position 373: 3.465565099449989e-06
Position 106: 1.8965946871768836e-06
