Gene = Nrgn
index = 766
Annotated 5SS: [ 368 6957 7205]
Annotated 3SS: [6729 7186 7572]
SMsplice 5SS: [ 368 6817]
SMsplice 3SS: [6729 7572]
top_k =  100
Partition function (log Z): -5.23584192440379

Sorted 5' Splice Sites (High to Low Probability):
Position 368: 0.9945909545480985
Position 6957: 0.7529865333730829
Position 7479: 0.08684227807455375
Position 5725: 0.08658212474166548
Position 1426: 0.06611627519190172
Position 3523: 0.04609851058359336
Position 936: 0.03015202520462628
Position 5318: 0.02936042637718656
Position 5515: 0.0291180415428697
Position 3062: 0.02847150858685828
Position 6233: 0.027297344791845365
Position 4299: 0.020304574207026874
Position 5622: 0.018811721443325977
Position 2932: 0.01299565208634804
Position 1309: 0.011826416845880405
Position 2679: 0.008887724662162668
Position 1430: 0.007300462184008973
Position 3734: 0.005789994210229661
Position 429: 0.005409045451901455
Position 49: 0.0027793674490341797
Position 10: 0.002188842772575874
Position 170: 0.0019231907475995688
Position 37: 0.0018142805555868523
Position 249: 0.0017277326236553284
Position 33: 0.0011062158850660944
Position 41: 0.0005480244492079529
Position 1051: 0.0002625621641120598
Position 227: 0.00020422383056679385
Position 134: 0.00019257846921131206
Position 14: 0.00015539741953785746
Position 929: 7.491038772950806e-05
Position 185: 7.152137300508047e-05
Position 97: 4.647757456374336e-05
Position 1072: 2.9054560071287565e-05
Position 1038: 2.6900225864453043e-05
Position 136: 2.6539029788344894e-05
Position 872: 2.6253154076641803e-05
Position 946: 2.5428328936806613e-05
Position 1014: 2.4687954882740077e-05
Position 81: 2.3134838144462138e-05
Position 850: 1.9687543832849088e-05
Position 109: 8.50133051079593e-06
Position 94: 4.45576781114688e-06
Position 35: 4.060195298488254e-06
Position 257: 2.8281931293118004e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 6729: 0.9509940385447646
Position 7572: 0.3269664402871649
Position 7888: 0.2424491885253449
Position 5503: 0.10820724280350559
Position 7322: 0.0742443671110449
Position 1142: 0.06217798672157993
Position 7867: 0.05591318006307587
Position 7284: 0.0469798084147167
Position 2872: 0.03934809780979381
Position 6121: 0.03170319991163447
Position 7306: 0.03094167110768111
Position 3365: 0.03035165511032038
Position 5220: 0.02936042637718656
Position 5419: 0.029118041542869753
Position 7339: 0.02592623092637482
Position 7609: 0.023116354683291457
Position 3498: 0.02263402816586368
Position 792: 0.020262532444688758
Position 7578: 0.019605248243157524
Position 1329: 0.017594209300607927
Position 4236: 0.01309143841036867
Position 928: 0.010523394412448709
Position 2421: 0.009481195950462755
Position 8240: 0.00825354415443079
Position 130: 0.008082766908601262
Position 3264: 0.007973057947090809
Position 4036: 0.007785871276159583
Position 6412: 0.006934257097224619
Position 2822: 0.006463433444790946
Position 318: 0.004719481283324755
Position 1208: 0.004343240059875856
Position 1180: 0.0027095053558116255
Position 775: 0.0016819681991039755
Position 2734: 0.0010544807824437274
Position 3599: 0.0004407570356861853
Position 1489: 0.000282654786198392
Position 2771: 0.00027470762188545856
Position 1486: 0.00015935145634476434
Position 2481: 2.8373942811558422e-05
Position 621: 1.502361736362843e-05
Position 860: 1.169363230160302e-05
Position 267: 1.1568096619897511e-05
Position 821: 8.526434822056585e-06
Position 683: 8.501669260624832e-06
Position 634: 6.794967254070849e-06
Position 286: 4.909624742217757e-06
Position 559: 2.2248229623518197e-06
Position 155: 2.017304123797442e-06
Position 894: 1.7115162845807989e-06
Position 600: 1.4417386169095082e-06
Position 222: 1.1007664400100902e-06
Position 162: 1.0352051479912077e-06
Position 257: 8.587426540871319e-07
Position 330: 8.346614411436942e-07
