Gene = Msantd1
index = 717
Annotated 5SS: [  16 2828 6592]
Annotated 3SS: [2562 6315 8235]
SMsplice 5SS: [  16 2828 6592]
SMsplice 3SS: [2562 6315 8235]
top_k =  100
Partition function (log Z): -2.033257642574939

Sorted 5' Splice Sites (High to Low Probability):
Position 2828: 0.99668747039948
Position 6592: 0.8393468259380708
Position 16: 0.707667910684939
Position 6782: 0.2267062864283392
Position 2511: 0.21589088009492302
Position 202: 0.13645863840357594
Position 6797: 0.11435673006892617
Position 5873: 0.1113181162410796
Position 1208: 0.1078506447984804
Position 8079: 0.08528520183322388
Position 5533: 0.08469643622716408
Position 252: 0.08027765203747289
Position 852: 0.07547337527006118
Position 3598: 0.07422691321420664
Position 3691: 0.0724588261785932
Position 6823: 0.07047825029988962
Position 3410: 0.062682476170441
Position 62: 0.037496172178739524
Position 4655: 0.02260445586985066
Position 3378: 0.017055994453966862
Position 139: 0.01678819149134957
Position 1191: 0.003044899179002341
Position 8369: 0.0008149772884233284
Position 4495: 0.0006355188491909724
Position 229: 0.00010094117667131879
Position 161: 8.77449047310571e-07
Position 50: 8.069245277401992e-08
Position 93: 3.089357193568544e-08
Position 103: 2.2265568319391475e-08
Position 10: 6.386225031272124e-09
Position 8: 4.743067147338942e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 8235: 0.9850336456177163
Position 6315: 0.840811610170628
Position 2615: 0.5683760326580856
Position 6667: 0.42393346919765346
Position 2562: 0.42224950095283775
Position 3499: 0.12619183193801653
Position 5680: 0.1113181162410796
Position 2438: 0.08569257493837813
Position 7916: 0.08528520183322388
Position 2412: 0.07929908931054268
Position 3338: 0.06781651176109006
Position 5349: 0.06771083082008292
Position 744: 0.06721487611056105
Position 2327: 0.04132661333942011
Position 1014: 0.03264448426507758
Position 1049: 0.025500660197083046
Position 4595: 0.022756253625976663
Position 1083: 0.02056392745358763
Position 3513: 0.02002196978949096
Position 5402: 0.017061378062215214
Position 2350: 0.015579202037260629
Position 975: 0.012452418305671358
Position 3214: 0.00672528346281613
Position 3160: 0.003772607034190422
Position 1190: 0.003373947603659412
Position 228: 0.001298564625862861
Position 135: 0.0010721470428540643
Position 113: 0.0008271912451131556
Position 8452: 0.0008149772884233263
Position 3163: 0.0008134867938395432
Position 4371: 0.0007564605711784535
Position 2976: 0.0006105815724716901
Position 5023: 0.000514283731118126
Position 3618: 0.0004497936311880716
Position 8287: 0.0002240284898262333
Position 549: 6.344108680690665e-05
Position 2444: 5.5337257878509354e-05
Position 801: 5.31800688738059e-05
Position 3582: 4.468742914107843e-05
Position 750: 2.5443720199636494e-05
Position 769: 2.5007251810853795e-05
Position 495: 2.2703911739797785e-05
Position 655: 2.1454761321553548e-05
