Gene = Ostc
index = 785
Annotated 5SS: [ 208 3495 6129]
Annotated 3SS: [ 3400  5930 12965]
SMsplice 5SS: [ 208 3495 6129]
SMsplice 3SS: [ 3400  5930 13343]
top_k =  100
Partition function (log Z): -8.682867627173907

Sorted 5' Splice Sites (High to Low Probability):
Position 3495: 0.9937971991066488
Position 6129: 0.9816962625648658
Position 208: 0.7229347031939933
Position 5770: 0.09668603045152666
Position 177: 0.08890541418717218
Position 183: 0.07248303455943601
Position 231: 0.04011580207704887
Position 7208: 0.032557667226350534
Position 167: 0.023320676659762677
Position 778: 0.014025770635193396
Position 5805: 0.011151084165907588
Position 165: 0.011060217642908373
Position 5638: 0.009531603342510846
Position 284: 0.008857455212857928
Position 1612: 0.008536500900419996
Position 4901: 0.006627289145388857
Position 24: 0.006457824437329054
Position 3581: 0.005009301321504521
Position 837: 0.004232709951766341
Position 451: 0.003956362170988856
Position 628: 0.0032086570536200335
Position 141: 0.003202173507013862
Position 7896: 0.0030277475950162263
Position 1688: 0.0026533386314578685
Position 2323: 0.0026362530911621215
Position 2663: 0.002217510262264385
Position 6314: 0.001087886356185736
Position 489: 1.1748987232083794e-05

Sorted 3' Splice Sites (High to Low Probability):
Position 3400: 0.9982063516137859
Position 5930: 0.8772533067057159
Position 13343: 0.504132882023372
Position 6047: 0.07446922038701252
Position 12965: 0.06327111752985376
Position 8125: 0.05281046402247788
Position 6280: 0.04807349309272711
Position 12117: 0.04633754681241799
Position 5603: 0.04499849237663354
Position 6430: 0.0440714095855947
Position 5995: 0.03965336291389606
Position 5667: 0.03778903767075478
Position 7734: 0.03687812932686359
Position 7057: 0.025832908394853596
Position 11897: 0.023143109071443232
Position 7703: 0.022350904530487336
Position 7482: 0.015641353583538263
Position 7197: 0.015383861104864461
Position 8519: 0.014797784370968979
Position 11359: 0.014558093940735605
Position 5711: 0.014291140028371044
Position 10753: 0.013479046493524268
Position 5560: 0.011729530749554053
Position 10010: 0.011702594985276666
Position 9745: 0.0085892290518534
Position 10440: 0.00801363684061252
Position 6930: 0.007661335753563647
Position 5524: 0.00743949539484983
Position 4761: 0.005639034403537658
Position 6601: 0.005597006683676792
Position 9726: 0.005373860415619956
Position 9448: 0.005305244629840792
Position 9407: 0.0052153192887180125
Position 7521: 0.005169660030638286
Position 1412: 0.004574359149231581
Position 1562: 0.004534082184651151
Position 6798: 0.0033720007711201083
Position 7355: 0.002797129415704056
Position 581: 0.002772550276325113
Position 8015: 0.0027725493044796126
Position 6545: 0.0026278559673686653
Position 4736: 0.0024877493824243743
Position 7290: 0.0022687847030668255
Position 6212: 0.00223823480201245
Position 5302: 0.001908056094858612
Position 1608: 0.0016417070191400845
Position 2236: 0.001582471171789712
Position 2590: 0.0014100129991565429
Position 6915: 0.0010545636656273706
Position 2183: 0.00105378191937241
Position 6838: 0.0010115431999965314
Position 3434: 0.0010000338629572634
Position 6894: 0.000954621551194112
Position 2479: 0.0008074972631078422
Position 6528: 0.0007760435962745947
Position 4168: 0.0006659641193010765
Position 1310: 0.00043969117885505623
Position 3729: 0.00035501158168475794
Position 6252: 2.2965450201947473e-05
