Gene = Proser3
index = 857
Annotated 5SS: [   65  1515  2666  3232  5970  6148  8582  8786 11352 12354 12524]
Annotated 3SS: [ 1437  2568  3063  5844  6046  8498  8657 11175 11434 12441 12693]
SMsplice 5SS: [   65  2666  3232  8582  8786 11352 11879 12524]
SMsplice 3SS: [ 2568  3063  8498  8657 11175 11746 12441 12689]
top_k =  100
Partition function (log Z): 2.659318931812477

Sorted 5' Splice Sites (High to Low Probability):
Position 8786: 1.0000000000000013
Position 2666: 0.9948496497131661
Position 8582: 0.9347570293372869
Position 11352: 0.877894645537929
Position 65: 0.8287700919280988
Position 3232: 0.6235959313165742
Position 12524: 0.5815023635528187
Position 5970: 0.48491446763899343
Position 11879: 0.40819637496166217
Position 11900: 0.30471899175546485
Position 6148: 0.19329144380000546
Position 70: 0.12903837327427578
Position 3708: 0.12495246056710815
Position 12354: 0.119269086371731
Position 1515: 0.08451227180045488
Position 40: 0.041675205618712165
Position 11305: 0.035710239346136145
Position 276: 0.030223020190651317
Position 11630: 0.026135749143492017
Position 665: 0.024289668227746402
Position 11377: 0.02177317022710122
Position 10063: 0.007230020781974537
Position 123: 0.00036020306135822554
Position 233: 6.0606156135294664e-05
Position 134: 4.731917277596253e-06
Position 272: 3.5344311367664596e-06
Position 117: 2.0023407145999623e-06
Position 74: 1.0727892954365912e-06
Position 4: 5.270815284387185e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 8498: 0.9564048524439281
Position 2568: 0.8943871332358116
Position 8657: 0.7537029790145557
Position 11746: 0.731497616289174
Position 12689: 0.6164925674636329
Position 12441: 0.5896971866396181
Position 3063: 0.5813254645191027
Position 11175: 0.5262027322715388
Position 5844: 0.491222194889342
Position 11146: 0.39024414864864215
Position 12636: 0.2603345301365073
Position 8702: 0.1489338131084866
Position 6046: 0.12421138885708133
Position 12018: 0.11926908637173096
Position 11434: 0.10846055867730742
Position 3548: 0.10156096833991357
Position 1437: 0.08039542515161605
Position 2419: 0.0680639945134908
Position 5992: 0.06277232769257549
Position 8684: 0.027545357655392382
Position 8661: 0.023360865768207936
Position 231: 0.022105983858285348
Position 3158: 0.022105107962871056
Position 2591: 0.01893523968617996
Position 11061: 0.01893117419098523
Position 549: 0.01609291269187966
Position 8681: 0.015979339429845814
Position 2618: 0.012704003493886527
Position 3604: 0.011259619915802979
Position 3418: 0.009051868369062988
Position 8723: 0.008829821916871147
Position 422: 0.008146870216485504
Position 152: 0.00803286312018523
Position 11726: 0.007760524797045254
Position 9886: 0.007230020781974537
Position 11470: 0.005256118920133043
Position 2997: 0.005209827775311039
Position 3138: 0.005202695687363814
Position 3072: 0.004498429093638625
Position 3095: 0.0034595801961747907
Position 3477: 0.0030800039423286283
Position 1307: 0.0026320432364379614
Position 3162: 0.0016798421572690441
Position 1345: 0.0014848034124008702
Position 11833: 0.0010543764900199908
Position 2368: 0.0005423425120114544
Position 2246: 0.00021693627178603344
Position 2874: 6.591721874755822e-05
Position 531: 4.988531938124122e-05
Position 2913: 4.9066706095321834e-05
