Gene = ENSDARG00000036394
index = 197
Annotated 5SS: [121]
Annotated 3SS: [481]
SMsplice 5SS: [121]
SMsplice 3SS: [481]
Partition function (log Z): -7.099212561499313

Sorted 5' Splice Sites (High to Low Probability):
Position 121: 0.9890810672095321
Position 364: 0.003897420033217696
Position 393: 0.002899783032689002
Position 371: 0.0018648686346391696
Position 696: 0.00174437932916655
Position 53: 0.0012462169062269623
Position 360: 0.0009988268302172287
Position 928: 0.0006562338211406379
Position 12: 0.0003474782317346267
Position 270: 0.000306885737966929
Position 896: 0.00019045928837107845
Position 218: 0.0001691677850412131
Position 259: 0.0001659548050863579
Position 325: 0.00015903935071898964
Position 381: 0.00012888211257948938
Position 212: 0.00010401320577596813
Position 396: 8.230548423510813e-05
Position 237: 7.422274170891662e-05
Position 652: 4.734505489742629e-05
Position 264: 4.500933903395908e-05
Position 248: 3.3713914731169636e-05
Position 1003: 3.218763966500581e-05
Position 600: 2.4228955440374874e-05
Position 698: 2.3533015476439672e-05
Position 658: 1.8639380046018746e-05
Position 23: 1.2604603687082304e-05
Position 426: 5.2386843585557685e-06
Position 294: 5.032087635274158e-06
Position 492: 4.881699602976977e-06
Position 996: 3.7589866446769476e-06
Position 523: 3.320976272715681e-06
Position 535: 2.9519716681209783e-06
Position 1030: 2.7423165999984585e-06
Position 553: 2.4728578794604482e-06
Position 193: 1.7936226314464276e-06
Position 323: 1.4911121204716304e-06
Position 1014: 1.4720989806518448e-06
Position 962: 8.623889157822428e-07
Position 930: 6.066523820312886e-07
Position 945: 5.428869869974931e-07
Position 1020: 2.807725692401069e-07
Position 216: 2.390557408397757e-07
Position 10: 1.3679655799630285e-07
Position 792: 1.2976119156418654e-07
Position 835: 1.2875219657789681e-07
Position 948: 8.380574986370746e-08
Position 960: 7.914767790133486e-08
Position 1089: 5.797972511672187e-08
Position 525: 5.413894266624856e-08
Position 1099: 2.5545231440697732e-08
Position 434: 5.0039972576324845e-09
Position 472: 2.4670398518979727e-09
Position 1007: 1.7513736643695147e-09
Position 467: 1.356834027054758e-09
Position 441: 1.280868132522679e-09
Position 1087: 9.088117402835389e-10
Position 476: 1.7792902293132034e-10
Position 1126: 2.345552125091335e-11
Position 1135: 1.1303988634010603e-11
Position 1152: 6.460590913289216e-14
Position 1158: 2.285290698833034e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 481: 0.6950662678897656
Position 491: 0.29662941880860205
Position 292: 0.0036072749667739154
Position 783: 0.002516070662173208
Position 722: 0.0019222904300432197
Position 1173: 0.0016158270945205912
Position 789: 0.0009935146418789341
Position 553: 0.000671093007736775
Position 1064: 0.0004111127604295449
Position 1117: 0.00025325929218872556
Position 226: 0.00024824077470465275
Position 669: 0.00012010287608415663
Position 193: 8.080787175730092e-05
Position 323: 7.449678543491268e-05
Position 441: 4.424967597243427e-05
Position 797: 2.4585811208831434e-05
Position 332: 1.6555621239704597e-05
Position 510: 1.3759713498931768e-05
Position 518: 1.0604311875735949e-05
Position 598: 9.362707706090995e-06
Position 681: 9.096287080731096e-06
Position 840: 7.790567049876291e-06
Position 80: 7.087101371667712e-06
Position 801: 6.075236756695813e-06
Position 1017: 3.9300999161716885e-06
Position 1007: 3.3957238540107064e-06
Position 1121: 3.152917477637993e-06
Position 570: 3.0564342018228984e-06
Position 1197: 2.8208462321505925e-06
Position 615: 2.4672351962112852e-06
Position 360: 1.9930687308122986e-06
Position 948: 1.9735318734721414e-06
Position 687: 1.7662978854354622e-06
Position 585: 1.5258832167227567e-06
Position 702: 1.4505900185217038e-06
Position 1190: 1.219968666253837e-06
Position 1210: 1.0455593139916296e-06
Position 644: 8.293986812994443e-07
Position 858: 7.454731473593917e-07
Position 600: 6.097322273454275e-07
Position 883: 4.5259985823236033e-07
Position 865: 3.8541998590782113e-07
Position 120: 2.786015410991026e-07
Position 927: 2.62143370138984e-07
Position 691: 2.036608570003393e-07
Position 1030: 9.534507910033013e-08
Position 954: 8.997782073137099e-08
Position 695: 4.818258722020691e-08
Position 876: 3.0795258451084843e-08
Position 1020: 2.7113967616368386e-08
Position 88: 2.4372646568183585e-08
Position 979: 1.5492359456098336e-08
Position 960: 1.5454630038524577e-08
Position 885: 3.191187212804801e-09
Position 105: 2.339917341287002e-09
Position 64: 1.175407199062612e-09
