Gene = ENSDARG00000030636
index = 142
Annotated 5SS: [  67  470  621 2076 2218]
Annotated 3SS: [ 232  568 1863 2184 2700]
SMsplice 5SS: [67]
SMsplice 3SS: [1863]
Partition function (log Z): -7.995402057571094

Sorted 5' Splice Sites (High to Low Probability):
Position 67: 0.7347898154437157
Position 2076: 0.45905920283144525
Position 1384: 0.13826176361362566
Position 470: 0.1307301280300002
Position 621: 0.07179045921495876
Position 1761: 0.048602445343517035
Position 103: 0.0342884939070926
Position 2002: 0.027600494738358287
Position 239: 0.023951223500807688
Position 2218: 0.019532824497435614
Position 446: 0.015473219784412951
Position 1939: 0.014289388630057047
Position 773: 0.011592957572755247
Position 127: 0.005438727309835156
Position 740: 0.0050246785506046455
Position 439: 0.00457360451445628
Position 655: 0.004362589448836741
Position 284: 0.0031932994188758326
Position 2613: 0.002806773517677493
Position 1417: 0.0017525849567170445
Position 145: 0.0016120367665254315
Position 649: 0.0015960916217979046
Position 1362: 0.0013119448858218313
Position 2842: 0.0011131093830479902
Position 2186: 0.0010773499772924425
Position 1422: 0.000878931468659375
Position 193: 0.000765699899649516
Position 2034: 0.0007579045020510573
Position 520: 0.0006513768849979876
Position 396: 0.0006325551059512826
Position 339: 0.0005024712476251966
Position 711: 0.00047990840752080055
Position 2066: 0.00045570480515141985
Position 467: 0.0003954080678549333
Position 398: 0.00038507239335831454
Position 976: 0.00037886256250682995
Position 517: 0.00029478476689517614
Position 659: 0.0002908994331763338
Position 1346: 0.0002695198735924939
Position 765: 0.000255818230426658
Position 2818: 0.00024185799647754314
Position 108: 0.00024151237558052899
Position 683: 0.00023707546808485994
Position 403: 0.00023095609596021567
Position 1391: 0.0002155660624155139
Position 1372: 0.00020734719146400866
Position 1948: 0.00019669179115061513
Position 57: 0.0001925598520468847
Position 175: 0.0001655421394011804
Position 1896: 0.00012886580965674885
Position 2068: 0.00012811883622720004
Position 6: 0.00010767713442454492
Position 2106: 0.00010065792958438704
Position 1932: 9.923565382629715e-05
Position 2361: 8.019630410595998e-05
Position 2135: 7.346488018627657e-05
Position 158: 7.212591873499581e-05
Position 25: 6.896126391621995e-05
Position 511: 6.520498937631863e-05
Position 687: 5.5165164059506795e-05
Position 1910: 5.2345779626604006e-05
Position 1181: 4.7945597071581164e-05
Position 2259: 4.7894671857505617e-05
Position 1352: 4.4577424143218225e-05
Position 1900: 4.2486451593226924e-05
Position 954: 3.496840686366914e-05
Position 296: 3.484584300495898e-05
Position 2108: 3.4599465492643934e-05
Position 1023: 3.4229406074313756e-05
Position 1034: 3.335631341498964e-05
Position 437: 3.0139845194504347e-05
Position 2093: 2.8780915659329018e-05
Position 1056: 2.8294659726389692e-05
Position 1946: 2.8208623633480816e-05
Position 1162: 2.7685541982714012e-05
Position 2312: 2.7246482138165604e-05
Position 1941: 2.4963669116486036e-05
Position 464: 2.426843781539167e-05
Position 320: 2.3553039191589745e-05
Position 625: 1.961701333097603e-05
Position 2232: 1.955728351464525e-05
Position 1567: 1.7635290929104354e-05
Position 2021: 1.7017277887836822e-05
Position 1593: 1.5905482930655038e-05
Position 666: 1.4578813934351769e-05
Position 219: 1.4000590725986297e-05
Position 2123: 1.3482723663250256e-05
Position 668: 1.3475315803065314e-05
Position 1771: 1.2996716066296809e-05
Position 2407: 1.2801566848944143e-05
Position 1012: 1.2306486809262566e-05
Position 2782: 1.1324699501503814e-05
Position 1093: 1.11079610825333e-05
Position 2581: 1.0892150429522356e-05
Position 1437: 1.0081044340464088e-05
Position 540: 9.697142380265686e-06
Position 2197: 9.342888095167811e-06
Position 277: 8.885151094610677e-06
Position 322: 8.883178040700854e-06
Position 8: 8.325944498963912e-06
Position 2207: 7.844987901132035e-06
Position 2263: 7.397367287394521e-06
Position 165: 6.841165303532593e-06
Position 1618: 6.561226482927949e-06
Position 1461: 5.667599506360956e-06
Position 1882: 5.518719300701291e-06
Position 2192: 5.138586373555458e-06
Position 1062: 5.126741681712327e-06
Position 317: 4.699521639140489e-06
Position 732: 4.355689005546344e-06
Position 831: 4.257395905327536e-06
Position 163: 4.220339620403167e-06
Position 2120: 4.072094641610846e-06
Position 1671: 3.977284931478609e-06
Position 1415: 3.88444378808099e-06
Position 2631: 3.769302050158051e-06
Position 2806: 3.4846975751497394e-06
Position 935: 3.330374517949214e-06
Position 1794: 2.892485097962375e-06
Position 750: 2.8413707849578947e-06
Position 2470: 2.72927300925034e-06
Position 1876: 2.386576189352908e-06
Position 2436: 2.2416013282728386e-06
Position 558: 1.7044219024888898e-06
Position 2526: 1.6038772277873462e-06
Position 1912: 1.4894782005766941e-06
Position 1599: 1.4867418340073825e-06
Position 544: 1.4174039003965687e-06
Position 1269: 1.371036652587521e-06
Position 1218: 1.148175271330702e-06
Position 2573: 1.1390850734079452e-06
Position 608: 9.341689450732023e-07
Position 1247: 9.094892830795502e-07
Position 2536: 8.521096340010885e-07
Position 2562: 8.465644337691723e-07
Position 1917: 8.125297146192014e-07
Position 2445: 7.513448982185342e-07
Position 2290: 7.342134135667672e-07
Position 2256: 6.341841901835543e-07
Position 250: 6.305070559814206e-07
Position 2635: 6.077531337326511e-07
Position 2306: 5.285502976275147e-07
Position 892: 5.151741993346796e-07
Position 2601: 4.775737629917332e-07
Position 542: 4.377981059148217e-07
Position 1890: 3.473973921629256e-07
Position 2274: 3.380734910918386e-07
Position 2504: 3.3607548007763395e-07
Position 2455: 3.1684385601628075e-07
Position 2488: 1.9595238550739486e-07
Position 1826: 1.6023847997786243e-07
Position 2276: 1.3626846235354212e-07
Position 1797: 1.2683294054339144e-07
Position 1898: 1.0035731789441069e-07
Position 1717: 9.849651480997423e-08
Position 1692: 6.366557802708928e-08
Position 2649: 5.192193561730657e-08
Position 2498: 3.992804892608863e-08
Position 2516: 3.702313982269696e-08
Position 2254: 3.7012548175346835e-08
Position 2786: 2.9216769091927614e-08
Position 1835: 2.4711911509689732e-08
Position 2669: 2.272649308491683e-08
Position 1852: 6.453595669336411e-09
Position 1842: 4.227917494961865e-09
Position 1824: 2.3984533658910445e-09
Position 2652: 2.382505972094576e-09
Position 2672: 1.6930585565689513e-09
Position 2486: 1.4538480318893835e-09
Position 2863: 7.787497290133308e-10
Position 2746: 2.034670287704473e-10
Position 1844: 1.4587439060148487e-10
Position 1856: 1.3695478551271073e-10
Position 2689: 4.090124561353517e-11
Position 2719: 5.3303267419637575e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 1863: 0.9416539111750671
Position 2700: 0.4641486518129345
Position 1250: 0.1501350246667254
Position 232: 0.0808446551214376
Position 2262: 0.06190727478565091
Position 2120: 0.011437833554000106
Position 2184: 0.008022565158151598
Position 1717: 0.006514912125525379
