Gene = ENSDARG00000100662
index = 715
Annotated 5SS: [ 794 1042 1220]
Annotated 3SS: [ 917 1126 1325]
SMsplice 5SS: [ 794 1042 1220]
SMsplice 3SS: [ 917 1126 1325]
Partition function (log Z): 8.499255231055058

Sorted 5' Splice Sites (High to Low Probability):
Position 794: 0.9989910876501136
Position 1220: 0.9984741436202643
Position 1042: 0.9982490424431699
Position 422: 0.20895942408144547
Position 444: 0.15046443414460267
Position 469: 0.009004648528780112
Position 15: 0.0025092483085652323
Position 123: 0.0024353331384725486
Position 474: 0.0016163220157059083
Position 1588: 0.0012141928558922432
Position 266: 0.0010698968983073158
Position 496: 0.0009358540133376496
Position 183: 0.0007912704185662399
Position 1730: 0.000788021553361919
Position 1335: 0.0007623119367749761
Position 766: 0.0006562819963636969
Position 1037: 0.0006070349812218873
Position 1535: 0.0005143323429139592
Position 478: 0.0005101290423666638
Position 1014: 0.000508866133116247
Position 197: 0.0004304393289401946
Position 394: 0.0003907490443332374
Position 1433: 0.00027956195186014566
Position 245: 0.00022668795835836166
Position 570: 0.0002151961869258837
Position 1611: 0.00019653794477268074
Position 73: 0.00018676780632589295
Position 971: 0.00016949361152954976
Position 345: 0.00015917558680496262
Position 1395: 0.0001364912985609449
Position 1372: 0.0001304908076123066
Position 291: 0.00011489012256760826
Position 1415: 0.0001020144442718343
Position 1224: 6.589845651571923e-05
Position 1247: 6.168044540215597e-05
Position 770: 6.025620444078335e-05
Position 1233: 5.2664728359649004e-05
Position 1381: 4.7887054966304746e-05
Position 417: 3.8349992386030714e-05
Position 186: 3.4516437388871107e-05
Position 1447: 3.421066629255954e-05
Position 1178: 1.8850381446313972e-05
Position 1370: 1.4361525006264564e-05
Position 1555: 1.310932883718095e-05
Position 1423: 1.1696279644008236e-05
Position 1352: 1.0629786148493684e-05
Position 375: 1.0036718364795987e-05
Position 1483: 7.638499041343612e-06
Position 1349: 7.263823199891939e-06
Position 1172: 7.263279887060115e-06
Position 1023: 5.198606301591721e-06
Position 748: 5.018014608094358e-06
Position 1581: 4.260553144118408e-06
Position 778: 3.924349757989638e-06
Position 353: 3.745954683689265e-06
Position 57: 3.6169225076786628e-06
Position 1425: 3.3276257666675325e-06
Position 823: 3.1688083472129237e-06
Position 672: 2.723676682223636e-06
Position 980: 2.206013240151019e-06
Position 1677: 2.196044636230583e-06
Position 1064: 1.9900745943662284e-06
Position 942: 1.4107907516627733e-06
Position 663: 1.243989210786997e-06
Position 1270: 1.229055199081977e-06
Position 1529: 1.1816195290557382e-06
Position 693: 9.66875401144343e-07
Position 954: 8.659142701863272e-07
