Gene = ENSDARG00000104795
index = 782
Annotated 5SS: [217 462 661]
Annotated 3SS: [328 573 769]
SMsplice 5SS: [217 462 661]
SMsplice 3SS: [328 573 769]
Partition function (log Z): 4.456961073661522

Sorted 5' Splice Sites (High to Low Probability):
Position 217: 0.9957635163748525
Position 661: 0.9925016931347572
Position 462: 0.9902497324130362
Position 486: 0.004414494130807527
Position 443: 0.0036505211479566165
Position 257: 0.0016985050969226493
Position 221: 0.0007611853004598482
Position 682: 0.0006527848846258388
Position 466: 0.0004310429239387951
Position 174: 0.0001894865562776498
Position 656: 0.00011975508614561718
Position 629: 5.570541873451791e-05
Position 176: 5.19215851470868e-05
Position 826: 5.01249938421313e-05
Position 44: 2.427929283845588e-05
Position 413: 2.262950216771825e-05
Position 843: 1.2783523281418535e-05
Position 344: 1.1628904684365446e-05
Position 122: 8.733729258071508e-06
Position 180: 7.625264077001551e-06
Position 808: 6.257494308013844e-06
Position 415: 5.7735186475452405e-06
Position 904: 4.733850922959205e-06
Position 186: 4.200151859137511e-06
Position 18: 3.706252054004579e-06
Position 701: 2.755755985458108e-06
Position 918: 2.571155547614017e-06
Position 912: 2.033056439540585e-06
Position 818: 1.0954760681637632e-06
Position 270: 1.0533181489953845e-06
Position 709: 9.64576558315648e-07
Position 803: 8.580210190594472e-07
Position 286: 4.0783853657544916e-07
Position 922: 1.887678544099439e-07
Position 798: 1.5543149787394029e-07
Position 352: 9.28142902766982e-08
Position 178: 5.375140175639276e-08
Position 283: 2.4469085466688766e-08
Position 606: 2.1342529435138623e-08
Position 920: 1.402125537057166e-08
Position 365: 1.0892015127773524e-08
Position 538: 8.836419073673568e-09
Position 310: 6.424713693278297e-09
Position 935: 1.3866235413031492e-09
Position 717: 5.931875186302781e-10
Position 728: 3.6997613466251124e-10
Position 722: 3.502804227483376e-10
Position 933: 1.7344964621093545e-10
Position 562: 8.070120542567878e-11
Position 573: 4.460729291838445e-11
Position 938: 1.6428633497110175e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 328: 0.9962246755684178
Position 573: 0.995594133416986
Position 769: 0.832179412897299
Position 772: 0.1608537286615145
Position 537: 0.003557838629093549
Position 355: 0.0007457873858926058
Position 289: 0.0004277208140615195
Position 994: 0.00034021827867968993
Position 598: 0.0002486910736687847
Position 382: 0.00024357308909366717
Position 521: 7.771012774565581e-05
Position 335: 6.735721901451827e-05
Position 728: 4.680767465115682e-05
Position 803: 3.1358018589120715e-05
Position 830: 2.7629959227517904e-05
Position 137: 1.3186364229726087e-05
Position 341: 1.2825443973477406e-05
Position 933: 1.1435596549855302e-05
Position 386: 3.997679624575256e-06
Position 601: 1.936174716508857e-06
Position 808: 1.6009037701217518e-06
Position 717: 1.346787081170803e-06
Position 343: 7.57398845907655e-07
Position 174: 4.6559691039601813e-07
Position 874: 4.192392086293532e-07
Position 434: 1.4005974735319038e-07
Position 147: 1.258853027338557e-07
Position 411: 9.963428776333842e-08
Position 634: 8.075947030809819e-08
Position 709: 3.625325170059722e-08
Position 637: 7.011672057654189e-09
Position 160: 5.0377963924286155e-09
Position 216: 4.779741219603916e-09
Position 413: 4.043710033759585e-09
Position 420: 3.292894305731294e-09
Position 266: 2.8613145078041675e-09
Position 648: 2.849493635461087e-09
Position 79: 2.444795413175817e-09
Position 486: 2.3229890569001233e-09
Position 448: 1.958677419397835e-09
Position 495: 1.7536141326532247e-09
Position 257: 1.7042412335875743e-09
Position 101: 1.1320773611186697e-09
Position 95: 9.114382807121207e-10
Position 454: 6.315398818459996e-10
Position 270: 1.282251382565492e-10
Position 221: 2.7045600354006816e-11
Position 456: 1.0671880205332249e-11
Position 665: 2.0776874862091608e-12
Position 661: 8.669201445330791e-13
Position 71: 2.438634194829928e-13
Position 466: 1.9049984721823288e-13
