Gene = ENSDARG00000077809
index = 487
Annotated 5SS: [ 210  346 2373]
Annotated 3SS: [ 285 2240 2458]
SMsplice 5SS: [ 210  346 2373]
SMsplice 3SS: [ 285 2258 2458]
Partition function (log Z): -1.0194349189506142

Sorted 5' Splice Sites (High to Low Probability):
Position 2373: 0.9821166073580363
Position 346: 0.9636162249140432
Position 210: 0.9089513168225879
Position 1399: 0.03273992467657496
Position 1081: 0.006508442548192521
Position 2787: 0.00428691110634842
Position 6: 0.003212150725094952
Position 2548: 0.0027672620083318985
Position 385: 0.0015545408218387783
Position 2816: 0.0010571032015800005
Position 1289: 0.0009557290393162951
Position 341: 0.0009490711659166073
Position 1115: 0.0008977316970503275
Position 1365: 0.0007343584046670374
Position 823: 0.000517723823463406
Position 1136: 0.0004106458984525026
Position 383: 0.00038701032329078815
Position 182: 0.00035899054026985593
Position 2589: 0.00034090089460775435
Position 1104: 0.00030731651272922553
Position 443: 0.00023232374344966052
Position 1368: 0.00022602419598265756
Position 2283: 0.00019513427202734284
Position 1157: 0.00018231985809688994
Position 1307: 0.00017185136442882503
Position 405: 0.00014451039086202006
Position 1198: 0.00013614391604235143
Position 2783: 0.00012314403301380428
Position 339: 0.00011546029381354775
Position 2090: 9.240520291942605e-05
Position 96: 7.653731438481388e-05
Position 2132: 6.948159084170459e-05
Position 1293: 4.367266223151121e-05
Position 1314: 4.0747558546276784e-05
Position 2099: 3.6588720886335614e-05
Position 2274: 3.2061880684639666e-05
Position 1147: 2.9032317563170217e-05
Position 1417: 2.6876783134459406e-05
Position 1222: 2.5985856693345674e-05
Position 2552: 2.4213422661117893e-05
Position 1126: 2.2447196954822453e-05
Position 147: 2.1878195214176685e-05
Position 231: 2.1784923715349497e-05
Position 2320: 1.9518557966706043e-05
Position 109: 1.825072755833229e-05
Position 186: 1.5695065976013943e-05
Position 1388: 1.3644883124934563e-05
Position 2525: 1.1156540833798117e-05
Position 2674: 1.0007980186542391e-05
Position 420: 9.520778212766931e-06
Position 1908: 9.254378506018966e-06
Position 2821: 8.858395907244138e-06
Position 116: 8.32789292707532e-06
Position 1902: 7.562511901868803e-06
Position 1325: 7.200542116954397e-06
Position 1322: 6.777189543709436e-06
Position 2636: 6.71815093472622e-06
Position 1335: 6.474817242225254e-06
Position 329: 6.04706537546624e-06
Position 1554: 5.844870365001288e-06
Position 246: 5.3547620562087915e-06
Position 240: 5.089011256688177e-06
Position 2793: 4.976293804813173e-06
Position 2039: 4.7180512960717955e-06
Position 102: 4.700718243339015e-06
Position 2394: 4.335365474244318e-06
Position 1652: 3.6130562470475956e-06
Position 535: 3.54119050550497e-06
Position 1896: 3.1398689165691694e-06
Position 162: 3.1103048175595242e-06
Position 2299: 3.0342521356080896e-06
Position 418: 3.0127388289593116e-06
Position 2550: 2.8910168319764737e-06
Position 1577: 2.7030885011023297e-06
Position 2443: 2.7012003867276424e-06
Position 861: 2.6967095733583448e-06
Position 1505: 2.3639049748073774e-06
Position 437: 2.211887949568044e-06
Position 261: 2.1774047458447915e-06
Position 506: 2.0827541888831344e-06
Position 1615: 2.0458587595392175e-06
Position 1347: 1.9281168295400773e-06
Position 2843: 1.572438642504575e-06
Position 1287: 1.5546704311187791e-06
Position 447: 1.4398009281241752e-06
Position 2775: 1.4334057971467206e-06
Position 1317: 1.29533830497809e-06
Position 2428: 1.1919034690553512e-06
Position 2026: 1.057848280935734e-06
Position 630: 1.0454521239310282e-06
Position 1101: 1.0007321670722518e-06
Position 2175: 9.844268848429079e-07
Position 1016: 9.0003034761065e-07
Position 1211: 8.880550488432199e-07
Position 2024: 8.447368339393681e-07
Position 1598: 8.435805874004836e-07
Position 870: 8.09898100728601e-07
Position 275: 7.41035890113351e-07
Position 903: 6.571491589961774e-07
Position 1624: 6.368829823539316e-07
Position 1375: 6.048414155423121e-07
Position 718: 5.890403348655273e-07
Position 2831: 5.672989846783897e-07
Position 2791: 5.358449795188958e-07
Position 1694: 5.049233328837215e-07
Position 1187: 4.736283381221927e-07
Position 1514: 4.6751675269612706e-07
Position 2173: 4.627955333628005e-07
Position 1478: 4.550514958831929e-07
Position 1619: 4.391263329318257e-07
Position 793: 4.2165904176448243e-07
Position 2294: 3.9466788068031713e-07
Position 1585: 3.9146166886598346e-07
Position 2824: 3.8755240153561183e-07
Position 485: 3.5710291917675655e-07
Position 495: 3.271643805537285e-07
Position 955: 3.0936171172389e-07
Position 917: 3.0057183126337417e-07
Position 307: 2.97623325199851e-07
Position 1520: 2.97076889817046e-07
Position 180: 2.5982925256716315e-07
Position 2772: 2.1551600016721397e-07
Position 1941: 2.0848466973376105e-07
Position 731: 1.7050579520926415e-07
Position 1092: 1.6990481424056027e-07
Position 2301: 1.458463671751543e-07
Position 1035: 1.3844206190486743e-07
Position 961: 9.742415112260772e-08
Position 2397: 9.128505563004259e-08
Position 2484: 9.08910109168554e-08
Position 1465: 8.80671323586762e-08
Position 1990: 8.651420102430285e-08
Position 1022: 8.626134794640973e-08
Position 1890: 8.013788501151384e-08
Position 934: 6.719736308922985e-08
Position 623: 6.679015417698208e-08
Position 2785: 6.6414392250321e-08
Position 1920: 5.715299711981539e-08
Position 1969: 5.671752394886153e-08
Position 244: 5.5311899867157196e-08
Position 2829: 4.9485411307185046e-08
Position 667: 4.638103903642077e-08
Position 1782: 4.388238221875835e-08
Position 946: 3.409327248378923e-08
Position 1052: 3.0791513458109156e-08
Position 1952: 2.438098597659332e-08
Position 700: 2.2508888859748226e-08
Position 1878: 1.964835363830855e-08
Position 2689: 1.8450344795999768e-08
Position 2855: 1.6423746315715497e-08
Position 1788: 1.59236848870231e-08
Position 1790: 1.4686068201957414e-08
Position 1784: 1.456097677303736e-08
Position 1786: 1.4469289480265383e-08
Position 634: 1.409472277672921e-08
Position 1792: 1.3489321746723945e-08
Position 1712: 1.3299746525797214e-08
Position 2736: 1.2611068673689456e-08
Position 1931: 1.2185691097077409e-08
Position 2452: 1.0905677954381583e-08
Position 1794: 1.0847804720779013e-08
Position 1796: 8.070995876165845e-09
Position 1885: 7.840543253904147e-09
Position 2450: 7.134621753789253e-09
Position 1945: 6.503935113337261e-09
Position 2254: 6.223176339013279e-09
Position 2220: 5.431267232199176e-09
Position 644: 4.929466666119308e-09
Position 1912: 2.7406421108018878e-09
Position 1800: 2.574184139240735e-09
Position 2231: 1.9507885745083425e-09
Position 2866: 1.6039299511652254e-09
Position 2425: 1.5979458289846082e-09
Position 628: 1.301806902830946e-09
Position 1956: 9.151607084611345e-10
Position 1850: 6.683053771353229e-10
Position 2212: 6.063487742440137e-10
Position 1839: 2.515913086974345e-10
Position 1798: 7.55308048588617e-11
Position 2884: 4.3114535170984134e-11
Position 1906: 2.6654458077402403e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 2458: 0.9778675701051596
Position 285: 0.7003567098429903
Position 2258: 0.5824117343706078
Position 2240: 0.3294906167011066
Position 310: 0.17607578534174867
Position 2204: 0.05779582513203819
Position 1197: 0.017397997564409216
Position 1221: 0.01574008354366366
Position 2264: 0.011087902510565196
Position 2212: 0.008609861894885494
Position 2876: 0.00661078228126217
Position 2481: 0.005273889768546009
Position 969: 0.004717441309574003
Position 2160: 0.004697659310624592
Position 1072: 0.00389961084425019
Position 292: 0.0024942383800869196
Position 2921: 0.001598779469612403
Position 2270: 0.0012065251697469153
Position 2743: 0.000925675376021018
Position 123: 0.000791226921419528
Position 708: 0.0007037520108702272
Position 2537: 0.0005748217198516985
Position 976: 0.0004941517353424884
Position 1962: 0.0003326959397834743
Position 2442: 0.0003292681061956029
Position 2267: 0.000318899617525492
Position 2935: 0.00031583307020587823
Position 1263: 0.0003102784381754459
Position 2751: 0.0002920025663777975
Position 939: 0.0002461481748320486
Position 822: 0.0002328898734599032
Position 2648: 0.0001960675718065173
Position 2815: 0.00018887601085432223
Position 295: 0.00017466917842761686
Position 2501: 9.931812062343401e-05
Position 1285: 8.469683735246665e-05
Position 2062: 7.872920195260245e-05
Position 2476: 7.454445733330732e-05
Position 626: 7.293588649264574e-05
Position 1505: 5.21189978096715e-05
Position 2798: 5.0439889882487146e-05
Position 2756: 4.917805731223063e-05
Position 2474: 4.5752391991927936e-05
Position 1965: 3.856942526888796e-05
Position 231: 3.7736837316233695e-05
Position 329: 3.652120775720217e-05
Position 2484: 3.255625860511097e-05
Position 1287: 3.0353143387912775e-05
Position 2791: 2.8654027906815216e-05
Position 1173: 2.542904675676987e-05
Position 1576: 2.490149955688959e-05
Position 1354: 2.1156424256712158e-05
Position 2507: 2.0283577808412982e-05
Position 782: 1.9950829155547858e-05
Position 155: 1.8354668008890385e-05
Position 71: 1.729066032419721e-05
Position 1080: 1.680671860465299e-05
Position 252: 1.6793415748614836e-05
Position 1941: 1.317786189434538e-05
Position 437: 1.302297238726613e-05
Position 177: 1.2569175928031745e-05
Position 1307: 1.2539128974335074e-05
Position 257: 1.2538362263062685e-05
Position 2888: 1.0979245379104262e-05
Position 955: 1.0960394658338192e-05
Position 2548: 9.53830349859406e-06
Position 846: 9.359254583682282e-06
Position 325: 8.789834247396118e-06
Position 2330: 7.76783005963317e-06
Position 759: 7.487928632381858e-06
