Gene = ENSDARG00000096003
index = 645
Annotated 5SS: [ 514  738 2470]
Annotated 3SS: [ 634 2373 2561]
SMsplice 5SS: [ 151  738 2470]
SMsplice 3SS: [ 634 2373 2561]
Partition function (log Z): -2.3100653353873226

Sorted 5' Splice Sites (High to Low Probability):
Position 738: 0.9676439801386513
Position 2470: 0.9074398309485487
Position 151: 0.8649870501436923
Position 1990: 0.05301219380939167
Position 461: 0.04444439268535771
Position 2459: 0.03938111204038957
Position 349: 0.031025284693188947
Position 325: 0.028828351390716503
Position 305: 0.02465893947349494
Position 2013: 0.021372765132627262
Position 2217: 0.014729264613462564
Position 514: 0.01401700345302307
Position 1872: 0.01046301010722683
Position 2454: 0.00959966626978339
Position 701: 0.00386842304497533
Position 145: 0.003621309166565926
Position 1981: 0.002437977298962945
Position 512: 0.0018955739989138937
Position 274: 0.0010346531966257272
Position 2449: 0.000827765791519188
Position 450: 0.0006492979380931685
Position 353: 0.0005181088157989454
Position 467: 0.0005069025265465684
Position 2163: 0.0004706308878459755
Position 755: 0.0003879488187507193
Position 391: 0.0003717624691273341
Position 850: 0.0003657608386207717
Position 75: 0.0003477894376753688
Position 1947: 0.00028440471537667964
Position 1955: 0.0002731553490975528
Position 454: 0.00017581982254980325
Position 2006: 0.00016049800357084923
Position 382: 0.00015873613690730616
Position 807: 0.00015497259698969048
Position 2042: 0.00015440180578079354
Position 490: 0.00013174073298633646
Position 375: 0.00012966717222499756
Position 199: 0.00011983172055036446
Position 742: 0.0001165076390969585
Position 329: 0.00010310331375361542
Position 295: 8.61476821466138e-05
Position 1245: 7.114109354651326e-05
Position 138: 5.374704049731499e-05
Position 1252: 4.7560107045994226e-05
Position 37: 4.1666127542737714e-05
Position 339: 3.877420628512696e-05
Position 399: 3.764020036674195e-05
Position 1810: 3.560957875106347e-05
Position 785: 3.417160223097822e-05
Position 845: 2.9540075805830643e-05
Position 854: 2.9373625621059012e-05
Position 758: 2.5609883547866894e-05
Position 59: 2.322173317961035e-05
Position 1917: 2.2421628175908884e-05
Position 2198: 2.132664077143906e-05
Position 2135: 1.5775617885367732e-05
Position 112: 1.5289670008626012e-05
Position 197: 1.5027678771453048e-05
Position 1272: 1.496257650984818e-05
Position 2063: 1.449545186281895e-05
Position 673: 1.3140523077311252e-05
Position 1156: 1.2494050088262598e-05
Position 1653: 1.0709948654343462e-05
Position 2003: 1.0608541643492362e-05
Position 683: 1.0551593966436708e-05
Position 1890: 9.509226458642208e-06
Position 898: 9.45620325487795e-06
Position 2270: 8.884001385311484e-06
Position 35: 7.942579852134645e-06
Position 2281: 7.160037431587319e-06
Position 2309: 7.006915319973662e-06
Position 1366: 6.958830111797022e-06
Position 63: 5.238431171086919e-06
Position 823: 4.902099117183681e-06
Position 277: 4.2328899525228105e-06
Position 2078: 3.956174183412248e-06
Position 347: 3.508704006427387e-06
Position 1014: 2.8870943653374e-06
Position 65: 2.1798732662784836e-06
