Gene = LOC733106
index = 912
Annotated 5SS: [147]
Annotated 3SS: [237]
SMsplice 5SS: [147]
SMsplice 3SS: [237]
Partition function (log Z): -7.9205329233149655

Sorted 5' Splice Sites (High to Low Probability):
Position 147: 0.910019500452824
Position 691: 0.3097657830042288
Position 367: 0.009994697833455654
Position 382: 0.0043822772652226056
Position 517: 0.003575171537398106
Position 406: 0.0034626160488738286
Position 364: 0.003347866717773698
Position 723: 0.003251419481429117
Position 310: 0.0027851911447346325
Position 711: 0.001579626834662887
Position 830: 0.000812444922381003
Position 773: 0.0003562681587299103
Position 274: 0.0003470212676247396
Position 866: 0.00030697362892676
Position 695: 0.0002577733995682235
Position 414: 0.00020803570462359937
Position 575: 0.00016781821834360226
Position 1218: 0.00015958414328254012
Position 593: 0.00012592063274031277
Position 1139: 0.00010295357152426192
Position 118: 4.9532835319720355e-05
Position 1196: 3.6850843435051355e-05
Position 760: 2.706374610670403e-05
Position 847: 2.5229741491614347e-05
Position 641: 1.8148066587149968e-05
Position 52: 1.4286667854948024e-05
Position 289: 7.528197361274868e-06
Position 46: 5.802345147626652e-06
Position 838: 5.557304152372497e-06
Position 89: 4.646179553644734e-06
Position 713: 4.033228532725592e-06
Position 1110: 2.4755844801689124e-06
Position 881: 2.095671032945989e-06
Position 1045: 1.5080560546169145e-06
Position 1078: 1.26725872965865e-06
Position 283: 1.1644155796742942e-06
Position 586: 1.0897652383949698e-06
Position 231: 1.0636106431063425e-06
Position 252: 9.178029924920266e-07
Position 875: 7.479542531689673e-07
Position 1126: 6.68297140871105e-07
Position 280: 6.6682930902273e-07
Position 648: 6.559643443967847e-07
Position 197: 6.113638411632632e-07
Position 214: 4.420250284504101e-07
Position 182: 2.3336534108631773e-07
Position 1049: 1.8282793293350534e-07
Position 601: 1.8027801138383789e-07
Position 844: 1.4902638759499589e-07
Position 1092: 9.667349045894382e-08
Position 946: 7.909291545090081e-08
Position 27: 7.271408151604033e-08
Position 200: 5.6128409261121424e-08
Position 1163: 1.9688843983243294e-08
Position 1061: 1.732857892467221e-08
Position 1114: 8.137607365621856e-09
Position 1043: 7.350177518386726e-09
Position 1063: 6.743049194524619e-09
Position 1154: 2.8177861395891508e-09
Position 1017: 9.454773963099662e-10
Position 842: 8.280210338670724e-10
Position 1052: 1.1773026206099601e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 237: 0.7850532739854016
Position 1068: 0.16335155935787346
Position 1378: 0.0785083148069835
Position 1052: 0.048184178403682984
Position 604: 0.037636449858513735
Position 1154: 0.03633166241103541
Position 451: 0.022374750843910916
Position 573: 0.02076526688347736
Position 454: 0.010060356614349506
Position 550: 0.007542613083448608
Position 265: 0.007228759341095823
Position 982: 0.006518706054865724
Position 619: 0.006059646776318951
Position 1210: 0.005280870286120962
Position 679: 0.0030132280262654015
Position 1331: 0.002848535863286069
Position 865: 0.0025014048735016365
Position 583: 0.0015269403613593772
Position 1078: 0.0015222394714968835
Position 414: 0.0015202158450320275
Position 1110: 0.001051832483495266
Position 468: 0.0007487408791078371
Position 1217: 0.0006667778578143927
Position 1185: 0.000639142499950302
Position 1139: 0.0005763173194007333
Position 992: 0.0005207477533612235
Position 660: 0.0004047875077446114
Position 433: 0.0003972618147297933
Position 517: 0.000373677564830927
Position 1325: 0.0003390569632150904
Position 406: 0.00024263154119775305
Position 1354: 0.00020764751956703562
Position 474: 0.00019913316068486954
Position 624: 0.00015957977321934643
Position 331: 0.00015723176832307912
Position 252: 0.0001333455088328995
Position 334: 0.0001288550688033012
Position 682: 0.00011257891334574142
Position 830: 7.228151073972998e-05
Position 634: 7.056970875660916e-05
Position 810: 5.5799252663145904e-05
Position 340: 4.129037989266317e-05
Position 1340: 2.8648418299260556e-05
Position 685: 2.3922957212179812e-05
Position 750: 2.0880335173514245e-05
Position 526: 1.221467652794593e-05
Position 194: 4.026547400495139e-06
Position 273: 2.991975750285172e-06
Position 718: 1.2252116007040475e-06
Position 358: 5.726037592356558e-07
Position 700: 4.212984808351541e-07
Position 723: 2.809228225325077e-07
Position 364: 1.5940325673612223e-07
Position 690: 1.5838765235165257e-07
Position 349: 1.1808377222342964e-07
Position 146: 9.672584953565383e-08
Position 476: 7.213411851302633e-08
Position 351: 3.470964219281251e-08
Position 360: 1.690491326419924e-08
Position 702: 9.648092847032321e-09
Position 96: 9.443806895983637e-10
