Gene = GeneID_100379397
index = 25
Annotated 5SS: [18]
Annotated 3SS: [231]
SMsplice 5SS: [18]
SMsplice 3SS: [231]
Partition function (log Z): -8.196351824930204

Sorted 5' Splice Sites (High to Low Probability):
Position 18: 0.9764795952982812
Position 74: 0.01689239998921329
Position 126: 0.002317075705747904
Position 67: 0.0012680138276108858
Position 62: 0.0011863378717817843
Position 160: 0.000859800224824506
Position 475: 0.0006031974618203102
Position 109: 0.00023731703512211303
Position 427: 0.00021506650399021756
Position 745: 0.00019987598630479445
Position 25: 0.00018125870547248997
Position 168: 0.0001755579772974654
Position 459: 0.00017188022921327432
Position 114: 0.0001391465611263326
Position 440: 0.0001222169789657703
Position 130: 3.2205375742113544e-05
Position 540: 2.8879539923302057e-05
Position 158: 1.5174205347290537e-05
Position 54: 1.1314056817463981e-05
Position 339: 9.655393547535714e-06
Position 688: 2.679111261465359e-06
Position 442: 1.4491172265626516e-06
Position 598: 3.4797495276760336e-07
Position 406: 1.918139449039944e-07
Position 496: 1.5601652856085632e-07
Position 387: 1.336965594068158e-07
Position 346: 8.926070705689604e-08
Position 280: 6.838254265815254e-08
Position 454: 6.711190400696486e-08
Position 517: 6.570065640974301e-08
Position 728: 4.783718774143061e-08
Position 553: 4.576753551237859e-08
Position 580: 1.751553417661683e-08
Position 256: 1.5233167870521633e-08
Position 706: 1.4974300344844433e-08
Position 644: 5.4550004675808165e-09
Position 277: 3.901987814503265e-09
Position 625: 2.9326320337714735e-09
Position 652: 1.5891335001542685e-09
Position 231: 1.3739144182672067e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 231: 0.9929767486349538
Position 277: 0.002357429223732339
Position 837: 0.0010520784721567927
Position 644: 0.0006634231549240391
Position 289: 0.0006274875667603029
Position 171: 0.0005282519401468773
Position 525: 0.0004406716951228072
Position 136: 0.0003960575910312163
Position 411: 0.0003924069286114011
Position 617: 0.00018731986156066464
Position 671: 0.00017705183753040165
Position 633: 0.0001711736982043576
Position 561: 0.00016498909305363298
Position 660: 0.00015522730303311365
Position 387: 0.00013674743119386634
Position 687: 8.614350151746593e-05
Position 381: 8.149548064345912e-05
Position 601: 6.614159838463972e-05
Position 362: 6.413098801097563e-05
Position 99: 5.903629262325876e-05
Position 384: 5.456983049844187e-05
Position 534: 4.250216439632158e-05
Position 783: 3.681954989380894e-05
Position 400: 3.474829626625956e-05
Position 357: 3.46700231431533e-05
Position 158: 3.0038804964287104e-05
Position 849: 2.9222484758352924e-05
Position 177: 2.6736090240134002e-05
Position 375: 1.7556547521129644e-05
Position 706: 1.2053659071319633e-05
Position 813: 8.66782314287253e-06
Position 101: 8.578776137942393e-06
Position 728: 5.01054513503748e-06
Position 475: 4.8993349131422056e-06
Position 507: 4.646648380773489e-06
Position 309: 4.0253097320826335e-06
Position 606: 3.2011067301690494e-06
Position 745: 2.161532747827362e-06
Position 316: 2.117062141639765e-06
Position 339: 1.688782676023731e-06
Position 143: 1.6850095236034433e-06
Position 367: 8.044211577893535e-07
Position 459: 4.7584667410435893e-07
Position 714: 2.7758632731291817e-07
Position 109: 1.9649946479282443e-07
Position 794: 7.665991994365098e-09
