Gene = LOC101735333
index = 119
Annotated 5SS: [160]
Annotated 3SS: [341]
SMsplice 5SS: [160]
SMsplice 3SS: [341]
Partition function (log Z): -3.8601965081214695

Sorted 5' Splice Sites (High to Low Probability):
Position 160: 0.9616429251565233
Position 265: 0.016680093832538403
Position 190: 0.006647491731155886
Position 164: 0.006609244624188303
Position 271: 0.003676555246191617
Position 11: 0.0024463799343307836
Position 142: 0.0017899575046754488
Position 238: 0.0004362926592644728
Position 199: 0.0002630427453753963
Position 153: 8.034551754101812e-05
Position 17: 6.472981025558649e-05
Position 229: 4.505719364224189e-05
Position 107: 2.020498570452951e-05
Position 173: 1.0026429204194677e-05
Position 69: 6.542445025295105e-06
Position 221: 3.036425358996256e-06
Position 77: 2.879637320798252e-06
Position 281: 1.81604096805334e-06
Position 306: 9.896275812667713e-07
Position 690: 8.884190399953752e-07
Position 90: 8.587428883919137e-07
Position 274: 6.489478191168468e-07
Position 668: 2.2093944431252208e-07
Position 383: 1.3588732181964028e-07
Position 4: 7.140709452890369e-08
Position 294: 6.522032126299831e-08
Position 342: 3.8374447659679275e-08
Position 403: 2.275098647461642e-09
Position 348: 3.075691467850328e-10
Position 357: 9.841912604608206e-11
Position 360: 1.3941735564076901e-12
Position 335: 2.746316066780853e-13
Position 333: 5.203037071020909e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 341: 0.9964354595617322
Position 304: 0.0021857982295422217
Position 378: 0.0010488476963896078
Position 95: 0.0003334577853738697
Position 775: 0.00017050898733948376
Position 225: 9.43941625440217e-05
Position 387: 6.723697423771079e-05
Position 394: 2.7819429359318657e-05
Position 124: 1.3831797524808916e-05
Position 259: 9.947356460087069e-06
Position 652: 7.781399256683997e-06
Position 229: 7.39066925742024e-06
Position 98: 6.4394497425992715e-06
Position 121: 5.717163637669171e-06
Position 676: 5.289405454699904e-06
Position 419: 3.2915017772439617e-06
Position 208: 2.455407632228269e-06
Position 638: 1.378840878268014e-06
Position 265: 8.737912209063999e-07
Position 290: 8.455898278046627e-07
Position 281: 4.641835897265117e-07
Position 690: 2.879883517714329e-07
Position 401: 1.9900061144210365e-07
Position 107: 1.9009281499984954e-07
Position 668: 1.8349645922982893e-07
Position 274: 1.8036002388978224e-07
Position 731: 1.2218473901388976e-07
Position 136: 9.83497579924722e-08
Position 389: 2.3392827719722113e-08
Position 695: 1.7090944658531604e-08
Position 173: 8.461110447320011e-09
Position 153: 2.2028936444164874e-09
Position 164: 8.50629670236366e-11
Position 269: 7.96536988374019e-11
