Gene = LOC101743463
index = 582
Annotated 5SS: [310 864]
Annotated 3SS: [ 590 1080]
SMsplice 5SS: [310 864]
SMsplice 3SS: [ 590 1080]
Partition function (log Z): -5.70044063244819

Sorted 5' Splice Sites (High to Low Probability):
Position 310: 0.9178430115029865
Position 864: 0.6365054105249761
Position 1217: 0.15344908382676065
Position 1167: 0.14895558390867533
Position 974: 0.062202641272066664
Position 1163: 0.04892020448973527
Position 928: 0.019207952191150894
Position 791: 0.017108451999387264
Position 71: 0.004710716958413307
Position 1153: 0.0045757565883603225
Position 314: 0.004289322495899625
Position 1048: 0.0029324541765804227
Position 304: 0.0024145936821888575
Position 733: 0.002342447202559299
Position 196: 0.0022373069187811715
Position 1593: 0.002058990035924598
Position 105: 0.0018219746822707161
Position 86: 0.0018058076072960958
Position 1442: 0.0015626195037421549
Position 978: 0.0007351190084510073
Position 140: 0.00041536132535916083
Position 284: 0.00028263828659421975
Position 172: 0.00025064965038173797
Position 1208: 0.0002486084444879038
Position 1349: 0.00022757251788603023
Position 1401: 0.00017530970125774085
Position 1533: 0.00014703365836674009
Position 1310: 0.00012607469612773133
Position 1490: 0.00012431900402030372
Position 32: 8.578919375123599e-05
Position 1245: 7.83751580179769e-05
Position 39: 7.542631186897726e-05
Position 1392: 6.968734364080724e-05
Position 233: 6.114410359449943e-05
Position 854: 5.2907428324614316e-05
Position 821: 4.3812186557156964e-05
Position 936: 4.1702687603273834e-05
Position 1257: 3.3897234720175267e-05
Position 902: 2.8804337342856534e-05
Position 1847: 2.521751058939258e-05
Position 868: 2.3050803811912137e-05
Position 1127: 2.260236997410719e-05
Position 971: 2.197513647867112e-05
Position 685: 1.6449316688934562e-05
Position 562: 1.5522839589442865e-05
Position 1814: 1.3592127856874603e-05
Position 1470: 1.3062084153027752e-05
Position 1497: 1.1567759191684753e-05
Position 1023: 1.0851463861012904e-05
Position 1565: 8.769904334834833e-06
Position 50: 6.915442825980632e-06
Position 841: 6.5933492915308705e-06
Position 905: 6.1965671287745535e-06
Position 221: 5.730682962087536e-06
Position 349: 4.9250241265248275e-06
Position 1753: 4.666526478750227e-06
Position 1683: 4.55806817000074e-06
Position 1266: 3.3819470223150898e-06
Position 1363: 2.9101314555886944e-06
Position 795: 2.688379837994334e-06
Position 1368: 2.6630319484305172e-06
Position 640: 2.576344001024386e-06
Position 245: 2.3472576306609163e-06
Position 1748: 2.2386665239946882e-06
Position 1585: 2.1234447472109985e-06
Position 852: 2.00416534777888e-06
Position 942: 1.8373905958406455e-06
Position 121: 1.594007498151445e-06
Position 1296: 1.5231134465894648e-06
Position 507: 1.2179653138210296e-06
Position 1507: 8.728710830219754e-07
Position 1835: 7.395746700758377e-07
Position 1009: 7.3094772481116e-07
Position 1052: 6.89961896752017e-07
Position 1016: 6.338557336654449e-07
Position 1421: 5.928960432084887e-07
Position 1531: 4.6998524570742413e-07
Position 1454: 4.6145088879475565e-07
Position 1771: 4.076913153501489e-07
Position 1512: 3.66260884885018e-07
Position 1812: 3.3202813070762073e-07
Position 1605: 3.2472426246270394e-07
Position 985: 2.3458673970615796e-07
Position 1867: 7.177721909573994e-08
Position 1003: 7.085306474546127e-08
Position 1820: 4.8220103917622536e-08
Position 597: 1.7138793090746586e-08
Position 1690: 1.2564950878685191e-08
Position 1649: 1.2259751267273701e-08
Position 626: 1.2142067623668128e-08
Position 1042: 9.873727689215594e-09
Position 1818: 8.682336389674299e-09
Position 1001: 4.8752026794039695e-09
Position 1881: 1.3784498333459735e-09
Position 1640: 2.4320311062894155e-10
Position 1696: 8.209240567481393e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 1080: 0.6364075126070055
Position 590: 0.6182250894707789
Position 1652: 0.5587118541761722
Position 1009: 0.07303370701497751
Position 1454: 0.031913199777125714
Position 546: 0.02020308599413582
Position 652: 0.014237136067083616
Position 1281: 0.012250652517778224
Position 1166: 0.010827275084377117
Position 655: 0.00982790074852927
Position 841: 0.008319894828089373
Position 1592: 0.008280413111674989
Position 700: 0.005439844675587592
Position 675: 0.004792553896388364
Position 1934: 0.003744473572777938
Position 803: 0.0035810700960541703
Position 1656: 0.00335300699114886
Position 1713: 0.002506468632404339
Position 1114: 0.0024061877003041035
Position 168: 0.0017595699324698386
Position 702: 0.0012802447346044437
Position 774: 0.0008589451202276352
Position 758: 0.0007638814265270146
Position 640: 0.000693877004426291
Position 821: 0.0006158479831258272
Position 1722: 0.0005658071265793894
Position 597: 0.0004447709646688095
Position 1421: 0.00035101677595380474
Position 1023: 0.0002605932437257099
Position 902: 0.0002575549336521295
Position 1048: 0.0002343499014892729
Position 1867: 0.00023402065335550193
Position 221: 0.00021373013808052081
Position 1497: 0.00021277849596825553
Position 1303: 0.0001637226409516901
Position 1728: 0.00013450404968256137
Position 1323: 0.0001273476962400364
Position 507: 0.00012618578063631667
Position 905: 0.00010836195298915456
Position 1687: 9.524175197234506e-05
Position 1531: 8.273208926625866e-05
Position 709: 7.7335937510481e-05
Position 140: 6.342650398171123e-05
Position 928: 6.260440416456476e-05
Position 1208: 5.630424687778974e-05
Position 868: 5.38792211540188e-05
Position 172: 4.9969378099445574e-05
Position 1766: 4.716580260799984e-05
Position 971: 4.6381336225504776e-05
Position 1284: 4.056358196037255e-05
Position 562: 3.448016765303878e-05
Position 1897: 3.336604965145455e-05
Position 196: 3.332171662499546e-05
