Gene = Selenos
index = 961
Annotated 5SS: [ 141  818 3858 7388 7623]
Annotated 3SS: [ 682 3750 7297 7543 9117]
SMsplice 5SS: [ 141  818 3858 7388 7623]
SMsplice 3SS: [ 682 3750 7297 7543 9117]
top_k =  500
Partition function (log Z): 3.2856189544547094

Sorted 5' Splice Sites (High to Low Probability):
Position 3858: 0.9848637233193658
Position 7623: 0.9795361608829236
Position 7388: 0.9370441470638564
Position 818: 0.7580437327066532
Position 141: 0.7418702250227495
Position 6594: 0.4483202166095246
Position 170: 0.2488964912093835
Position 9237: 0.22957776211153572
Position 6150: 0.2121262885157993
Position 3569: 0.13241897365313138
Position 8664: 0.1266018914413692
Position 3579: 0.12431634771153077
Position 3211: 0.11908632824578763
Position 6427: 0.10851345801398722
Position 4111: 0.06466662548772306
Position 8567: 0.06443557842236808
Position 1377: 0.05843690251998866
Position 8668: 0.04938392366292049
Position 8300: 0.049107783861430505
Position 5868: 0.048658455911123985
Position 2062: 0.04393489693675238
Position 6637: 0.04247580996694221
Position 8309: 0.03400935809847196
Position 2423: 0.03091976362745224
Position 7998: 0.023561258910561142
Position 4512: 0.01908678762433559
Position 576: 0.01575759660996153
Position 3195: 0.013066247394409163
Position 890: 0.011505557186972874
Position 8536: 0.01133274429528313
Position 9301: 0.008480621680911217
Position 7620: 0.007814307438446803
Position 8718: 0.007582483003716787
Position 994: 0.00655871938288275
Position 9211: 0.006538096550234131
Position 4467: 0.00522502873640853
Position 832: 0.004325097946011234
Position 2237: 0.0041399920864600035
Position 3399: 0.0041269225331799385
Position 2943: 0.0038380423643401677
Position 6126: 0.0036472771086989383
Position 862: 0.003619766303459691
Position 5311: 0.0033078302406301676
Position 134: 0.003230367875703211
Position 6222: 0.0028316510924570144
Position 2709: 0.002756483352606339
Position 4115: 0.0027273086130795024
Position 2809: 0.002474737091359211
Position 2069: 0.00226501759450258
Position 9427: 0.0020711968393291153
Position 611: 0.0018468688488228815
Position 6069: 0.001537196704865873
Position 1031: 0.0014815194720947313
Position 2450: 0.001215894956789443
Position 811: 0.0011347449828011096
Position 8638: 0.0009473543167206071
Position 3232: 0.0009139192810727564
Position 2925: 0.0008861395275275016
Position 962: 0.000795835564351392
Position 711: 0.0007676330409709689
Position 7398: 0.0007659798680335239
Position 829: 0.0006646278816637015
Position 1324: 0.0005850926876782186
Position 606: 0.0005464190831971791
Position 7693: 0.0005455965913305145
Position 4107: 0.0005413279450157494
Position 2027: 0.0005269571636939939
Position 174: 0.0005173920886939223
Position 1694: 0.0004693631885772183
Position 4530: 0.00046161696454615153
Position 3520: 0.0004517321418268671
Position 2703: 0.0004440517229600681
Position 391: 0.0004174023536082321
Position 570: 0.000366561858714321
Position 253: 0.0003057420075913802
Position 6732: 0.00027976228413643353
Position 88: 0.00017507772545640517
Position 501: 0.00013606373001086853
Position 9572: 0.00012067403479498532
Position 7252: 0.00011377538471494786
Position 7279: 0.00010563846171792242
Position 512: 0.00010081206915528788
Position 40: 9.739672453417268e-05
Position 526: 9.284938857783787e-05
Position 551: 8.188911440385874e-05
Position 368: 7.402415451248004e-05
Position 1037: 6.131374505812979e-05
Position 441: 5.828356297528663e-05
Position 326: 5.586094383399471e-05
Position 296: 4.8603180196862405e-05
Position 340: 4.690086242397049e-05
Position 520: 4.5977041367986616e-05
Position 56: 2.851882312615076e-05
Position 44: 2.1444053122324746e-05
Position 50: 2.0853277626942277e-05
Position 389: 1.9880510971688222e-05
Position 196: 1.9054758065988276e-05
Position 451: 1.8885047890219913e-05
Position 226: 1.880777495896012e-05
Position 509: 1.658380251924447e-05
Position 866: 1.2109549281000933e-05
Position 822: 8.895238269077319e-06
Position 924: 8.337099847543616e-06
Position 371: 7.4813884346588945e-06
Position 403: 7.1925433414586435e-06
Position 1015: 3.6831064751623002e-06
Position 850: 2.5780147119067863e-06
Position 37: 2.3042659569476243e-06
Position 321: 1.8614786807550833e-06
Position 4128: 1.8295971237063843e-06
Position 9217: 1.233773831848648e-06
Position 650: 1.959184275143562e-07
Position 930: 5.843290357040109e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 9117: 0.9846312572058531
Position 3750: 0.9632540261352434
Position 7543: 0.9235420107810027
Position 7297: 0.7958568345658681
Position 682: 0.7767132209992835
Position 6499: 0.4910757888606032
Position 3469: 0.23689266609192394
Position 9339: 0.15149842300650235
Position 8501: 0.1504388600056399
Position 6054: 0.11685181718357635
Position 3124: 0.11245857086303353
Position 6324: 0.09010705697654904
Position 8463: 0.08893045149869996
Position 7148: 0.07040722866073074
Position 5976: 0.061351427004791646
Position 7237: 0.049522404984975996
Position 8154: 0.048293094066808456
Position 9456: 0.04787607054890544
Position 1882: 0.033870373900684536
Position 7550: 0.03283682877513398
Position 6028: 0.030972273831423924
Position 5825: 0.030916831604256564
Position 4013: 0.030853333870809175
Position 1158: 0.02853977713129695
Position 8212: 0.025059191148338614
Position 3304: 0.022642694520167164
Position 5782: 0.021310662319397638
Position 1260: 0.01832032167276865
Position 7195: 0.017996033196933065
Position 3985: 0.01609845674213669
Position 8331: 0.015103591032422963
Position 9453: 0.015022188699249202
Position 3770: 0.014836513383287757
Position 2312: 0.014801527395118967
Position 3943: 0.014685066075087782
Position 7496: 0.010050747216873289
Position 9703: 0.009781853872770318
Position 3121: 0.009596247769016918
Position 6265: 0.009272870195106577
Position 4380: 0.009029714692214356
Position 8389: 0.00883919967165883
Position 6005: 0.008751039371434254
Position 7589: 0.00838400277274641
Position 432: 0.007876252504408297
Position 7804: 0.007571591674495184
Position 2740: 0.0075249438574631535
Position 3705: 0.007329393016078643
Position 6309: 0.007301294743679015
Position 2389: 0.0071824632778977925
Position 7524: 0.006927035773795297
Position 8159: 0.006684627293203259
Position 2348: 0.006672378286304343
Position 725: 0.0064453204957155
Position 7855: 0.005912091278738626
