Gene = Eif3c
index = 368
Annotated 5SS: [   64   333  1709  1996  2785  3169  3408  3846  7559  7777  8728  9040
  9239  9702 10129 14437 18649 18806 18977 19227]
Annotated 3SS: [  191  1642  1805  2658  3113  3300  3720  7398  7672  8585  8913  9144
  9510  9903 14072 18488 18739 18888 19063 19330]
SMsplice 5SS: [  263  1559  1709  1996  2785  3169  3408  3854  7559  7777  8728  9040
  9239  9702 10129 18649 18806 18977 19227]
SMsplice 3SS: [ 1473  1642  1805  2658  3113  3300  3720  7398  7655  8585  8913  9144
  9510  9903 18488 18739 18888 19063 19330]
top_k =  500
Partition function (log Z): 46.36986923586455

Sorted 5' Splice Sites (High to Low Probability):
Position 18806: 0.9905247903277212
Position 3169: 0.9905089694546406
Position 2785: 0.98419026641815
Position 18649: 0.9591967133411001
Position 18977: 0.9471889035184848
Position 7559: 0.9297382151831455
Position 9040: 0.9183921339967146
Position 8728: 0.9176181653029624
Position 9239: 0.9023967986311274
Position 1709: 0.8994970500844685
Position 19227: 0.8957083369140116
Position 7777: 0.8950431393874477
Position 3408: 0.8426070692833079
Position 9702: 0.8185738979117391
Position 10129: 0.7767743932237602
Position 263: 0.7067422380671983
Position 1559: 0.6711484110713702
Position 14437: 0.6667848028910349
Position 3854: 0.568297044709707
Position 1996: 0.5165833498774387
Position 17308: 0.5087947232249587
Position 64: 0.47109034030958163
Position 3846: 0.4301212023391375
Position 14247: 0.3883145921611148
Position 333: 0.23096913171606434
Position 5713: 0.20278698768313597
Position 1940: 0.18685371335834505
Position 2547: 0.1695483927694912
Position 7265: 0.1564193298036651
Position 15329: 0.15416628238000873
Position 9589: 0.14806253633946392
Position 5764: 0.11305535759426848
Position 17488: 0.08995516526389877
Position 7751: 0.08248291757740654
Position 18327: 0.0794527379328254
Position 19231: 0.0765491541000147
Position 10133: 0.0714459796581179
Position 3424: 0.06763800324035481
Position 1720: 0.06430196276321826
Position 5876: 0.06257539511419798
Position 3422: 0.05924329317582811
Position 4185: 0.05218667112274151
Position 7568: 0.047093544480274266
Position 8194: 0.04643499052012354
Position 17268: 0.03774314821298814
Position 14780: 0.03100231621866772
Position 8010: 0.030628321464084167
Position 14892: 0.030222179096882174
Position 4293: 0.029494380676137598
Position 463: 0.025955423350605362
Position 1724: 0.023499371325146644
Position 18990: 0.02036593636817609
Position 18670: 0.018417545042342404
Position 14412: 0.018151379353156354
Position 8779: 0.016615436465081207
Position 1922: 0.015481735396151863
Position 17883: 0.014167900861091397
Position 2806: 0.013976847530945644
Position 7961: 0.013751778781812787
Position 3337: 0.012027531894427049
Position 16327: 0.011601716531202448
Position 14265: 0.011382585073529369
Position 2353: 0.009762621499965362
Position 7532: 0.00965519241630985
Position 10056: 0.00940899674374724
Position 15425: 0.009026417491683054
Position 2349: 0.008497769656563068
Position 7539: 0.008465028700393989
Position 18993: 0.00834111316488385
Position 9715: 0.007828409270549138
Position 13555: 0.007706457114453006
Position 9014: 0.007599480355460951
Position 7186: 0.007318043837867458
Position 3505: 0.007239878918573129
Position 1872: 0.0063068593479479506
Position 12212: 0.006291891849069598
Position 3433: 0.006026020776226684
Position 2020: 0.005754363290996755
Position 383: 0.0046450241795350285
Position 9056: 0.004616467334100862
Position 19435: 0.004530602064465662
Position 10137: 0.004485903871754637
Position 5421: 0.004203764737437639
Position 19006: 0.003955503813124281
Position 3649: 0.003773540457463737
Position 12245: 0.003366194968294159
Position 1841: 0.003232217077469081
Position 1731: 0.0028469174208006942
Position 1573: 0.00245871620732647
Position 310: 0.0024030851812247233
Position 359: 0.002253341489160676
Position 5220: 0.0021070240643220003
Position 14194: 0.0020022849253614606
Position 18599: 0.001983779172682287
Position 612: 0.0019197580056347784
Position 10168: 0.001918107433586464
Position 8718: 0.0018787416449391856
