Gene = Jtb
index = 603
Annotated 5SS: [ 444  636  915 2406]
Annotated 3SS: [ 597  831 2325 3785]
SMsplice 5SS: [ 444  636  915 2406]
SMsplice 3SS: [ 597  831 2268 3785]
top_k =  500
Partition function (log Z): -3.2493149757644257

Sorted 5' Splice Sites (High to Low Probability):
Position 915: 0.7354085769728665
Position 2406: 0.6951671824203226
Position 636: 0.6458226110657167
Position 444: 0.42538729494765304
Position 947: 0.2478707531519716
Position 150: 0.16301588448564386
Position 342: 0.12685138337242227
Position 718: 0.126121189867546
Position 162: 0.035248947681696625
Position 614: 0.03250616417175239
Position 1983: 0.030002591793308983
Position 2740: 0.025973149581903335
Position 541: 0.018194057846183862
Position 2355: 0.012471812130784356
Position 3627: 0.01185153163234755
Position 3588: 0.010576692639948046
Position 328: 0.01045631852326894
Position 3100: 0.008244653433300886
Position 537: 0.008066459986575751
Position 1056: 0.006014279466923008
Position 3712: 0.004033991113141179
Position 71: 0.0038418079754664216
Position 3916: 0.0025986794617265767
Position 640: 0.0021050431559848973
Position 2761: 0.0019595485490677697
Position 185: 0.0018284988363538141
Position 919: 0.0017461149842068686
Position 1758: 0.001663182121526347
Position 3877: 0.001492964721555928
Position 452: 0.0014042059836149351
Position 3732: 0.0013700749731646409
Position 2431: 0.0012293354702638149
Position 420: 0.001164328245591031
Position 692: 0.000973187052165487
Position 448: 0.000966473099189065
Position 3956: 0.0008439884517136048
Position 3981: 0.0007002531353426079
Position 2943: 0.0006053586099626215
Position 3933: 0.0006019221254966896
Position 3964: 0.0005751022006577509
Position 202: 0.0005631635616487852
Position 659: 0.00054885787729476
Position 243: 0.000388195607590535
Position 65: 0.0003012466777552239
Position 3345: 0.00029212884118997765
Position 2861: 0.000277728963998001
Position 383: 0.0002652926623622748
Position 78: 0.00019212522501956623
Position 530: 0.00018481959789075328
Position 683: 0.0001568923587606874
Position 674: 0.0001256327585718277
Position 492: 4.540761971832669e-05
Position 19: 4.3132091543633276e-05
Position 240: 2.9915049827436523e-05
Position 876: 2.791387768717679e-05
Position 271: 2.5916067289095852e-05
Position 254: 2.4754995441938982e-05
Position 410: 1.7670156529340672e-05
Position 568: 1.2078316775475031e-05
Position 927: 1.0649094483792486e-05
Position 745: 9.50874223014475e-06
Position 747: 7.902849252184093e-06
Position 1347: 6.635356014160126e-06
Position 550: 5.456433024749353e-06
Position 8: 1.7705098109064233e-06
Position 898: 6.476209186920861e-07
Position 571: 5.380478553456382e-07
Position 889: 2.1266691812822358e-07
Position 857: 1.4218287664534394e-07
Position 930: 1.384531003906179e-07
Position 869: 1.3467304897126038e-07
Position 853: 1.0108404020381032e-07
Position 831: 7.591970243722604e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 831: 0.992808867186284
Position 3785: 0.75591672617014
Position 597: 0.5300235190147214
Position 2268: 0.41900912958682873
Position 2325: 0.17420934561734533
Position 3544: 0.10479964607218642
Position 2353: 0.05378234567159882
Position 527: 0.038379439197061216
