Gene = Psph
index = 871
Annotated 5SS: [  495  8088  8428 15974 16844 18211 21031]
Annotated 3SS: [ 8004  8200 15816 16708 18064 20881 21550]
SMsplice 5SS: [  260  8088  8428 15974 16844 18211 21031]
SMsplice 3SS: [ 8004  8200 15816 16708 18064 20881 21550]
top_k =  500
Partition function (log Z): -2.0968979827357868

Sorted 5' Splice Sites (High to Low Probability):
Position 8088: 0.9938323512620469
Position 8428: 0.9655843873048592
Position 16844: 0.9527559421846541
Position 18211: 0.9411020271477002
Position 15974: 0.47882166329878306
Position 260: 0.32709699384837826
Position 16006: 0.3221882259922822
Position 21031: 0.2972030715906146
Position 290: 0.28499745025366885
Position 20517: 0.2598205116840812
Position 21425: 0.23552975146037652
Position 10620: 0.21019152094114993
Position 8938: 0.14881241477537827
Position 11204: 0.14283585810266583
Position 859: 0.12823944649149463
Position 20941: 0.12603311116939828
Position 15008: 0.11418301098204867
Position 20318: 0.09928129525610313
Position 16463: 0.09345417319680895
Position 358: 0.09180949610820766
Position 20594: 0.08660633529782977
Position 1303: 0.06956597553554998
Position 1439: 0.06667450764869884
Position 9246: 0.06154912193608424
Position 9250: 0.06113262788830851
Position 11161: 0.04374406007402036
Position 21454: 0.043118673731691
Position 20927: 0.04274284806514825
Position 615: 0.034869600247735937
Position 13458: 0.03484792604829902
Position 8388: 0.032936210058508254
Position 20758: 0.03273345806425469
Position 7138: 0.024882395095124302
Position 694: 0.023353003236456265
Position 10664: 0.02289016030077199
Position 365: 0.02236635206181589
Position 13452: 0.01835101109452802
Position 338: 0.01729421599260453
Position 15001: 0.017276628847875758
Position 21655: 0.015037197757948926
Position 495: 0.014553614595081314
Position 4142: 0.014041227219574659
Position 9308: 0.01402607823101295
Position 1891: 0.01249221802160669
Position 1211: 0.01186467259192677
Position 7533: 0.01111015956276658
Position 20708: 0.009212450728377708
Position 21035: 0.0077484820973974565
Position 19380: 0.005880580378397411
Position 8810: 0.00564954082081704
Position 12495: 0.005463676996235914
Position 21709: 0.005106710799536396
Position 21411: 0.005097503646825778
Position 20581: 0.004735029664306955
Position 21076: 0.003806816366304976
Position 9912: 0.0025484022937544864
Position 8291: 0.0021087247764027812
Position 8682: 0.0018352412559142135
Position 21093: 0.0015897915800624851
Position 21045: 0.0015683456766992505
Position 8716: 0.0011939573753370022
Position 20949: 0.001184235391927516
Position 10215: 0.0011568505690839888
Position 21072: 0.0009663631594316885
Position 10073: 0.0009645213587078392
Position 265: 0.0009337900806344012
Position 644: 0.0008615453809493556
