Gene = Gemin7
index = 431
Annotated 5SS: [ 56 515]
Annotated 3SS: [ 278 8146]
SMsplice 5SS: [ 515 4086 4560]
SMsplice 3SS: [3940 4472 8146]
top_k =  500
Partition function (log Z): -10.864927191186196

Sorted 5' Splice Sites (High to Low Probability):
Position 4086: 0.6123871375971406
Position 4560: 0.5673395438170232
Position 515: 0.49425073306874184
Position 56: 0.2793324418999236
Position 2395: 0.20022035382778514
Position 917: 0.1695203449579803
Position 907: 0.16545471516344434
Position 2351: 0.1008215430228726
Position 1541: 0.06394874988344586
Position 785: 0.04807992481352121
Position 1910: 0.042565595205084995
Position 4473: 0.039642874011596364
Position 6069: 0.033445710297709465
Position 6824: 0.021907587389561695
Position 4651: 0.01839981122369232
Position 4556: 0.016636616306703635
Position 1169: 0.015250263272107272
Position 58: 0.01474297656266232
Position 8380: 0.014482475785436343
Position 3982: 0.012773661801343806
Position 128: 0.007735329103327384
Position 2368: 0.0061967503932377046
Position 5420: 0.006056586187132768
Position 3969: 0.005735118813141958
Position 6988: 0.0036558342761707067
Position 249: 0.0034512387048566567
Position 817: 0.0013597294476166847
Position 894: 0.0005241492875977607
Position 1870: 0.0005086652867255372
Position 1142: 0.0004251066968937106
Position 4892: 0.0003109062680410852
Position 1108: 0.0002997694552069952
Position 605: 0.00024054597803092266
Position 406: 0.00023756236050738444
Position 548: 0.00023470986315033128
Position 232: 0.00020375729335330388
Position 329: 0.00015040478799743494
Position 562: 0.0001003177893488797
Position 641: 8.497705184642629e-05
Position 299: 6.629863793926686e-05
Position 739: 4.393981957152524e-05
Position 338: 3.921593283724829e-05
Position 634: 3.803676782925527e-05
Position 467: 1.3386776325354247e-05
Position 929: 9.133292381812863e-06
Position 164: 5.750666834238774e-06
Position 484: 4.1939371105839216e-06
Position 482: 2.3438436196491506e-06
Position 304: 2.179554616977827e-06
Position 526: 1.033263656737359e-06
Position 237: 9.531737459006153e-07
Position 529: 8.833919066155414e-07
Position 131: 8.408843544918221e-07
Position 264: 1.5286291481795832e-07
Position 382: 8.654583685006209e-10
Position 429: 6.414254516650956e-11
Position 519: 8.950838388742658e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 4472: 0.5903761012921692
Position 8146: 0.4529554076095862
Position 3940: 0.38479373574119824
Position 2241: 0.28989438891949826
Position 3907: 0.2299169878264637
Position 5962: 0.10663441512749963
Position 4330: 0.09297862684813434
Position 6726: 0.06812532012357496
Position 784: 0.06335680831250237
Position 4397: 0.061839160619439636
Position 278: 0.05927153882244347
Position 3382: 0.04244960868236111
Position 5237: 0.02727057366625356
Position 8191: 0.027247949840945314
Position 5325: 0.026995613442709593
Position 1720: 0.023564167142887785
Position 3874: 0.019107496254755964
Position 8472: 0.018232648347278974
Position 672: 0.018139320454631708
Position 7388: 0.01781171357499987
Position 2269: 0.017798860723769724
Position 1089: 0.017795719349616445
Position 5777: 0.017355055129962674
Position 6905: 0.016880389031148392
Position 8252: 0.016441243907511477
Position 800: 0.016137290926371332
Position 1273: 0.015352049264346392
Position 8110: 0.013414011965785188
Position 813: 0.01145554780424052
Position 1770: 0.010884523092469013
Position 3752: 0.009950151018415253
Position 1312: 0.00975543569723649
Position 3775: 0.009631596420767365
Position 2245: 0.00941170598874334
Position 7759: 0.009051670341294428
Position 1244: 0.008182911370818296
Position 127: 0.007672513288314535
Position 618: 0.007566614777203497
Position 686: 0.00631610819853533
Position 249: 0.006087873099948221
Position 694: 0.006049610022104058
Position 4003: 0.005805747417646377
Position 7515: 0.005495868837824655
Position 1805: 0.004618903957133411
Position 6450: 0.004192018759985321
Position 8150: 0.004064819097265429
Position 7962: 0.003821945570023226
Position 5175: 0.003688140077651553
Position 3981: 0.0035130172439659783
Position 4402: 0.003321925469014891
Position 5020: 0.003223232298551906
Position 1278: 0.0027843386630633502
Position 1353: 0.0026676478856784494
Position 7312: 0.002645423278211773
Position 6360: 0.002580514791561726
Position 1434: 0.0025434702992533755
Position 4200: 0.0023163207351070986
Position 4782: 0.0022053163863061105
Position 1350: 0.0021749504201188695
Position 6006: 0.0021660899079393252
Position 877: 0.002117152741943733
Position 1003: 0.0020809954624327795
Position 816: 0.001984533458511215
Position 5722: 0.0019018792469711722
Position 2161: 0.001885291681433795
Position 5179: 0.0018321118653151147
Position 2307: 0.0018080325220384275
Position 5028: 0.0017350351680077837
Position 1011: 0.0015975480655651658
Position 756: 0.0015139262930122268
Position 4215: 0.0014898036071299267
Position 6767: 0.0014645481475100673
Position 4492: 0.001390764819226891
Position 823: 0.001372522550326485
Position 1641: 0.0012542097360380916
Position 4973: 0.0012137026842473256
Position 1249: 0.0011607142752857748
Position 4521: 0.0010585966634348927
Position 6269: 0.0009848745318231324
Position 4232: 0.0008489597407983022
Position 425: 0.000689128591850486
Position 2062: 0.0006745903366096651
Position 1303: 0.0006714597308305727
Position 4753: 0.0006547614797877783
Position 4794: 0.0006089368292404463
Position 1431: 0.000572549342643569
Position 178: 0.000559239420437412
Position 1888: 0.0005581762941051933
Position 2743: 0.0005450099153838196
Position 1842: 0.0005089343572102099
Position 4837: 0.0004972149094236658
Position 4886: 0.00048460664565383644
Position 3003: 0.00045219882993946373
Position 1437: 0.00038223460091140035
Position 1793: 0.0003808344798253844
Position 3536: 0.0003333473795714991
Position 1576: 0.0002290592553048741
Position 655: 0.0002049294894928785
Position 622: 0.00012366361084512233
Position 749: 0.00012139093768670172
Position 1445: 0.00011397160252852322
Position 1693: 0.0001090390773136875
Position 1726: 9.816212705347657e-05
Position 4351: 6.914838970201711e-05
Position 314: 6.846894116296487e-05
Position 715: 6.475817873601792e-05
Position 367: 6.40344335848865e-05
Position 1096: 6.146425449222045e-05
Position 3789: 5.802533579982569e-05
Position 4054: 5.715975105104723e-05
Position 702: 4.908666542664963e-05
Position 405: 3.903622740924838e-05
Position 552: 3.216969604046143e-05
Position 1124: 2.987636266513459e-05
Position 316: 2.6044839288207692e-05
Position 683: 1.0091463596041906e-05
Position 286: 8.845999224512808e-06
Position 338: 8.321449077979807e-06
Position 857: 8.072024042006936e-06
Position 135: 7.100163402486263e-06
