Gene = Irak1bp1
index = 593
Annotated 5SS: [  800  7944 16890]
Annotated 3SS: [ 7877 16758 16986]
SMsplice 5SS: [   82  7944 16890]
SMsplice 3SS: [ 7877 16758 16986]
top_k =  500
Partition function (log Z): -12.191019454566153

Sorted 5' Splice Sites (High to Low Probability):
Position 800: 0.5207440446456035
Position 82: 0.4405104338812708
Position 7944: 0.43920353648244576
Position 316: 0.3772281139366007
Position 8499: 0.313720000857944
Position 7955: 0.26771935348456316
Position 1142: 0.1987576032493061
Position 963: 0.1156461997295002
Position 2329: 0.11079845992359104
Position 968: 0.09448815634806457
Position 3968: 0.09149622810661127
Position 1838: 0.06251471070177803
Position 8476: 0.05082522117682407
Position 4295: 0.045699805323064085
Position 1369: 0.039069019030951585
Position 647: 0.03558776826029871
Position 8262: 0.031423460371545156
Position 4967: 0.026082022200628153
Position 3501: 0.02297908797463922
Position 704: 0.013411888803843912
Position 4174: 0.011794202527987976
Position 3706: 0.010833475448808222
Position 5076: 0.008244920524708507
Position 1852: 0.0033124895437624284
Position 636: 0.002127274830339055
Position 830: 0.0018613780699855854
Position 295: 0.0010863714736036932
Position 722: 0.0009707005455250586
Position 665: 0.0009668431739883151
Position 66: 0.0008915723663138256
Position 1478: 0.0005397296430402189
Position 490: 0.0005325615876731282
Position 744: 0.0005194326344572231
Position 3818: 0.0004570382032632183
Position 1933: 0.00044136248033583496
Position 1157: 0.000374478740842035
Position 641: 0.0003712980887284431
Position 692: 0.00035653061337725684
Position 242: 0.0003230390741979862
Position 518: 0.0003193129829275673
Position 746: 0.0002714076748005837
Position 1335: 0.00021507649254295434
Position 165: 0.0002102753903709049
Position 258: 0.00020966811015986602
Position 698: 0.00019285562718454014
Position 1890: 0.00018376801411401752
Position 1482: 0.0001372244807724026
Position 1393: 0.00013596453998105876
Position 127: 0.0001241478650451251
Position 2250: 0.00011308204759057804
Position 459: 8.436922823933195e-05
Position 1495: 5.255088567975755e-05
Position 793: 4.0205200635042704e-05
Position 96: 3.844867236718294e-05
Position 1868: 3.499967673958841e-05
Position 611: 3.4508729080736514e-05
Position 750: 3.1617685732338784e-05
Position 247: 2.44223725450719e-05
Position 1225: 2.1316735115524192e-05
Position 331: 2.0773301826285366e-05
Position 1146: 2.0738978058160967e-05
Position 27: 1.7906862761248746e-05
Position 819: 1.7895414697117392e-05
Position 1416: 1.603715567046659e-05
Position 1137: 1.557522552296599e-05
Position 667: 9.796848001982349e-06
Position 520: 4.393525329253758e-06
Position 4: 1.3469377042904583e-06
Position 30: 1.1882540029822593e-07
Position 435: 1.0881063598784677e-07
Position 364: 6.361543326939835e-08
Position 333: 5.649018026123831e-08
Position 533: 1.1537265839464535e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 7877: 0.9068711363653623
Position 8394: 0.4221075258351268
Position 583: 0.19118198574623738
Position 11043: 0.17483331903313956
Position 10043: 0.16844210482272054
Position 866: 0.1338578030106069
Position 1010: 0.12889252743282076
Position 909: 0.10827002605805765
Position 14223: 0.10404714711683719
Position 3906: 0.09782430699353734
Position 1738: 0.08662480325924493
Position 378: 0.08661563004386985
Position 8415: 0.07566284252116966
Position 589: 0.07410422457910547
Position 2044: 0.0637771495565106
Position 8687: 0.055957335921535976
Position 4117: 0.05561152307204399
Position 3388: 0.05199303195342778
Position 2134: 0.047177359558830026
Position 1330: 0.044221016308881186
Position 10395: 0.04339226462255229
Position 4858: 0.034852117286101776
Position 878: 0.024089412652908294
Position 14572: 0.01989229309774801
Position 1053: 0.01712029211681257
Position 8568: 0.012620676385499331
Position 4017: 0.01062670422258191
Position 8892: 0.008352147005312956
Position 8352: 0.008003728471444916
Position 177: 0.00748373409200992
Position 619: 0.007160355854423771
Position 664: 0.0068522070938698745
Position 9096: 0.006202314760293533
Position 675: 0.005717671881630709
Position 8543: 0.005377941190239004
Position 304: 0.005354888985086013
Position 3346: 0.004742163359716337
Position 8184: 0.004511052154662332
Position 202: 0.004043567191716854
Position 1101: 0.0031943704378473827
Position 414: 0.0028446208820360973
Position 1025: 0.002831930430615144
Position 686: 0.002003986126831486
Position 2057: 0.0019064371568436348
Position 476: 0.0018816255701954916
Position 640: 0.001776871847787833
Position 7274: 0.0016903244744169662
Position 219: 0.001610966735766873
Position 4560: 0.001577201150752663
Position 1516: 0.0015679975294428685
Position 8669: 0.0013102533845602384
Position 338: 0.0011295750400325429
Position 1006: 0.000878364140635278
Position 7410: 0.0007811979984345135
Position 253: 0.0006966997320133862
Position 711: 0.0005178449644849976
Position 1368: 0.00046589415667182407
Position 632: 0.00046140081321868195
Position 1188: 0.0003407566645491377
Position 651: 0.00025596262701794694
Position 1306: 0.0002501759883075906
Position 775: 0.0002395713192104738
Position 485: 0.00020506418170967733
Position 718: 0.0001681904116762984
Position 179: 0.00015357959606106478
Position 708: 0.00014396192390478245
Position 1244: 0.0001365112564860456
Position 418: 0.0001195221214842157
Position 1058: 0.0001098071984160573
Position 280: 0.00010529914739889743
Position 225: 8.643296911134822e-05
Position 145: 8.476866919187985e-05
Position 210: 6.686490406837478e-05
Position 733: 5.775741674734707e-05
Position 233: 4.934043205322757e-05
Position 1172: 4.845046045776099e-05
Position 428: 4.5470759254581715e-05
Position 742: 4.514045276876148e-05
Position 739: 4.1036837962143025e-05
Position 704: 4.099136407109363e-05
Position 275: 3.261689007945527e-05
Position 285: 2.3910449676305252e-05
Position 787: 1.1361114013729523e-05
Position 784: 9.923690858689602e-06
Position 799: 9.6327174641406e-06
Position 230: 8.079086282807611e-06
Position 916: 7.705793429233488e-06
Position 824: 5.263133475866124e-06
Position 790: 4.427858331545147e-06
Position 777: 2.0198001478181867e-06
Position 312: 1.833089835638022e-06
Position 109: 1.003345996373322e-06
Position 289: 7.24616290077561e-07
Position 141: 6.579728184496243e-07
Position 106: 7.869068266518484e-08
Position 112: 3.1357406189365575e-08
Position 86: 2.0285910930449703e-08
Position 66: 2.7162910790071436e-09
Position 315: 2.646914762211804e-09
Position 96: 2.3199321769167443e-09
