Gene = Nkapd1
index = 751
Annotated 5SS: [ 237 1982 5088 7165 8093]
Annotated 3SS: [1904 4986 7014 8038 9527]
SMsplice 5SS: [ 237 1982 5088 7165 9710]
SMsplice 3SS: [ 1904  4986  7014  9573 10246]
top_k =  500
Partition function (log Z): -1.1527047940723225

Sorted 5' Splice Sites (High to Low Probability):
Position 7165: 0.9827737972992348
Position 237: 0.8282891559321586
Position 5088: 0.8152593009034722
Position 1982: 0.8152094496111343
Position 9710: 0.6768473546954957
Position 6914: 0.29756212396544457
Position 632: 0.29683198893270385
Position 8093: 0.1902816034390262
Position 5093: 0.17796148849868484
Position 807: 0.17724846789405468
Position 9952: 0.1538470136503181
Position 7548: 0.1132971684202979
Position 3584: 0.07005852244721911
Position 3605: 0.06757560524414193
Position 2570: 0.05257877891084759
Position 2544: 0.04923732288395924
Position 3296: 0.046446267515707164
Position 10005: 0.04599144204440558
Position 143: 0.04147711660049733
Position 6331: 0.03850750582125882
Position 3686: 0.037841236492699305
Position 6055: 0.036941382565567685
Position 4463: 0.031877062605791553
Position 243: 0.027771174449324115
Position 5862: 0.026016997259778657
Position 8726: 0.015668030441307084
Position 7860: 0.014222946131463226
Position 8097: 0.010791423852704016
Position 9092: 0.010538194987938036
Position 653: 0.010455253438088147
Position 6752: 0.009187098521523145
Position 6831: 0.008296936115726298
Position 9988: 0.007541705612256332
Position 5804: 0.006566259403133635
Position 3672: 0.00621625864458584
Position 6848: 0.004859811207034336
Position 6702: 0.0043271747888926505
Position 685: 0.003881420465558257
Position 2062: 0.003676184959614308
Position 3538: 0.0032437010528565176
Position 3632: 0.0032327429244955867
Position 811: 0.0030366736250113497
Position 6765: 0.003023229513429309
Position 136: 0.003016953789683901
Position 646: 0.0024421547901915456
Position 3660: 0.002284640277199763
Position 2029: 0.002056996114077984
Position 3801: 0.0020289197696098755
Position 10114: 0.0018425981397172328
Position 898: 0.0016789199684071226
Position 1113: 0.0016735255324539578
Position 27: 0.0016484290750832505
Position 518: 0.0015900422810674214
Position 4691: 0.0014624089791445503
Position 3287: 0.0014269926563846406
Position 7434: 0.0013900968020481674
Position 2241: 0.0013095798787784573
Position 1735: 0.0011825525932777554
Position 6906: 0.001017730885628086
Position 1773: 0.0009624750537358869
Position 1989: 0.0009478442117805084
Position 616: 0.0008651730926364252
Position 3155: 0.000854415485698177
Position 1784: 0.000852030095517528
Position 9574: 0.0008378878419659597
Position 6293: 0.0008330819778706763
Position 6169: 0.0007976788964112196
Position 7581: 0.0007707632699505133
Position 1234: 0.0007562311098281356
Position 245: 0.0006636218517032438
Position 2332: 0.0006538524283593468
Position 247: 0.0006396056428432027
Position 3341: 0.0006216021940666668
Position 747: 0.0005912650220100899
Position 855: 0.0005878934737723706
Position 97: 0.0005861611249745362
Position 1150: 0.0005857043599063913
Position 249: 0.00048554721949591875
Position 1223: 0.00045261389804808537
Position 4468: 0.00042931061274464015
Position 1276: 0.00041268652673921404
Position 1378: 0.00038044490752016185
Position 251: 0.0003686395886281511
Position 6270: 0.0003542339564205496
Position 6328: 0.00034972686012788045
Position 2575: 0.0003453312527709247
Position 5276: 0.0003364697011871132
Position 6312: 0.00030122306991601166
Position 5456: 0.00029674739402162954
Position 3769: 0.00029421951983025824
Position 6220: 0.0002729268148876031
Position 6488: 0.00027162211419383625
Position 130: 0.00025275711395389243
Position 2045: 0.00024004828102176256
Position 253: 0.00023151351583884178
Position 5866: 0.00019061779272765204
Position 5071: 0.0001838773284293138
Position 732: 0.0001828398877676365
Position 891: 0.00018118486905676558
Position 5715: 0.00017775324188506537
Position 5194: 0.00016599029999129946
Position 1255: 0.00016465501288725093
Position 1558: 0.00015698140266340963
Position 886: 0.00012962278357720329
Position 1217: 0.00011522490174562986
Position 5630: 0.00010236585087542073
Position 7066: 7.357472392449012e-05
