Gene = Ngrn
index = 745
Annotated 5SS: [209 717]
Annotated 3SS: [ 605 3162]
SMsplice 5SS: [ 209  717 2989]
SMsplice 3SS: [ 605 2872 3162]
top_k =  500
Partition function (log Z): -0.18766837362243294

Sorted 5' Splice Sites (High to Low Probability):
Position 717: 0.9890747344269667
Position 209: 0.8477852157821857
Position 3258: 0.5482405561351367
Position 2989: 0.4957454196093075
Position 3009: 0.45934644565904503
Position 2122: 0.3232992488561771
Position 2385: 0.20330496811968776
Position 2186: 0.14572372889655807
Position 2464: 0.06899538992020648
Position 919: 0.06166303902139775
Position 201: 0.052368681861446255
Position 441: 0.03875881188247755
Position 2156: 0.037513755425388415
Position 3687: 0.02198239658946934
Position 1557: 0.017061402218653435
Position 120: 0.01050311723871159
Position 923: 0.009023066812052886
Position 446: 0.008875152223670676
Position 2203: 0.005805310613229642
Position 2140: 0.005480632309733419
Position 671: 0.0035209029928000455
Position 505: 0.0031777930728859594
Position 1425: 0.0029859640041470575
Position 107: 0.002974169080855383
Position 3710: 0.002733718379334299
Position 888: 0.0020202392366599066
Position 2351: 0.0018747143807069603
Position 2059: 0.0017751339881434075
Position 103: 0.0016800661666616916
Position 1075: 0.0015617682746004776
Position 2414: 0.0015020876055617787
Position 355: 0.0014619866006657183
Position 3648: 0.0014567673720051627
Position 1324: 0.0014373099971954164
Position 1152: 0.001403824627338682
Position 3813: 0.0009650382725900619
Position 81: 0.000715356722311635
Position 3205: 0.0006126033598147848
Position 113: 0.0006017071552527338
Position 241: 0.0005233847822993834
Position 333: 0.00047653258260308524
Position 3193: 0.0004231144256813314
Position 3: 0.0004052386286296865
Position 380: 0.0003214182577249028
Position 3058: 0.00031367156985336237
Position 290: 0.0003044338621414191
Position 450: 0.00030112507396101474
Position 136: 0.0002931740116090204
Position 2168: 0.00027756010700088986
Position 1767: 0.0002716716642926074
Position 1840: 0.0002344175798026267
Position 3305: 0.00021519678335555367
Position 435: 0.00020520211995936702
Position 3871: 0.0001884048407931141
Position 1645: 0.00018045163143747876
Position 3049: 0.0001682125188632083
Position 39: 0.00016318938024278013
Position 13: 0.0001607839008058689
Position 457: 0.00014988499566866522
Position 220: 0.0001187236229984174
Position 420: 0.00011752534244401012
Position 2963: 0.00010962522610858717
Position 303: 0.00010097115558278784
Position 1975: 9.950082444710301e-05
Position 2126: 9.805631369355576e-05
Position 76: 9.437833222584461e-05
Position 141: 8.974710220346582e-05
Position 319: 8.614094761476355e-05
Position 2043: 8.080020729522058e-05
Position 79: 7.520777185370533e-05
Position 2145: 7.506255267777238e-05
Position 1710: 6.900854328687476e-05
Position 764: 6.214267656037252e-05
Position 980: 5.2678697097239775e-05
Position 2065: 5.036758371077255e-05
Position 2228: 4.8332487222376645e-05
Position 412: 3.9350186091166634e-05
Position 23: 3.7620423188079207e-05
Position 878: 3.5878784109341324e-05
Position 724: 3.55545116437886e-05
Position 693: 2.861148867412224e-05
Position 261: 2.7609568654849045e-05
Position 1345: 2.506127954252329e-05
Position 1531: 2.2718063981223638e-05
Position 3001: 2.2013521068782358e-05
Position 1725: 1.77578596545364e-05
Position 1059: 1.4474113535443336e-05
Position 937: 1.3963773344762392e-05
Position 481: 1.3282957613092292e-05
Position 452: 1.1734885408215661e-05
Position 1005: 1.1159573695662249e-05
Position 3339: 1.0918622538634461e-05
Position 336: 1.0275892412373573e-05
Position 2997: 1.0268371579031252e-05
Position 400: 1.0142863333032063e-05
Position 393: 9.598683811513917e-06
Position 1805: 6.218153070505664e-06
Position 2494: 5.89006725923565e-06
Position 1979: 4.2257935194064404e-06
Position 538: 4.208024370292861e-06
Position 3435: 2.9654489684172174e-07
Position 1722: 9.234593391280928e-09
Position 398: 7.069298654686957e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 3162: 0.9811440831581845
Position 2872: 0.78833975737791
Position 605: 0.7830995814048265
Position 1953: 0.4230230477624544
Position 2293: 0.2645613405428201
Position 3762: 0.24565955186170563
Position 3563: 0.11822910741731008
Position 2840: 0.11001629402566258
Position 2068: 0.10284729477611934
Position 621: 0.06980317450166
Position 3359: 0.0562960522877359
Position 3577: 0.0560604002639972
Position 3741: 0.043440438591567876
Position 561: 0.03935076358338849
Position 828: 0.03777066959764771
Position 642: 0.036893275315178595
Position 791: 0.035870847423507796
Position 2876: 0.03497325619256505
Position 2917: 0.017537890648529456
Position 3603: 0.014788171959891839
Position 1264: 0.01337132413377361
Position 3413: 0.013367121551829566
Position 574: 0.013040562973470424
Position 341: 0.009270083903225432
Position 3483: 0.006766695067979554
Position 3435: 0.005307376447134548
Position 2936: 0.004984490279913511
Position 628: 0.00474382768079891
Position 2071: 0.004530851647620126
Position 3804: 0.004024792383340017
Position 3613: 0.003975519645675918
Position 3332: 0.0033166554245659366
Position 4148: 0.002886381261627147
Position 3488: 0.002769645815717807
Position 3334: 0.002600737477701488
Position 281: 0.0021954359738722063
Position 1239: 0.0021576132490870744
Position 3624: 0.002027807572351333
Position 379: 0.0019739013690452346
Position 3439: 0.0018110321253608241
Position 2298: 0.0017422044319080866
Position 3370: 0.001499443802356089
Position 1195: 0.0014772431928844292
Position 3343: 0.0013431594117626604
Position 440: 0.0013080754515628647
Position 4001: 0.0012209347831840327
Position 1484: 0.0011639315718208589
Position 2593: 0.0009772740958148573
Position 497: 0.0009538920494228031
Position 795: 0.0009295247067187092
Position 1423: 0.0009172993089125738
Position 1323: 0.0007202573754951358
Position 1622: 0.0006953339440602964
Position 3589: 0.0006367481709829112
Position 3422: 0.000572917897946032
Position 449: 0.0005654315784350143
Position 416: 0.0005394590110510944
Position 859: 0.0005097348482251197
Position 1381: 0.0004880957871896413
Position 3082: 0.0004550858014873168
Position 3378: 0.0004388584203414041
Position 2235: 0.0004343023630707681
Position 3447: 0.0004016411608272042
Position 3461: 0.0003833453772635943
Position 119: 0.000372028280983413
Position 1361: 0.00034752108441588015
Position 312: 0.0003316682145100131
Position 1503: 0.00032604035390236953
Position 538: 0.000306212170697642
Position 2940: 0.00028978404486262215
Position 3108: 0.0002876183358847951
Position 670: 0.00027625655203486574
Position 2715: 0.0002749593207162573
Position 470: 0.00025625321731158665
Position 653: 0.0002506637106183587
Position 3995: 0.00023938720973872577
Position 1956: 0.00021891178774975962
Position 1200: 0.00019532311435194253
Position 807: 0.0001674870979125473
Position 2036: 0.0001651709817109864
Position 298: 0.00016249338633678845
Position 2114: 0.00016178371562650131
Position 2089: 0.0001617784832673818
Position 1927: 0.0001604887458935073
Position 3185: 0.0001435260428521186
Position 2151: 0.00013508887534103648
Position 1435: 0.0001230474885516773
Position 2608: 0.00011641395057345244
Position 2117: 0.00010148578573921905
Position 864: 9.79679730172431e-05
Position 1920: 8.784977745574875e-05
Position 2637: 8.622970948514518e-05
Position 3096: 8.059799380470812e-05
Position 479: 7.76055961056871e-05
Position 1383: 7.159355517976527e-05
Position 903: 6.910577399117685e-05
Position 2988: 6.625018175062105e-05
Position 1669: 6.266445460034911e-05
Position 969: 5.9305533334378406e-05
