Gene = Ube2m
index = 1158
Annotated 5SS: [ 653 1708 1840 2062 2432]
Annotated 3SS: [1612 1800 1957 2367 2518]
SMsplice 5SS: [ 653 1708 2062 2432]
SMsplice 3SS: [1612 1800 2250 2518]
top_k =  500
Partition function (log Z): -2.4722935069775325

Sorted 5' Splice Sites (High to Low Probability):
Position 1708: 0.9081177635096027
Position 2432: 0.7721824083057491
Position 2062: 0.7518479551904309
Position 1840: 0.4000139606561366
Position 653: 0.33740669677580937
Position 98: 0.28595620237800384
Position 2106: 0.17021045317734665
Position 1861: 0.1451624919552767
Position 108: 0.13852560102890926
Position 1156: 0.1142398756902185
Position 2732: 0.10766547748240601
Position 679: 0.09174406659729503
Position 181: 0.06399928855502035
Position 2661: 0.03657308346624143
Position 1958: 0.03196829885960369
Position 1883: 0.023993990630723622
Position 719: 0.021472234564036158
Position 1690: 0.01826949490028889
Position 2616: 0.015809795389129674
Position 733: 0.01561233560383196
Position 1058: 0.01422720634093025
Position 443: 0.011053411582001212
Position 1714: 0.010345182649619516
Position 762: 0.007515361345852036
Position 2737: 0.0064959473678546445
Position 450: 0.006389764463479725
Position 1368: 0.005723531055957198
Position 390: 0.0042498145379324444
Position 340: 0.004044666602865734
Position 1991: 0.002997693431783659
Position 1697: 0.002745928000188297
Position 659: 0.002652491607348808
Position 728: 0.002297378549711805
Position 1016: 0.001827367419860784
Position 939: 0.0017637652205408701
Position 1177: 0.0017478809480464238
Position 1239: 0.0015506975487506872
Position 911: 0.0014068915500515537
Position 1283: 0.001361878076301418
Position 2419: 0.0012919532826569159
Position 2163: 0.0012808908227051633
Position 2441: 0.0012557567453120805
Position 980: 0.0011004684739866907
Position 2597: 0.0010961543252856574
Position 1520: 0.0010326140385137615
Position 2629: 0.0008804922730692493
Position 767: 0.0007439504336047788
Position 2436: 0.0007335340963417258
Position 204: 0.000728760566736988
Position 216: 0.0007009232891315576
Position 1039: 0.0005477307412411582
Position 2561: 0.00043323187500127295
Position 989: 0.0003217118330923871
Position 624: 0.00031241134859164455
Position 742: 0.0002776579930603201
Position 2941: 0.0002274761171155482
Position 725: 0.00021684266957463757
Position 280: 0.0002085282765100641
Position 309: 0.00019396069319132565
Position 1276: 0.00018312765440121523
Position 1163: 0.0001596129952480135
Position 2235: 0.0001565062945975072
Position 2299: 0.0001502465642823087
Position 2619: 0.0001220708683737163
Position 1853: 0.00011535823833547538
Position 1851: 6.157143444960112e-05
Position 1821: 5.310735069239871e-05
Position 385: 4.538072789784022e-05
Position 1844: 3.1327136414194455e-05
Position 2294: 3.0072769188636365e-05
Position 492: 2.478425104539766e-05
Position 501: 1.649532400773717e-05
Position 1968: 3.092192863460309e-06
Position 929: 2.0972929897152817e-06
Position 16: 2.0731440137821557e-06
Position 745: 2.0073983620014842e-06
Position 848: 1.733244719004662e-06
Position 1064: 1.7116015172354704e-06
Position 689: 1.578825843554417e-06
Position 1497: 9.973529479421366e-07
Position 672: 9.57455973104219e-07
Position 1869: 8.45766516217503e-09
Position 1764: 7.101556738332327e-09
Position 44: 2.8118344818693747e-09
Position 2143: 2.449918040884699e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 1800: 0.9284500969806254
Position 1612: 0.9193816935802883
Position 2518: 0.8913014580076173
Position 1957: 0.4141859161062036
Position 2250: 0.4041733715702061
Position 2367: 0.30105042081878297
Position 2799: 0.18613898965889183
Position 1990: 0.13746568562526387
Position 2183: 0.073666200506804
Position 570: 0.03680115964878821
Position 567: 0.03212595551597037
Position 542: 0.029309390552040068
Position 2061: 0.027958443882432293
Position 2335: 0.02485026384714157
Position 1953: 0.02018966598955693
Position 2521: 0.012532654895106972
Position 2273: 0.010099836162541124
Position 1078: 0.009590123716182475
Position 1638: 0.009255080613517246
Position 2299: 0.008474758931817788
Position 573: 0.008190745923902417
Position 979: 0.006224384948859762
Position 1996: 0.00615225564888378
Position 2308: 0.005408129345020054
Position 1561: 0.005175208618474842
Position 1089: 0.0040705868909142445
Position 2305: 0.0032710533906223625
Position 1015: 0.003220729041241535
Position 1652: 0.003099005712879062
Position 973: 0.0029649881906237503
Position 901: 0.002849391374542659
Position 2861: 0.0027957793393291125
Position 840: 0.002676577577855988
Position 1436: 0.0017204995223703199
Position 2569: 0.0014052012967832386
Position 1130: 0.0013155418973606187
Position 2685: 0.001181549901204044
Position 2092: 0.0011556835919368704
Position 1660: 0.0010011831960190748
Position 2969: 0.0008721272040753535
Position 2320: 0.0008267761345956757
Position 3000: 0.0008155961354881392
Position 339: 0.0007769786122497414
Position 910: 0.0006979989845160361
Position 3010: 0.0006668994750724859
Position 2888: 0.0006584472287560073
Position 2035: 0.0006431937465251748
Position 1228: 0.0005312312781118265
Position 576: 0.0005138556777794561
