Gene = Sgcb
index = 972
Annotated 5SS: [ 116 3519 7108 8002 8408]
Annotated 3SS: [ 3308  6921  7809  8275 12091]
SMsplice 5SS: [  116  3519  7108  7910  8408 12185]
SMsplice 3SS: [ 3308  6921  7821  8275 12091 14868]
top_k =  500
Partition function (log Z): -2.1577414592971906

Sorted 5' Splice Sites (High to Low Probability):
Position 8408: 0.9972541194285869
Position 116: 0.8798755661482354
Position 7108: 0.8707607359008539
Position 3519: 0.6412736601020707
Position 11121: 0.454439028584018
Position 12185: 0.4089472288726598
Position 2937: 0.3129301808279692
Position 3552: 0.28712775127664397
Position 9380: 0.15194377654414265
Position 8002: 0.12606974188512396
Position 8834: 0.09160291885195924
Position 7958: 0.06727298982415714
Position 120: 0.057285710606821395
Position 13125: 0.05425669014064552
Position 9560: 0.04695677251521025
Position 8792: 0.043394452853882444
Position 498: 0.03896712730925656
Position 3523: 0.036540065244157
Position 6211: 0.02972496681964834
Position 7963: 0.029353286172665576
Position 423: 0.02878908916182622
Position 7978: 0.026358497601886733
Position 1599: 0.02632078446094777
Position 12177: 0.024846793548865324
Position 8007: 0.0241282989521761
Position 6218: 0.02389264030370908
Position 7057: 0.022072356254005495
Position 7944: 0.019158476064090352
Position 6225: 0.018368166560144186
Position 14343: 0.017769394030059883
Position 2349: 0.012564844165118954
Position 1604: 0.012504765649342633
Position 9194: 0.011599012746327467
Position 12263: 0.011317392658534767
Position 12125: 0.01094278039355685
Position 12243: 0.010753516980079258
Position 9319: 0.009838935285963158
Position 5019: 0.009806447030507783
Position 8887: 0.009416375245416586
Position 12119: 0.009364069796291632
Position 14926: 0.008887646800858205
Position 1541: 0.008419680601693702
Position 466: 0.007820985842816153
Position 2047: 0.007237401869413952
Position 10660: 0.007101522172104718
Position 7411: 0.006811159263693768
Position 7917: 0.006801419801463413
Position 6528: 0.006746852068463798
Position 1285: 0.006192485546382281
Position 12236: 0.006119871521587227
Position 3990: 0.0058821889056395755
Position 12844: 0.005748805417763881
Position 7660: 0.0054817834202881945
Position 13058: 0.00546575228887266
Position 4240: 0.005019399728024204
Position 12299: 0.003928341273931452
Position 2988: 0.003733602460991346
Position 7970: 0.003489066801448046
Position 9422: 0.003195249839557917
Position 7681: 0.0031802781984260568
Position 2428: 0.0031495856090420888
Position 2281: 0.0030665041226473192
Position 12230: 0.0029312930056762353
Position 12205: 0.002923984719360759
Position 13235: 0.0028304530602318197
Position 11876: 0.002484230942277623
Position 1626: 0.0024702877514770133
