Gene = Sgf29
index = 973
Annotated 5SS: [  169 11840 14696 15680 21386 22359 22572 22765 23010]
Annotated 3SS: [11742 14619 15606 21320 22228 22424 22728 22846 23260]
SMsplice 5SS: [  169  6844 11840 14696 15680 21386 22359]
SMsplice 3SS: [ 6747 11742 14619 15606 21320 22228 22728]
top_k =  500
Partition function (log Z): 1.3185946257104706

Sorted 5' Splice Sites (High to Low Probability):
Position 15680: 0.9293165467589478
Position 6844: 0.9276056747722639
Position 14696: 0.923869888774382
Position 11840: 0.9196097223251527
Position 169: 0.7839915208282873
Position 23010: 0.6856669157746984
Position 22359: 0.6492426177165848
Position 9995: 0.5368133595105515
Position 22765: 0.5252879432471045
Position 22572: 0.48943783601697116
Position 21386: 0.48838464948571664
Position 13343: 0.27208674287370455
Position 13576: 0.23627289583676853
Position 22777: 0.2230240447024594
Position 8048: 0.15232574206015898
Position 18297: 0.12139448486334843
Position 403: 0.10246061035810564
Position 23341: 0.09686269515729355
Position 21427: 0.09068421448552015
Position 11232: 0.08304977703405289
Position 194: 0.08272068951577556
Position 17740: 0.07619979243239351
Position 11860: 0.07376698718175032
Position 14726: 0.06168014835252604
Position 13666: 0.05719459249133114
Position 8863: 0.05705890046307784
Position 13571: 0.0478620411890719
Position 13582: 0.0431653757599692
Position 17686: 0.037025162932107496
Position 22352: 0.03345903303936077
Position 13030: 0.03328841716201113
Position 3966: 0.02989328844205724
Position 10938: 0.02613387932978572
Position 14467: 0.020821775723111453
Position 14273: 0.016412191094182217
Position 1815: 0.015955724467003874
Position 13633: 0.015330460774315536
Position 91: 0.013527084611679395
Position 173: 0.012197847764055901
Position 9724: 0.01216628698851959
Position 9664: 0.011622297552110961
Position 8539: 0.01143927554527802
Position 2983: 0.01089655586737884
Position 1866: 0.00953432143619885
Position 23387: 0.009152634031655407
Position 14339: 0.009069374339410585
Position 4546: 0.008995953835307248
Position 358: 0.00830728507030847
Position 23177: 0.007942384879329361
Position 5922: 0.007007232746299058
Position 14700: 0.006477275213903353
Position 76: 0.006279702946163043
Position 22729: 0.005866278354922255
Position 13876: 0.005708772982688334
Position 1760: 0.005346543417564429
Position 4891: 0.005089048669337495
Position 6405: 0.004740878261100098
Position 15084: 0.004605878423898507
Position 13744: 0.004238391488157873
Position 2554: 0.004110688863327769
Position 2297: 0.004103303110851967
Position 1951: 0.003623388595311428
Position 16088: 0.0035144391272456613
Position 537: 0.0031955008282781613
Position 15173: 0.002490991824761845
Position 4647: 0.0022850940140881357
Position 13919: 0.0022355508214148773
Position 147: 0.0019460743941820773
Position 1525: 0.0019419375917085072
Position 826: 0.0019109525093450501
Position 4876: 0.0018485727849847909
Position 2603: 0.0017884664968697294
Position 22736: 0.0017567682138093128
Position 2607: 0.0017062463318667646
Position 15091: 0.001587797224925405
Position 3186: 0.0014460734193831142
Position 2435: 0.0013307817841806526
Position 5293: 0.0013035172706666054
Position 17732: 0.0011674478714587253
Position 18700: 0.001127443627529071
Position 13133: 0.0009804271214921723
Position 15351: 0.0009571402629251023
Position 16494: 0.0007411136116993392
Position 16483: 0.000609299662183364
Position 18199: 0.000604796064742487
Position 17882: 0.0006042234564802105
Position 14785: 0.00058549389432679
Position 23030: 0.0005724744476856268
Position 16458: 0.0005490594878043564
Position 14041: 0.0004786714151384228
Position 12433: 0.0004063005919074157
Position 15075: 0.00037224899264778617
Position 7004: 0.0002724224947654543
Position 18665: 0.00012776447898709615
Position 37: 4.479453307809731e-05
Position 335: 3.414122748040612e-05
Position 601: 2.6123245615569885e-05
Position 133: 1.6566460273069912e-05
Position 101: 1.1297031773254031e-05
Position 7406: 4.77872548428832e-06
Position 44: 4.259480740990058e-06
Position 39: 2.5520076651112777e-06
Position 15698: 2.0435593632125666e-06
Position 152: 1.4195588306762324e-06
Position 472: 1.2090890281978434e-06
Position 555: 9.5406031382039e-07
Position 162: 4.60013984002412e-07
Position 261: 3.627507797917603e-07
Position 41: 2.723349466279363e-07
Position 456: 2.5722872916658293e-07
Position 16125: 2.485654408909405e-07
Position 118: 1.8810875866179304e-07
Position 382: 1.0235605917513184e-07
Position 407: 8.029743702185822e-08
Position 307: 6.906667151194512e-08
Position 613: 4.601328017845173e-08
Position 228: 1.883388115829486e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 14619: 0.9922258624238846
Position 6747: 0.9241857108364142
Position 11742: 0.9068161001213442
Position 15606: 0.9006703047478367
Position 22728: 0.8349136190931177
Position 22228: 0.7018431152325078
Position 22846: 0.6573582136646419
Position 21320: 0.5790688639712367
Position 22424: 0.3745896793564337
Position 9826: 0.25736797459881205
