Gene = Mtif3
index = 722
Annotated 5SS: [  74 4961 6999]
Annotated 3SS: [4508 6840 7969]
SMsplice 5SS: [  63 6999]
SMsplice 3SS: [ 6840 12030]
top_k =  500
Partition function (log Z): -6.860980437035904

Sorted 5' Splice Sites (High to Low Probability):
Position 6999: 0.9006466558855243
Position 63: 0.698275582492083
Position 565: 0.5403650910159841
Position 5856: 0.458158597372998
Position 6077: 0.3867576394408096
Position 4961: 0.28510598671688037
Position 74: 0.22893816657313495
Position 9019: 0.15021467739264854
Position 7813: 0.1474672422919188
Position 6545: 0.12478268504571705
Position 5448: 0.09037874598797085
Position 20: 0.06191415438068033
Position 5715: 0.047645856538367205
Position 6178: 0.04303239971270296
Position 11179: 0.03362797901098824
Position 3937: 0.029978512596125717
Position 10767: 0.027282795338251488
Position 675: 0.018406260851523602
Position 7630: 0.01272100396019402
Position 8535: 0.011849615262336523
Position 8260: 0.009818930956866697
Position 10154: 0.006356146162671123
Position 283: 0.004500258378200688
Position 99: 0.004031831386502292
Position 5419: 0.0029618141204124
Position 327: 0.0026775090463046027
Position 6124: 0.002387798314214546
Position 2960: 0.0011928561825321473
Position 353: 0.0011313598195165338
Position 5367: 0.0008211127250890556
Position 4694: 0.0006443306487941031
Position 5764: 0.0004037228210969824
Position 244: 0.0003156648006885328
Position 230: 0.00022859237852969685
Position 321: 4.149725320942506e-05
Position 291: 3.0291552074623062e-05
Position 7856: 2.849307585155759e-05
Position 238: 2.361119193773147e-05
Position 8184: 2.024977563815616e-05
Position 8264: 1.7752017481858435e-05
Position 8062: 1.48764297520949e-05
Position 242: 1.293452989096775e-05
Position 335: 1.2492958361483171e-05
Position 359: 1.0594884605983202e-05
Position 178: 1.017442733732679e-05
Position 188: 9.788438648166608e-06
Position 1849: 9.677323352938901e-06
Position 333: 8.025430121333875e-06
Position 2568: 5.805682405875734e-06
Position 111: 5.756931592338619e-06
Position 311: 5.511867621144449e-06
Position 149: 5.39953481869865e-06
Position 2181: 5.014347460953044e-06
Position 154: 3.26771781341644e-06
Position 2617: 2.9285313453703686e-06
Position 1568: 2.828719247907046e-06
Position 715: 9.217695355110495e-07
Position 445: 8.090017100031678e-07
Position 406: 6.151373249174499e-07
Position 1619: 6.06618591943065e-07
Position 127: 5.71797768741099e-07
Position 34: 4.106965381553465e-07
Position 14: 3.1431671803531575e-07
Position 143: 9.863268779619186e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 6840: 0.8005265999040267
Position 6005: 0.38247375738487505
Position 5795: 0.3771418016185111
Position 404: 0.339639762768653
Position 12030: 0.29017029588275306
Position 4743: 0.24003773634524178
Position 7714: 0.20690644061868346
Position 8866: 0.1687270676703124
Position 10505: 0.16860453301034298
Position 5498: 0.1272400271941156
Position 7969: 0.12272495236379793
Position 8359: 0.12050430812719047
Position 472: 0.11384349110089852
Position 6250: 0.10880562401223716
Position 10553: 0.07149771087693245
Position 11012: 0.06905180056454734
Position 6760: 0.06647272134651205
Position 498: 0.06285012855373528
Position 8898: 0.04644984999119558
Position 5270: 0.04642583418264552
Position 6887: 0.04085183021742789
Position 5287: 0.03779663025962605
Position 5518: 0.023001058451147104
Position 10073: 0.022482449652911362
Position 3863: 0.019968266523631775
Position 448: 0.019624249135934222
Position 5955: 0.018280547772724413
Position 535: 0.014976849118950187
Position 11802: 0.013886966219650002
Position 8704: 0.012731019453062516
Position 6400: 0.012565792973166503
Position 4508: 0.012208332122505484
Position 6209: 0.011354753005456323
Position 8915: 0.010883701334216662
Position 4779: 0.010363046976734583
Position 5328: 0.010168554949730754
Position 4641: 0.009593662265452815
Position 7467: 0.007815214723878285
Position 9640: 0.00692529408759559
Position 4692: 0.006821710580481864
Position 6098: 0.0066252781732874
Position 6056: 0.006035103568078562
Position 8423: 0.005875976256007898
Position 4574: 0.0057960934336201
Position 10666: 0.005546847283390863
Position 3797: 0.004121640791568845
Position 9302: 0.0038437771105968247
Position 132: 0.003736919448547539
Position 512: 0.0035026409756726286
Position 7538: 0.003041271270736744
Position 8481: 0.0030028773310350346
Position 7512: 0.002924066741758135
Position 3636: 0.0029202593565848256
Position 8667: 0.0027107790655558975
Position 10908: 0.0023713234025496445
Position 2770: 0.0022859856468053696
Position 3811: 0.0020476526963326145
Position 4666: 0.00172028244651481
Position 564: 0.0016685956923652716
Position 7204: 0.00143461138671823
Position 2791: 0.0012068541519406908
Position 9927: 0.0011498508979295896
Position 10609: 0.0010114272585362125
Position 282: 0.0010031180196774965
Position 3793: 0.0009557076679890632
Position 5400: 0.0008525218603276322
Position 8086: 0.0007000582974503841
Position 453: 0.0005846929142875948
Position 2476: 0.0004479547090469104
Position 2429: 0.0004211938581178626
Position 2615: 0.00040370379350388244
Position 3816: 0.0003883616876810322
Position 7261: 0.0002939094533734228
Position 7592: 0.00029296734301267625
Position 2879: 0.00019974621155349138
Position 2933: 0.0001716466164176544
Position 163: 0.0001599366920826064
Position 3182: 0.00014453460823059716
Position 2666: 0.0001379514874603027
Position 2180: 0.00013738580823402174
Position 1716: 0.0001272147660026467
Position 626: 0.000123379691681705
Position 1833: 0.00011150103586320524
Position 4441: 0.00010048330351131263
Position 221: 9.355822294592638e-05
Position 1864: 7.916667553376732e-05
Position 1362: 6.68638732320237e-05
Position 1301: 6.224768556478725e-05
Position 3156: 4.916395053566762e-05
Position 169: 3.6887209023906346e-05
Position 1505: 3.389796854206985e-05
