Gene = Chfr
index = 263
Annotated 5SS: [   75   335  4594  7801  8791  9128 10775 15827 16631 17421 19123 23059
 24382 26922 28234 32372 33355]
Annotated 3SS: [  190  4493  7690  8730  8911 10609 15666 16475 17257 18976 22941 24297
 26850 28145 32263 33281 35001]
SMsplice 5SS: [   75   335  2733  4330  4594  7801 15827 19123 23059 24382 26922 28234
 32372 33355]
SMsplice 3SS: [  190  2614  4256  4493  7690 15666 18976 22968 24297 26850 28145 32263
 33281 35001]
top_k =  500
Partition function (log Z): 13.413861096136772

Sorted 5' Splice Sites (High to Low Probability):
Position 15827: 1.0000000000000016
Position 19123: 1.0000000000000016
Position 32372: 0.9898831883175653
Position 28234: 0.939709045726228
Position 335: 0.9328447344405272
Position 23059: 0.9205907913121787
Position 4594: 0.8814084653153225
Position 75: 0.8598627641349099
Position 26922: 0.8292179143524677
Position 7801: 0.7414254458900625
Position 4330: 0.7364121685253927
Position 33355: 0.7154768182782277
Position 2733: 0.6494222927339516
Position 24382: 0.6115635403672607
Position 17421: 0.38311013148966316
Position 28868: 0.3706223971585885
Position 10775: 0.32847090379735583
Position 793: 0.2642716892216802
Position 24242: 0.24120098569542797
Position 8791: 0.23976791918512472
Position 9128: 0.2044084140921449
Position 28500: 0.176602047001593
Position 4348: 0.1698227954074821
Position 28080: 0.1500487368677646
Position 26026: 0.14774269880073615
Position 17465: 0.1305730312847415
Position 28539: 0.10485008958084853
Position 32689: 0.10443863517081035
Position 27765: 0.10392997039025328
Position 4622: 0.10189987776495595
Position 25491: 0.09741997264905287
Position 3770: 0.09002149162550395
Position 24298: 0.08703983527412834
Position 8879: 0.08279363950844981
Position 24691: 0.07750777305035085
Position 5612: 0.07123265816297282
Position 21675: 0.06831868371042571
Position 27938: 0.05704015569204288
Position 13875: 0.05617991128152378
Position 32827: 0.053666360846558764
Position 33335: 0.04434623429068367
Position 7891: 0.034176185202696024
Position 10886: 0.025935663114691965
Position 9193: 0.021073548741634432
Position 40: 0.01972029504279033
Position 26332: 0.017715905409796808
Position 91: 0.016493045165975467
Position 26425: 0.015591488208350004
Position 28310: 0.014715871052533412
Position 23063: 0.014123228958232058
Position 28073: 0.013691875183542025
Position 12525: 0.013578901806504558
Position 34062: 0.011205088019438496
Position 354: 0.010518044598172339
Position 2575: 0.010339836784084221
Position 33359: 0.009981518870021926
Position 4339: 0.009265261347438358
Position 6391: 0.009179157098182919
Position 4940: 0.008633833709108368
Position 27166: 0.008405361008046737
Position 2777: 0.008259282545635984
Position 6428: 0.008182163707750902
Position 3307: 0.007712738647106035
Position 35361: 0.007582785335251992
Position 34071: 0.007205023936467186
Position 28651: 0.007022209362727809
Position 33187: 0.006853306936337796
Position 30237: 0.006534790898282199
Position 4569: 0.005622518966465377
Position 23090: 0.005587975045118955
Position 33587: 0.005517233526884795
Position 33547: 0.005087999240864029
Position 34317: 0.004931606636765942
Position 3675: 0.0041000317156237795
Position 2459: 0.003787380686322249
Position 3464: 0.003358506199858078
Position 4636: 0.00328280824997569
Position 7279: 0.0030253429740407676
Position 5237: 0.0030100489326441524
Position 32947: 0.002967335597931052
Position 34841: 0.0026689652254045324
Position 34433: 0.002453563526420492
Position 381: 0.002436220552998398
Position 8159: 0.002415294770799205
Position 33376: 0.0022587090066281262
Position 3475: 0.0022572305451098672
Position 8620: 0.0021914195384250207
Position 7823: 0.0021796997246168776
Position 5882: 0.002058453638222231
