Gene = Apoc1
index = 130
Annotated 5SS: [ 52 250 773]
Annotated 3SS: [ 173  624 3023]
SMsplice 5SS: [ 52 270 548]
SMsplice 3SS: [173 410 624]
top_k =  500
Partition function (log Z): -4.013294030784676

Sorted 5' Splice Sites (High to Low Probability):
Position 52: 0.948797600424759
Position 270: 0.5984856381077924
Position 548: 0.5463241817928435
Position 250: 0.3920116815301568
Position 773: 0.3483505800898701
Position 802: 0.013271242915771997
Position 555: 0.009714812704838675
Position 2714: 0.006610874960482645
Position 2743: 0.002182940583991524
Position 2734: 0.001631131490084898
Position 1512: 0.0014163695413493772
Position 2498: 0.001375380131531873
Position 411: 0.0013536068351806287
Position 534: 0.001258241250279036
Position 472: 0.0010517680402266445
Position 432: 0.0010293514471558223
Position 68: 0.0010036345396787294
Position 814: 0.0009805467667591246
Position 1497: 0.0009367385192097606
Position 799: 0.00032485681666708703
Position 105: 0.00019433615374095305
Position 158: 9.711303934408259e-05
Position 350: 7.210242887390291e-05
Position 70: 6.40174596898093e-05
Position 231: 5.5382543160837264e-05
Position 560: 4.36153723407953e-05
Position 56: 3.822726046462326e-05
Position 289: 3.528520125227175e-05
Position 102: 2.805110256404905e-05
Position 456: 2.4078514295125034e-05
Position 291: 1.847850516895365e-05
Position 436: 1.7786186368583827e-05
Position 296: 1.3334803244680478e-05
Position 570: 6.981439355971205e-06
Position 216: 4.37846486383534e-06
Position 228: 4.040928615317461e-06
Position 305: 2.1296116673908256e-06
Position 129: 1.5778654337804354e-06
Position 175: 1.1144515643152192e-06
Position 225: 9.958881425319687e-07
Position 126: 6.286439547593247e-07
Position 572: 4.1159434675519317e-07
Position 390: 3.5775126702109295e-07
Position 116: 3.1216460455272027e-07
Position 818: 2.420477316926831e-07
Position 922: 2.38449584412762e-07
Position 832: 9.20591038017579e-08
Position 144: 5.735717915460811e-08
Position 978: 2.9387320052534793e-08
Position 995: 2.9018004076421288e-08
Position 804: 2.6636697096347134e-08
Position 958: 2.6348275455020885e-08
Position 162: 1.3005496958651798e-08
Position 360: 7.989830580764285e-11
Position 362: 9.309572661191807e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 173: 0.9333142288490218
Position 624: 0.6613225071443865
Position 410: 0.5308874582945325
Position 3023: 0.2903333062958717
Position 2899: 0.08921317988987126
Position 2573: 0.08748986581913641
Position 432: 0.05570345944702864
Position 1088: 0.04784694958428605
Position 641: 0.03475084410409853
Position 2915: 0.021390144409646508
Position 630: 0.01246743318428219
Position 319: 0.009807784304088669
Position 190: 0.009521043121497543
Position 1822: 0.009198545391196937
Position 3037: 0.008870188698622808
Position 1966: 0.008792307293727751
Position 2298: 0.007204272983608282
Position 911: 0.007121625424681944
Position 1864: 0.004715900171385528
Position 1379: 0.004715321027627813
Position 2010: 0.003383726985620786
Position 2058: 0.002762210530365467
Position 1681: 0.0026652449497959786
Position 2775: 0.002599238187040308
Position 1511: 0.0023616981167214964
Position 2919: 0.0021869781738015235
Position 2385: 0.0021677882383025187
Position 2599: 0.002089657992541585
Position 2707: 0.001816124061416172
Position 2262: 0.0015758386835664853
Position 3152: 0.0015740246818987467
Position 2238: 0.0015090751840064218
Position 466: 0.0014250513475768038
Position 2739: 0.0013731607070777195
Position 988: 0.0013287431410694394
Position 139: 0.0010430202692822852
Position 461: 0.0009278293156730139
Position 234: 0.0008715826444975852
Position 487: 0.0008117853647661155
Position 521: 0.0007704972681234091
Position 1555: 0.0006696345844704686
Position 1257: 0.0006439085614542985
Position 1084: 0.0006242760811896996
Position 842: 0.0005899987255793458
Position 1113: 0.0005234812540259188
Position 1981: 0.0005051987443028761
Position 2096: 0.000367495458059066
Position 196: 0.00036650178461864266
Position 2156: 0.0003536598784692159
Position 444: 0.0003114288167706744
Position 888: 0.0002990798688367168
Position 1585: 0.00028621211230690725
Position 599: 0.00028346258787640457
Position 848: 0.000250998600348065
Position 349: 0.0001936616502448163
Position 2584: 0.0001890583535387093
Position 524: 0.00018810823385538884
Position 1177: 0.00018777778296223327
Position 917: 0.0001851178833228639
Position 671: 0.00018510498234256716
Position 2424: 0.00018378974570835613
Position 952: 0.00016494692157588062
Position 1843: 0.0001434337171456508
Position 3107: 0.00014231709885402605
Position 1712: 0.0001307002741075551
Position 3039: 0.00011242813903118384
Position 1628: 0.00011105086703638704
Position 3135: 8.442514728624709e-05
Position 1050: 8.378871199963531e-05
Position 961: 8.23570673778337e-05
Position 851: 7.661396675871661e-05
Position 972: 6.65082042624052e-05
Position 692: 6.552062123340692e-05
Position 931: 5.840306726899363e-05
Position 472: 5.021777029544094e-05
Position 447: 4.859599698777502e-05
Position 325: 4.216145660010892e-05
Position 249: 1.2560936709078797e-05
Position 254: 1.2124259963169268e-05
Position 1386: 8.949012042149215e-06
Position 1428: 8.318194769823639e-06
Position 121: 7.598072460921956e-06
Position 328: 7.294963798781919e-06
Position 340: 5.675234273242513e-06
Position 714: 2.9101076097598557e-06
Position 544: 2.5889789813496615e-06
Position 673: 2.3938792908895495e-06
Position 554: 1.6685869691861063e-06
Position 532: 1.3222591981846395e-06
Position 719: 1.1857422656746745e-06
Position 337: 4.0650122352318206e-07
Position 274: 1.9388578179019356e-07
Position 260: 1.6104285726613408e-07
Position 258: 1.6085559001596653e-07
Position 695: 6.05867505862521e-08
Position 749: 3.0220742146716205e-08
Position 269: 4.011680970881193e-10
Position 280: 3.1921348317518543e-10
Position 296: 1.519636228266858e-10
Position 278: 5.922502174026288e-11
Position 289: 8.859787840062114e-12
