Gene = Gclc
index = 428
Annotated 5SS: [  425 20657 21774 25101 26608 26833 30874 31332 32315 32855 33365 33758
 37262 37449 37639]
Annotated 3SS: [20543 21590 24986 26548 26698 30798 31214 32175 32741 33271 33652 37179
 37344 37517 38504]
SMsplice 5SS: [  425 11771 20657 21774 25101 26608 26833 30874 31332 32315 32855 33365
 33758 37262 37449 37639]
SMsplice 3SS: [11631 20543 21590 24986 26548 26734 30798 31214 32227 32741 33271 33652
 37179 37344 37517 38504]
top_k =  500
Partition function (log Z): 9.996074840389749

Sorted 5' Splice Sites (High to Low Probability):
Position 21774: 0.9999999999999994
Position 37449: 0.9959092179051847
Position 26833: 0.9888680012973606
Position 32315: 0.9811503640065798
Position 20657: 0.9684263318304505
Position 26608: 0.9560805161039178
Position 37262: 0.9506836347050792
Position 25101: 0.9313376250908224
Position 31332: 0.9303893745053201
Position 33365: 0.9000462329130785
Position 425: 0.8409918864192776
Position 11771: 0.7646630655317576
Position 32855: 0.6842378728722546
Position 37639: 0.6738904694359397
Position 30874: 0.6492169897636219
Position 9627: 0.6295912025606802
Position 2729: 0.5835760559862432
Position 12854: 0.49025052964849747
Position 1839: 0.48726939525267565
Position 33758: 0.4557408131466128
Position 8795: 0.42306006501183085
Position 32620: 0.36258382049603277
Position 38872: 0.3092355883727276
Position 38694: 0.2669294720585606
Position 13563: 0.23309753620242415
Position 30511: 0.21056961389884057
Position 9992: 0.2071333969279424
Position 4325: 0.17875644357099488
Position 9916: 0.17814533336563151
Position 33591: 0.159826948119782
Position 8884: 0.1581377506192093
Position 32060: 0.1547222610977468
Position 29899: 0.15308527806524602
Position 28208: 0.14292906144501275
Position 30885: 0.14099913551464055
Position 865: 0.1283249783220436
Position 33043: 0.11966945560432207
Position 4830: 0.10492562805788073
Position 31149: 0.10489059588183562
Position 13502: 0.09611867638192129
Position 27155: 0.08556911591221542
Position 38868: 0.07013916746890284
Position 2271: 0.04444644274083989
Position 2257: 0.042037190411367414
Position 11765: 0.04173208890667825
Position 7011: 0.038898029253139677
Position 11802: 0.034273748246411696
Position 20743: 0.03157366816954924
Position 4224: 0.03086842451863463
Position 32894: 0.029334389656038386
Position 1923: 0.02429441407404998
Position 31516: 0.02138813889277651
Position 32914: 0.01760065342017721
Position 9679: 0.016915109838160036
Position 32952: 0.01572338078798767
Position 36870: 0.014660610087294326
Position 338: 0.013153994470917028
Position 31718: 0.01296181095786685
Position 28476: 0.012682549713459012
Position 33612: 0.01236856118572165
Position 860: 0.010853259371421816
Position 38094: 0.010538183194698531
Position 1877: 0.009632060704381811
Position 1910: 0.009431569519814937
Position 34574: 0.00939721730769786
Position 27193: 0.008884923712659445
Position 33539: 0.008778387008563138
Position 2231: 0.008469190628358771
Position 32567: 0.008013283577795348
Position 31713: 0.007448842556269597
Position 30614: 0.00693635212289397
Position 48: 0.006401963999906046
Position 33098: 0.006224334130372463
Position 31033: 0.006077926147119739
Position 417: 0.006037617399681169
Position 37644: 0.004866866724012278
Position 38423: 0.004844955260588173
Position 3012: 0.004411032634756414
Position 412: 0.003387044038529639
Position 37883: 0.003384164438430994
Position 2506: 0.003030023885422142
Position 28040: 0.0028904698635698273
Position 2502: 0.0028061136518156863
Position 184: 0.0024284482914028725
Position 35308: 0.0022415452538525516
Position 1919: 0.002099568686950436
Position 28618: 0.001978997076317504
Position 33698: 0.0016607298160581352
Position 36125: 0.0014670858714134032
Position 1834: 0.0014379857297927832
Position 31823: 0.0014354516858294645
Position 614: 0.0013524362797687948
Position 3017: 0.0013140772341269213
Position 38317: 0.0012116023113053537
Position 3716: 0.0011085961562329984
Position 839: 0.0008742052474641188
Position 3842: 0.0007709488059690188
Position 37597: 0.0007414198558816632
Position 38031: 0.0006568071715435596
Position 33165: 0.0005821399694010943
Position 2198: 0.000571833958908407
Position 2845: 0.0005301266135345747
Position 32839: 0.0004873672826734277
Position 38128: 0.00038821715960494493
Position 1185: 0.0003565108882556836
Position 1106: 0.0003246704326323228
Position 1848: 0.0003115882035094003
Position 4204: 0.00031092532943237524
Position 2786: 0.00030980799057710564
Position 27977: 0.0002819471562840858
Position 1846: 0.0002713781463928977
Position 404: 0.0002633743356231112
Position 32331: 0.00024030109447294677
Position 618: 0.00023490919756651433
Position 37649: 0.0002199709799856575
Position 31474: 0.00020660681824068137
Position 689: 0.00018920837304806055
Position 831: 0.00017342570429183232
Position 2974: 0.00016985932826872157
Position 597: 0.00016715550912667013
Position 983: 0.00016615900093921957
Position 874: 0.00015996981205541343
Position 37285: 0.00015799914214342458
Position 654: 0.00015548656487190268
Position 31708: 0.00013912123910278342
Position 670: 0.00013649825930432606
Position 27006: 0.00013470810228596695
Position 32204: 0.0001315930819521198
Position 564: 0.00012812051990466477
Position 1518: 0.0001041745546789111
Position 3078: 8.997486386694989e-05
Position 1539: 7.363762069395172e-05
Position 2498: 6.41102452979675e-05
Position 3149: 6.250908542950338e-05
Position 37524: 5.934206838615638e-05
Position 1410: 5.8589699233291986e-05
