Gene = Kmt5a
index = 607
Annotated 5SS: [   86  6155  7441 10951 11444 17189 20036]
Annotated 3SS: [ 6038  7283 10730 11355 17128 19844 20557]
SMsplice 5SS: [   86  7441 10403 10951 11444 14397 17189 20036]
SMsplice 3SS: [ 7283 10308 10730 11355 14267 17128 19844 21084]
top_k =  500
Partition function (log Z): 2.9151115049200977

Sorted 5' Splice Sites (High to Low Probability):
Position 11444: 0.9944025847257993
Position 7441: 0.9780758144800363
Position 10951: 0.8134710805262831
Position 20036: 0.8055250507076781
Position 14397: 0.7612240062616622
Position 17189: 0.7291721231074987
Position 10403: 0.6869331859127394
Position 86: 0.47928855494104056
Position 15477: 0.31207561634765807
Position 641: 0.261163033862446
Position 152: 0.2365435649160453
Position 10583: 0.21583784087404273
Position 17246: 0.1980638560224985
Position 3562: 0.17196778360065684
Position 321: 0.15295006988369228
Position 6659: 0.14706828909302447
Position 20608: 0.1295041124831697
Position 6155: 0.10930673198833402
Position 7577: 0.10784833794870075
Position 5415: 0.0896266239767392
Position 5028: 0.08015348291471235
Position 20708: 0.07282083249267758
Position 11011: 0.06904096733033163
Position 7749: 0.05337446135039345
Position 21198: 0.04645590047426616
Position 17320: 0.04190447228952258
Position 19262: 0.03787616242512312
Position 5138: 0.03393993183187216
Position 13009: 0.030343841779013857
Position 4468: 0.027937094928462452
Position 19121: 0.027515358287845945
Position 19714: 0.021827197641103302
Position 10806: 0.021230340914320793
Position 15260: 0.019817663525512598
Position 20386: 0.019536886586915627
Position 6754: 0.019402426363289885
Position 8895: 0.01816409617876584
Position 11223: 0.016790092660464752
Position 5799: 0.01596187997030871
Position 8835: 0.015802177559707857
Position 6980: 0.014842160557790592
Position 7602: 0.01480725642878682
Position 15481: 0.014475045866736393
Position 10309: 0.013678317952923971
Position 15086: 0.01249486887752216
Position 6800: 0.012478633220225372
Position 4867: 0.008772169928220814
Position 17307: 0.008185865181734382
Position 15133: 0.007994207597750127
Position 10418: 0.00792898310008768
Position 10875: 0.007073755677066602
Position 4944: 0.006288721087227198
Position 370: 0.006180882277647501
Position 16689: 0.005976065273260335
Position 21291: 0.005415717302972426
Position 11449: 0.005239385551087983
Position 534: 0.004956253493915096
Position 452: 0.004844467921293849
Position 407: 0.004481511995262392
Position 21502: 0.004384258132634829
Position 4386: 0.004190573341047254
Position 8607: 0.003986158646117109
Position 749: 0.0035659996258865967
Position 17394: 0.003406067979953527
Position 12875: 0.003281799627046447
Position 15877: 0.0031426147710746513
Position 12988: 0.0030423853511605823
Position 21239: 0.003001349864642589
Position 21200: 0.002817347514831091
Position 18157: 0.0027902586684345706
Position 7392: 0.002653027600353068
Position 15531: 0.002606334025090305
Position 1586: 0.0025972397172588143
Position 19970: 0.0025677599111691516
Position 60: 0.0024390574307353225
Position 10621: 0.002255038767003288
Position 21321: 0.0022469869983807456
Position 8469: 0.00179024513601269
Position 22010: 0.0017697837659669396
Position 8352: 0.0017192568008901753
Position 4922: 0.001708664835555483
Position 3045: 0.001681077447468472
Position 17738: 0.001469983985630223
Position 18721: 0.0014678975448322261
Position 6261: 0.0013902704179127433
Position 15168: 0.0010898070497284541
Position 3001: 0.0009775791477286196
Position 12496: 0.000934975080054252
Position 10955: 0.0006324406386665656
Position 16041: 0.0005463226413498555
Position 10889: 0.00045930232281662963
Position 485: 0.00038160126290123303
Position 224: 0.0003537636187892081
Position 12826: 0.00031601191833771956
Position 187: 0.00030578395925487964
Position 8385: 0.0003022931561509474
Position 12823: 0.0002017940428366821
Position 276: 0.00017345702330849388
Position 235: 0.00010718267848643651
Position 466: 6.130967826859311e-05
Position 596: 5.226735623328186e-05
Position 11939: 5.1174910473515274e-05
Position 495: 5.078046398129844e-05
Position 759: 4.537175000068272e-05
Position 289: 4.03419891409825e-05
Position 1302: 3.7156906118100855e-05
Position 3566: 3.017069037836178e-05
Position 2598: 2.7447633249565608e-05
Position 475: 2.691554607772597e-05
